DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID_Human	Target_Entrez_ID_Human	TF_Entrez_ID	Target_Entrez_ID	PubMed_ID	Database	Mode	tf_species	target_species
etri_05492	MYOD1	ANKRD2	4654	26287	17927	56642	23824195	TRRUST	activation	mouse	mouse
etri_05493	MYOD1	CDON	4654	50937	17927	57810	15572127	TRRUST	unknown	mouse	mouse
etri_05494	MYOD1	RBM24	4654	221662	17927	666794	25217815	InnateDB	unknown	mouse	mouse
etri_05495	MYOD1	MYH7B	4654	57644	17927	668940	22638570	TRRUST	unknown	mouse	mouse
etri_05496	MYOD1	SMTNL1	4654	219537	17927	68678	21352594	TRRUST	unknown	mouse	mouse
etri_05497	MYOG	ART1	4656	417	17928	11870	18939989	TRRUST	activation	mouse	mouse
etri_05498	MYOG	BARX2	4656	8538	17928	12023	12486129	TRRUST	unknown	mouse	mouse
etri_05499	MYOG	CCND3	4656	896	17928	12445	12105204	TRRUST	activation	mouse	mouse
etri_05500	MYOG	CDKN1A	4656	1026	17928	12575	12105204	TRRUST	activation	mouse	mouse
etri_05501	MYOG	CKM	4656	1158	17928	12715	1847137	ORegAnno_LC	unknown	mouse	mouse
etri_05501	MYOG	CKM	4656	1158	17928	12715	1847137	TFe	unknown	mouse	mouse
etri_05501	MYOG	CKM	4656	1158	17928	12715	2163343	ORegAnno_LC	unknown	mouse	mouse
tri_0752	MYOG	DES	4656	1674	17928	13346	8062833	TRRUST	activation	mouse	mouse
etri_05503	MYOG	ITGA7	4656	3679	17928	16404	8798472	TRRUST	activation	mouse	mouse
etri_05504	MYOG	MYEF2	4656	50804	17928	17876	1656214	TRRUST	activation	mouse	mouse
etri_05505	MYOG	MYF6	4656	4618	17928	17878	7852366	ORegAnno_LC	unknown	mouse	mouse
etri_05505	MYOG	MYF6	4656	4618	17928	17878	7852366	TFe	unknown	mouse	mouse
etri_05505	MYOG	MYF6	4656	4618	17928	17878	7852366	TRRUST	activation	mouse	mouse
etri_05506	MYOG	MYL1	4656	4632	17928	17901	1658001	TRRUST	activation	mouse	mouse
etri_05507	MYOG	MYOD1	4656	4654	17928	17927	20978076	TRRUST	activation	mouse	mouse
etri_05508	MYOG	MYOG	4656	4656	17928	17928	1324403	ORegAnno_LC	unknown	mouse	mouse
etri_05508	MYOG	MYOG	4656	4656	17928	17928	839150	TFe	unknown	mouse	mouse
etri_05509	MYOG	PAX7	4656	5081	17928	18509	22328527	TRRUST	repression	mouse	mouse
etri_05510	MYOG	RB1	4656	5925	17928	19645	12105204	TRRUST	activation	mouse	mouse
etri_05511	MYOG	TP73	4656	7161	17928	22062	16007124	TRRUST	activation	mouse	mouse
etri_05512	MYOG	MYH7B	4656	57644	17928	668940	22638570	TRRUST	unknown	mouse	mouse
etri_05513	NAB1	ALAS1	4664	211	17936	11655	21044876	InnateDB	unknown	mouse	mouse
etri_05514	NAB1	EGR1	4664	1958	17936	13653	7624335	TRRUST	repression	mouse	mouse
etri_05515	NAB1	EGR2	4664	1959	17936	13654	7624335	TRRUST	repression	mouse	mouse
etri_05516	NAB1	IFNGR1	4664	3459	17936	15979	23935197	TRRUST	unknown	mouse	mouse
etri_05517	NAB1	LHB	4664	3972	17936	16866	10319325	TRRUST	repression	mouse	mouse
etri_05518	NAB2	ALAS1	4665	211	17937	11655	21044876	InnateDB	unknown	mouse	mouse
etri_05519	NAB2	EGR2	4665	1959	17937	13654	22842221	TRRUST	repression	mouse	mouse
etri_05520	NAB2	ID2	4665	3398	17937	15902	18456662	TRRUST	unknown	mouse	mouse
etri_05521	NAB2	ID4	4665	3400	17937	15904	18456662	TRRUST	unknown	mouse	mouse
etri_05522	NAB2	TNFSF10	4665	8743	17937	22035	22128144	TRRUST	repression	mouse	mouse
etri_05523	NCOA1	PSAT1	8648	29968	17977	107272	15923603	TRRUST	unknown	mouse	mouse
etri_05524	NCOA1	ADIPOQ	8648	9370	17977	11450	18584035	TRRUST	unknown	mouse	mouse
etri_05525	NCOA1	AR	8648	367	17977	11835	23145053	TRRUST	unknown	mouse	mouse
etri_05526	NCOA1	CDKN1A	8648	1026	17977	12575	10817756	TRRUST	activation	mouse	mouse
etri_05527	NCOA1	ESR1	8648	2099	17977	13982	17446438	TRRUST	activation	mouse	mouse
etri_05528	NCOA1	GATA4	8648	2626	17977	14463	25101666	TRRUST	unknown	mouse	mouse
etri_05529	NCOA1	ITGA5	8648	3678	17977	16402	21343398	TRRUST	activation	mouse	mouse
etri_05530	NCOA1	MEF2C	8648	4208	17977	17260	10817756	TRRUST	activation	mouse	mouse
etri_05530	NCOA1	MEF2C	8648	4208	17977	17260	24750843	TRRUST	unknown	mouse	mouse
etri_05531	NCOA1	NFKBIA	8648	4792	17977	18035	15811852	TRRUST	activation	mouse	mouse
etri_05532	NCOA1	TWIST1	8648	7291	17977	22160	19383905	TRRUST	activation	mouse	mouse
etri_05533	NCOA1	Usp17le	8648	625530	17977	625530	24695638	TRRUST	activation	mouse	mouse
etri_05534	NCOA2	ADIPOQ	10499	9370	17978	11450	18584035	TRRUST	unknown	mouse	mouse
etri_00286	NCOA2	AR	10499	367	17978	11835	15983373	TRRUST	activation	mouse	mouse
etri_00286	NCOA2	AR	10499	367	17978	11835	23145053	TRRUST	unknown	mouse	mouse
etri_05535	NCOA2	G6PC	10499	2538	17978	14377	19039140	TRRUST	activation	mouse	mouse
etri_05536	NCOA2	NFKBIA	10499	4792	17978	18035	15811852	TRRUST	activation	mouse	mouse
etri_05537	NCOA2	Esrra	10499	26379	17978	26379	19264843	TRRUST	activation	mouse	mouse
etri_05538	NCOA3	NR0B1	8202	190	17979	11614	24115386	TRRUST	activation	mouse	mouse
etri_05539	NCOA3	CLOCK	8202	9575	17979	12753	14645221	TRRUST	unknown	mouse	mouse
etri_05540	NCOA3	IGFBP3	8202	3486	17979	16009	18212051	TRRUST	unknown	mouse	mouse
etri_05541	NCOA3	KLF4	8202	9314	17979	16600	24115386	TRRUST	activation	mouse	mouse
etri_05542	NCOA3	NFKBIA	8202	4792	17979	18035	15811852	TRRUST	activation	mouse	mouse
etri_05543	NCOA3	NPAS2	8202	4862	17979	18143	14645221	TRRUST	unknown	mouse	mouse
etri_05544	NCOA3	PPARG	8202	5468	17979	19016	17098861	TRRUST	activation	mouse	mouse
etri_05545	NCOA3	TBX3	8202	6926	17979	21386	24115386	TRRUST	activation	mouse	mouse
etri_05546	NCOA3	NANOG	8202	79923	17979	71950	24115386	TRRUST	activation	mouse	mouse
etri_05547	NDN	CDK1	4692	983	17984	12534	24392139	TRRUST	unknown	mouse	mouse
etri_05548	NDN	CDKN2A	4692	1029	17984	12578	24392139	TRRUST	unknown	mouse	mouse
etri_05549	NDN	DLX2	4692	1746	17984	13392	16707790	TRRUST	unknown	mouse	mouse
tri_0758	NDN	MYC	4692	4609	17984	17869	11470523	TRRUST	repression	mouse	mouse
etri_05551	NEUROD1	GCK	4760	2645	18012	103988	12540614	TFe	unknown	mouse	mouse
etri_05552	NEUROD1	RND2	4760	8153	18012	11858	23180754	TRRUST	activation	mouse	mouse
etri_05553	NEUROD1	ATOH1	4760	474	18012	11921	20661473	TRRUST	activation	mouse	mouse
tri_0768	NEUROD1	G6PC2	4760	57818	18012	14378	12540293	TRRUST	unknown	mouse	mouse
tri_0768	NEUROD1	G6PC2	4760	57818	18012	14378	18753309	TRRUST	unknown	mouse	mouse
tri_0761	NEUROD1	INS	4760	3630	18012	16334	16461554	TRRUST	unknown	mouse	mouse
tri_0761	NEUROD1	INS	4760	3630	18012	16334	7774807	TFe	unknown	mouse	mouse
tri_0765	NEUROD1	NNAT	4760	4826	18012	18111	15793245	TFe	unknown	mouse	mouse
tri_0765	NEUROD1	NNAT	4760	4826	18012	18111	15793245	TRRUST	unknown	mouse	mouse
tri_0767	NEUROD1	PAX6	4760	5080	18012	18508	12962539	TFe	unknown	mouse	mouse
tri_0767	NEUROD1	PAX6	4760	5080	18012	18508	12962539	TRRUST	activation	mouse	mouse
tri_0763	NEUROD1	PDX1	4760	3651	18012	18609	20448145	TRRUST	unknown	mouse	mouse
tri_0763	NEUROD1	PDX1	4760	3651	18012	18609	9111329	TFe	unknown	mouse	mouse
tri_0759	NEUROD1	Sct	4760	20287	18012	20287	17875929	TRRUST	activation	mouse	mouse
tri_0759	NEUROD1	Sct	4760	20287	18012	20287	9108015	TFe	unknown	mouse	mouse
tri_0771	NEUROD1	ST18	4760	9705	18012	240690	23236509	TRRUST	unknown	mouse	mouse
etri_05561	NEUROD1	MGAT5B	4760	146664	18012	268510	21771782	TRRUST	activation	mouse	mouse
tri_0767	NEUROD1	PAX6	4760	5080	18012	5080	12962539	TFe	unknown	mouse	human
tri_0762	NEUROD1	INSM1	4760	3642	18012	53626	12890672	TFe	unknown	mouse	mouse
tri_0770	NEUROD1	INSM2	4760	84684	18012	56856	21343251	TRRUST	activation	mouse	mouse
etri_05564	NEUROD2	CDK5R1	4761	8851	18013	12569	26341353	InnateDB	unknown	mouse	mouse
etri_05565	NEUROD2	CUX1	4761	1523	18013	13047	26341353	InnateDB	unknown	mouse	mouse
etri_05566	NEUROD2	LRP8	4761	7804	18013	16975	26341353	InnateDB	unknown	mouse	mouse
etri_05567	NEUROD2	STAB2	4761	55576	18013	192188	26341353	InnateDB	unknown	mouse	mouse
etri_05568	NEUROD2	FEZF2	4761	55079	18013	54713	26341353	InnateDB	unknown	mouse	mouse
etri_05569	NEUROD2	BCL11B	4761	64919	18013	58208	26341353	InnateDB	unknown	mouse	mouse
etri_05570	NEUROG1	ATOH1	4762	474	18014	11921	20661473	TRRUST	activation	mouse	mouse
etri_05571	NEUROG1	DLL3	4762	10683	18014	13389	19389376	TRRUST	unknown	mouse	mouse
etri_05572	NF1	ADAM8	4763	101	18015	11501	18287572	TRRUST	unknown	mouse	mouse
etri_05573	NF1	Mt1	4763	17748	18015	17748	18230604	TRRUST	activation	mouse	mouse
etri_05574	NF1	FAM89B	4763	23625	18015	17826	12554659	TRRUST	unknown	mouse	mouse
etri_05575	NFATC1	AQP2	4772	359	18018	11827	17166937	InnateDB	unknown	mouse	mouse
etri_05575	NFATC1	AQP2	4772	359	18018	11827	17166937	TRRUST	unknown	mouse	mouse
etri_05576	NFATC1	BMP7	4772	655	18018	12162	20375015	TRRUST	unknown	mouse	mouse
etri_05577	NFATC1	CR2	4772	1380	18018	12902	17513763	InnateDB	unknown	mouse	mouse
etri_05578	NFATC1	CSF2	4772	1437	18018	12981	17283044	TRRUST	activation	mouse	mouse
etri_05579	NFATC1	CX3CR1	4772	1524	18018	13051	15347678	TRRUST	unknown	mouse	mouse
etri_05580	NFATC1	FCER2	4772	2208	18018	14128	17513763	InnateDB	unknown	mouse	mouse
etri_05581	NFATC1	IFNG	4772	3458	18018	15978	18962896	InnateDB	unknown	mouse	mouse
etri_05582	NFATC1	IGF1	4772	3479	18018	16000	17303652	InnateDB	unknown	mouse	mouse
etri_05583	NFATC1	IL10	4772	3586	18018	16153	18962896	InnateDB	unknown	mouse	mouse
etri_05584	NFATC1	IL12B	4772	3593	18018	16160	12876285	InnateDB	unknown	mouse	mouse
etri_05584	NFATC1	IL12B	4772	3593	18018	16160	12876285	TFe	unknown	mouse	mouse
etri_05584	NFATC1	IL12B	4772	3593	18018	16160	19893639	TRRUST	unknown	mouse	mouse
etri_05585	NFATC1	IL13	4772	3596	18018	16163	15229217	InnateDB	unknown	mouse	mouse
etri_05586	NFATC1	IL2	4772	3558	18018	16183	10656874	TRRUST	activation	mouse	mouse
etri_05586	NFATC1	IL2	4772	3558	18018	16183	17513763	InnateDB	unknown	mouse	mouse
etri_05587	NFATC1	IL2RA	4772	3559	18018	16184	9763616	TRRUST	unknown	mouse	mouse
etri_05588	NFATC1	IL4	4772	3565	18018	16189	15539155	InnateDB	unknown	mouse	mouse
etri_05588	NFATC1	IL4	4772	3565	18018	16189	18962896	InnateDB	unknown	mouse	mouse
etri_05588	NFATC1	IL4	4772	3565	18018	16189	21454593	TRRUST	activation	mouse	mouse
etri_05589	NFATC1	ITGB3	4772	3690	18018	16416	18288635	TRRUST	unknown	mouse	mouse
etri_05590	NFATC1	NFATC1	4772	4772	18018	18018	16275763	TFe	unknown	mouse	mouse
etri_05591	NFATC1	PDCD1	4772	5133	18018	18566	18802087	InnateDB	unknown	mouse	mouse
etri_05592	NFATC1	FOXP3	4772	50943	18018	20371	18157133	TRRUST	activation	mouse	mouse
etri_05592	NFATC1	FOXP3	4772	50943	18018	20371	18842300	TRRUST	unknown	mouse	mouse
etri_05592	NFATC1	FOXP3	4772	50943	18018	20371	22991461	InnateDB	unknown	mouse	mouse
etri_05593	NFATC1	OSCAR	4772	126014	18018	232790	16109714	TFe	unknown	mouse	mouse
etri_05593	NFATC1	OSCAR	4772	126014	18018	232790	16109714	TRRUST	activation	mouse	mouse
etri_05586	NFATC1	IL2	4772	3558	18018	3558	19718038	InnateDB	unknown	mouse	human
etri_05594	NFATC1	DCSTAMP	4772	81501	18018	75766	17402846	TRRUST	unknown	mouse	mouse
etri_05595	NFATC1	B3GAT1	4772	27087	18018	76898	19147493	TRRUST	repression	mouse	mouse
etri_05596	NFATC1	PAG1	4772	55824	18018	94212	19874196	TRRUST	repression	mouse	mouse
etri_05597	NFATC2	ABCA1	4773	19	18019	11303	19752193	InnateDB	unknown	mouse	mouse
etri_05598	NFATC2	Acp5	4773	11433	18019	11433	15314684	TRRUST	activation	mouse	mouse
etri_05599	NFATC2	BCL2A1	4773	597	18019	12044	18182578	TRRUST	activation	mouse	mouse
etri_05600	NFATC2	CCNA2	4773	890	18019	12428	17637565	TRRUST	repression	mouse	mouse
etri_05601	NFATC2	CCR9	4773	10803	18019	12769	21148038	TRRUST	unknown	mouse	mouse
etri_05602	NFATC2	CR2	4773	1380	18019	12902	17513763	InnateDB	unknown	mouse	mouse
etri_05603	NFATC2	CSF2	4773	1437	18019	12981	8668213	TRRUST	unknown	mouse	mouse
etri_05604	NFATC2	CX3CR1	4773	1524	18019	13051	15347678	TRRUST	unknown	mouse	mouse
etri_05605	NFATC2	EGR3	4773	1960	18019	13655	10755616	TRRUST	activation	mouse	mouse
etri_05606	NFATC2	IFNG	4773	3458	18019	15978	10894164	TRRUST	unknown	mouse	mouse
etri_05606	NFATC2	IFNG	4773	3458	18019	15978	11520798	TRRUST	activation	mouse	mouse
etri_05606	NFATC2	IFNG	4773	3458	18019	15978	15684054	InnateDB	unknown	mouse	mouse
etri_05607	NFATC2	IL10	4773	3586	18019	16153	18962896	InnateDB	unknown	mouse	mouse
etri_05607	NFATC2	IL10	4773	3586	18019	16153	18962896	TRRUST	activation	mouse	mouse
etri_05608	NFATC2	IL12B	4773	3593	18019	16160	12876285	InnateDB	unknown	mouse	mouse
etri_05608	NFATC2	IL12B	4773	3593	18019	16160	12876285	TRRUST	activation	mouse	mouse
etri_05609	NFATC2	IL13	4773	3596	18019	16163	15229217	InnateDB	unknown	mouse	mouse
etri_05609	NFATC2	IL13	4773	3596	18019	16163	15229217	TRRUST	unknown	mouse	mouse
etri_05610	NFATC2	IL2	4773	3558	18019	16183	16168555	TRRUST	unknown	mouse	mouse
etri_05610	NFATC2	IL2	4773	3558	18019	16183	17513763	InnateDB	unknown	mouse	mouse
etri_05610	NFATC2	IL2	4773	3558	18019	16183	7961754	TFe	unknown	mouse	mouse
etri_05610	NFATC2	IL2	4773	3558	18019	16183	8668213	TRRUST	unknown	mouse	mouse
etri_05610	NFATC2	IL2	4773	3558	18019	16183	9547358	TRRUST	unknown	mouse	mouse
etri_05611	NFATC2	IL2RA	4773	3559	18019	16184	9763616	TRRUST	unknown	mouse	mouse
etri_05612	NFATC2	IL4	4773	3565	18019	16189	10894164	TFe	unknown	mouse	mouse
etri_05612	NFATC2	IL4	4773	3565	18019	16189	10894164	TRRUST	unknown	mouse	mouse
etri_05612	NFATC2	IL4	4773	3565	18019	16189	11956291	TRRUST	activation	mouse	mouse
etri_05612	NFATC2	IL4	4773	3565	18019	16189	15516924	InnateDB	unknown	mouse	mouse
etri_05612	NFATC2	IL4	4773	3565	18019	16189	15539155	InnateDB	unknown	mouse	mouse
etri_05612	NFATC2	IL4	4773	3565	18019	16189	15684054	InnateDB	unknown	mouse	mouse
etri_05612	NFATC2	IL4	4773	3565	18019	16189	25037220	TRRUST	unknown	mouse	mouse
etri_05612	NFATC2	IL4	4773	3565	18019	16189	8668213	TRRUST	unknown	mouse	mouse
etri_05612	NFATC2	IL4	4773	3565	18019	16189	9200436	TRRUST	activation	mouse	mouse
etri_05613	NFATC2	IL9	4773	3578	18019	16198	22427656	TRRUST	unknown	mouse	mouse
etri_05614	NFATC2	NFATC1	4773	4772	18019	18018	16275763	TFe	unknown	mouse	mouse
etri_05614	NFATC2	NFATC1	4773	4772	18019	18018	16275763	TRRUST	unknown	mouse	mouse
etri_05615	NFATC2	NFATC2	4773	4773	18019	18019	16275763	TFe	unknown	mouse	mouse
etri_05616	NFATC2	TNF	4773	7124	18019	21926	8668213	TRRUST	unknown	mouse	mouse
etri_05617	NFATC2	BACE1	4773	23621	18019	23821	18081741	TRRUST	activation	mouse	mouse
etri_05618	NFATC2	ICOS	4773	29851	18019	54167	16880206	TFe	unknown	mouse	mouse
etri_05618	NFATC2	ICOS	4773	29851	18019	54167	17986443	TRRUST	unknown	mouse	mouse
etri_05619	NFATC2	IL21	4773	59067	18019	60505	15684054	InnateDB	unknown	mouse	mouse
etri_05619	NFATC2	IL21	4773	59067	18019	60505	15684054	TFe	unknown	mouse	mouse
etri_05619	NFATC2	IL21	4773	59067	18019	60505	15684054	TRRUST	activation	mouse	mouse
etri_05620	NFATC2	Il31	4773	76399	18019	76399	25595785	TRRUST	activation	mouse	mouse
etri_05621	NFATC2IP	IL2	84901	3558	18020	16183	9547358	TRRUST	unknown	mouse	mouse
tri_0774	NFATC3	CR2	4775	1380	18021	12902	11907091	InnateDB	unknown	mouse	mouse
tri_0774	NFATC3	CR2	4775	1380	18021	12902	17513763	InnateDB	unknown	mouse	mouse
tri_0775	NFATC3	FCER2	4775	2208	18021	14128	17513763	InnateDB	unknown	mouse	mouse
etri_05624	NFATC3	FOXA1	4775	3169	18021	15375	16998587	InnateDB	unknown	mouse	mouse
etri_05625	NFATC3	IGF1	4775	3479	18021	16000	17303652	InnateDB	unknown	mouse	mouse
etri_05626	NFATC3	IL2	4775	3558	18021	16183	17513763	InnateDB	unknown	mouse	mouse
etri_05626	NFATC3	IL2	4775	3558	18021	16183	7739550	TRRUST	activation	mouse	mouse
etri_05627	NFATC3	SFTPB	4775	6439	18021	20388	16998587	InnateDB	unknown	mouse	mouse
etri_05628	NFATC3	SPP1	4775	6696	18021	20750	19955386	InnateDB	unknown	mouse	mouse
etri_05629	NFATC3	TNFSF11	4775	8600	18021	21943	21514407	InnateDB	unknown	mouse	mouse
etri_05630	NFATC3	MAPK14	4775	1432	18021	26416	19592461	InnateDB	unknown	mouse	mouse
etri_05631	NFATC3	ABCA3	4775	21	18021	27410	16998587	InnateDB	unknown	mouse	mouse
etri_05631	NFATC3	ABCA3	4775	21	18021	27410	17890326	TFactS	activation	mouse	mouse
etri_05632	NFATC3	Mir23a	4775	387216	18021	387216	23929433	TRRUST	activation	mouse	mouse
etri_05633	NFATC3	B3GAT1	4775	27087	18021	76898	19147493	TRRUST	repression	mouse	mouse
etri_05634	NFE2	HBB	4778	3043	18022	100503605	20236933	TRRUST	unknown	mouse	mouse
etri_05634	NFE2	HBB	4778	3043	18022	101488143	19966288	InnateDB	unknown	mouse	mouse
etri_05635	NFE2	GCM2	4778	9247	18022	107889	22174410	TRRUST	unknown	mouse	mouse
etri_05636	NFE2	ALAS2	4778	212	18022	11656	19966288	InnateDB	unknown	mouse	mouse
etri_05637	NFE2	EPB42	4778	2038	18022	13828	10395794	TRRUST	unknown	mouse	mouse
etri_05638	NFE2	Hbb	4778	15127	18022	15127	10891470	TRRUST	activation	mouse	mouse
etri_05638	NFE2	Hbb	4778	15127	18022	15127	14597626	TRRUST	unknown	mouse	mouse
etri_05638	NFE2	Hbb	4778	15127	18022	15127	20236933	TRRUST	unknown	mouse	mouse
etri_05639	NFE2	Hbb-b1	4778	15129	18022	15129	12672691	TRRUST	unknown	mouse	mouse
etri_05639	NFE2	Hbb-b1	4778	15129	18022	15129	17428799	TRRUST	unknown	mouse	mouse
etri_05639	NFE2	Hbb-b1	4778	15129	18022	15129	18308612	TRRUST	unknown	mouse	mouse
etri_05640	NFE2	HBG2	4778	3048	18022	15135	21454523	ENdb	unknown	mouse	mouse
etri_05641	NFE2	HMBS	4778	3145	18022	15288	2771941	TRRUST	unknown	mouse	mouse
etri_05642	NFE2	IL2	4778	3558	18022	16183	10574923	TRRUST	unknown	mouse	mouse
etri_05643	NFE2	TNF	4778	7124	18022	21926	9826775	TRRUST	unknown	mouse	mouse
etri_05644	NFE2	TYMS	4778	7298	18022	22171	8920981	TRRUST	unknown	mouse	mouse
etri_05645	NFE2	ABCC6	4778	368	18022	27421	21281810	TRRUST	repression	mouse	mouse
etri_05646	NFE2L2	AKR1B1	4780	231	18024	11677	15655294	TRRUST	unknown	mouse	mouse
etri_05647	NFE2L2	AREG	4780	374	18024	11839	24921206	TRRUST	activation	mouse	mouse
etri_05648	NFE2L2	BCL2	4780	596	18024	12043	22275372	TRRUST	activation	mouse	mouse
etri_05649	NFE2L2	BGLAP	4780	632	18024	12095	24521946	TRRUST	repression	mouse	mouse
etri_05649	NFE2L2	BGLAP	4780	632	18024	12096	16613847	TRRUST	unknown	mouse	mouse
etri_05650	NFE2L2	RUNX2	4780	860	18024	12393	24521946	TRRUST	repression	mouse	mouse
etri_05651	NFE2L2	CD36	4780	948	18024	12491	18514070	TRRUST	activation	mouse	mouse
etri_05651	NFE2L2	CD36	4780	948	18024	12491	18585365	TRRUST	activation	mouse	mouse
etri_05652	NFE2L2	CDKN2C	4780	1031	18024	12580	22504641	TRRUST	unknown	mouse	mouse
etri_05653	NFE2L2	CEBPB	4780	1051	18024	12608	22138520	TRRUST	activation	mouse	mouse
etri_05654	NFE2L2	ABCC2	4780	1244	18024	12780	17668877	TRRUST	unknown	mouse	mouse
etri_05655	NFE2L2	COX17	4780	10063	18024	12856	11997103	TRRUST	activation	mouse	mouse
etri_05656	NFE2L2	CYP2A6	4780	1548	18024	13087	17303623	TRRUST	activation	mouse	mouse
etri_05657	NFE2L2	CYP2A7	4780	1549	18024	13087	17303623	TRRUST	activation	mouse	mouse
etri_05658	NFE2L2	CYP2A13	4780	1553	18024	13087	17303623	TRRUST	activation	mouse	mouse
etri_05656	NFE2L2	CYP2A6	4780	1548	18024	13087	20402460	TRRUST	activation	mouse	mouse
etri_05657	NFE2L2	CYP2A7	4780	1549	18024	13087	20402460	TRRUST	activation	mouse	mouse
etri_05658	NFE2L2	CYP2A13	4780	1553	18024	13087	20402460	TRRUST	activation	mouse	mouse
etri_05656	NFE2L2	CYP2A6	4780	1548	18024	13087	20887713	TRRUST	activation	mouse	mouse
etri_05657	NFE2L2	CYP2A7	4780	1549	18024	13087	20887713	TRRUST	activation	mouse	mouse
etri_05658	NFE2L2	CYP2A13	4780	1553	18024	13087	20887713	TRRUST	activation	mouse	mouse
etri_05656	NFE2L2	CYP2A6	4780	1548	18024	13087	22497566	TRRUST	unknown	mouse	mouse
etri_05657	NFE2L2	CYP2A7	4780	1549	18024	13087	22497566	TRRUST	unknown	mouse	mouse
etri_05658	NFE2L2	CYP2A13	4780	1553	18024	13087	22497566	TRRUST	unknown	mouse	mouse
etri_05656	NFE2L2	CYP2A6	4780	1548	18024	13087	22859313	TRRUST	activation	mouse	mouse
etri_05657	NFE2L2	CYP2A7	4780	1549	18024	13087	22859313	TRRUST	activation	mouse	mouse
etri_05658	NFE2L2	CYP2A13	4780	1553	18024	13087	22859313	TRRUST	activation	mouse	mouse
etri_05659	NFE2L2	FAS	4780	355	18024	14102	15086909	TRRUST	activation	mouse	mouse
etri_05660	NFE2L2	FMO3	4780	2328	18024	14262	25193093	TRRUST	activation	mouse	mouse
etri_05661	NFE2L2	FOS	4780	2353	18024	14281	24521946	TRRUST	repression	mouse	mouse
etri_05662	NFE2L2	GCLC	4780	2729	18024	14629	18445702	TRRUST	activation	mouse	mouse
etri_05663	NFE2L2	GRIA1	4780	2890	18024	14799	25245478	InnateDB	unknown	mouse	mouse
etri_05664	NFE2L2	GRIA2	4780	2891	18024	14800	25245478	InnateDB	unknown	mouse	mouse
etri_05665	NFE2L2	GSTA5	4780	221357	18024	14857	19474220	TRRUST	activation	mouse	mouse
etri_05665	NFE2L2	GSTA5	4780	221357	18024	14858	15870285	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	12006176	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	12441344	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	14752028	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	16181113	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	17535857	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	19056485	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	19227148	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	19454702	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	19674192	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	20074672	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	20402460	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	21216973	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	21367956	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	22226832	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	22312014	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	22564506	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	22670665	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	23036869	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	23045680	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	23209658	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	23395777	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	23566812	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	23933405	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	24219867	TRRUST	activation	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	24337631	TRRUST	unknown	mouse	mouse
etri_05666	NFE2L2	HMOX1	4780	3162	18024	15368	24474616	TRRUST	unknown	mouse	mouse
tri_0782	NFE2L2	IL10	4780	3586	18024	16153	21454555	TRRUST	activation	mouse	mouse
tri_0781	NFE2L2	IL1RN	4780	3557	18024	16181	21454555	TRRUST	unknown	mouse	mouse
etri_05669	NFE2L2	KRT16	4780	3868	18024	16666	20926689	TRRUST	unknown	mouse	mouse
etri_05670	NFE2L2	SP7	4780	121340	18024	170574	24521946	TRRUST	repression	mouse	mouse
