TF_Symbol	TF_Entrez_ID	Species	Lambert	SFARI_Score	SFARI_Syndomic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper	N_Paper_Total
MYT1L	23040	human	TRUE	1	0	FALSE	TRUE	0	112
NKX2-6	137814	human	TRUE	0	0	TRUE	TRUE	0	31
NKX6-2	84504	human	TRUE	0	0	TRUE	TRUE	0	87
NOTO	344022	human	TRUE	0	0	TRUE	TRUE	0	2487
OLIG3	167826	human	TRUE	0	0	TRUE	TRUE	0	48
OTP	23440	human	TRUE	0	0	TRUE	TRUE	0	465
PHF21A	51317	human	TRUE	1	0	FALSE	TRUE	0	28
POU6F1	5463	human	TRUE	0	0	TRUE	TRUE	0	34
PRR12	57479	human	TRUE	0	1	FALSE	TRUE	0	10
RFX8	731220	human	TRUE	0	0	TRUE	TRUE	0	1
RHOXF1	158800	human	TRUE	3	0	FALSE	TRUE	0	9
SKOR2	652991	human	TRUE	0	0	TRUE	TRUE	0	12
TAL2	6887	human	TRUE	0	0	TRUE	TRUE	0	45
VAX1	11023	human	TRUE	0	0	TRUE	TRUE	0	79
ZIC4	84107	human	TRUE	0	0	TRUE	TRUE	0	81
ZIC5	85416	human	TRUE	0	0	TRUE	TRUE	0	46
ZNF18	7566	human	TRUE	3	0	FALSE	TRUE	0	5
ZNF292	23036	human	TRUE	1	0	FALSE	TRUE	0	21
ZNF365	22891	human	TRUE	0	0	TRUE	TRUE	0	61
ZNF385B	151126	human	TRUE	3	0	FALSE	TRUE	0	13
ZNF430	80264	human	TRUE	0	0	TRUE	TRUE	0	NA
ZNF462	58499	human	TRUE	1	0	FALSE	TRUE	0	12
ZNF517	340385	human	TRUE	3	0	FALSE	TRUE	0	3
ZNF548	147694	human	TRUE	3	0	FALSE	TRUE	0	NA
ZNF559	84527	human	TRUE	3	0	FALSE	TRUE	0	1
ZNF626	199777	human	TRUE	3	0	FALSE	TRUE	0	1
ZNF713	349075	human	TRUE	3	0	FALSE	TRUE	0	2
ZNF774	342132	human	TRUE	3	0	FALSE	TRUE	0	2
ZNF804A	91752	human	TRUE	2	0	FALSE	TRUE	0	190
ZNF827	152485	human	TRUE	3	0	FALSE	TRUE	0	9
SP1	6667	human	TRUE	0	0	FALSE	FALSE	1720	NA
RELA	5970	human	TRUE	0	0	FALSE	FALSE	1293	9789
NFKB1	4790	human	TRUE	0	0	FALSE	FALSE	1169	1364
JUN	3725	human	TRUE	0	0	FALSE	FALSE	550	NA
STAT1	6772	human	TRUE	0	0	FALSE	FALSE	436	9252
SP3	6670	human	TRUE	0	0	FALSE	FALSE	398	3642
CAMP	820	human	FALSE	0	0	FALSE	FALSE	364	NA
EGR1	1958	human	TRUE	0	0	FALSE	FALSE	307	4055
CEBPB	1051	human	TRUE	0	0	FALSE	FALSE	260	675
YY1	7528	human	FALSE	0	0	FALSE	FALSE	251	1650
IRF1	3659	human	TRUE	0	0	FALSE	FALSE	235	1780
REL	5966	human	TRUE	0	0	FALSE	FALSE	211	4912
SMAD3	4088	human	TRUE	0	0	FALSE	FALSE	208	7014
SPI1	6688	human	TRUE	0	0	FALSE	FALSE	208	542
FOS	2353	human	TRUE	0	0	FALSE	FALSE	201	NA
NFE2L2	4780	human	TRUE	0	0	FALSE	FALSE	199	6806
HNF4A	3172	human	TRUE	0	0	FALSE	FALSE	196	1428
MAX	4149	human	TRUE	0	0	FALSE	FALSE	194	NA
GATA1	2623	human	TRUE	0	0	FALSE	FALSE	193	1951
RUNX2	860	human	TRUE	0	0	FALSE	FALSE	186	7508
FOXO1	2308	human	TRUE	0	0	FALSE	FALSE	173	4797
USF1	7391	human	TRUE	0	0	FALSE	FALSE	169	629
ESR1	2099	human	TRUE	0	0	FALSE	FALSE	167	2972
MYB	4602	human	TRUE	0	0	FALSE	FALSE	164	6895
CEBPA	1050	human	TRUE	0	0	FALSE	FALSE	159	1390
PPARG	5468	human	TRUE	0	0	FALSE	FALSE	159	1763
NFKBIA	4792	human	FALSE	0	0	FALSE	FALSE	151	4083
AHR	196	human	TRUE	0	0	FALSE	FALSE	149	NA
IRF3	3661	human	TRUE	0	0	FALSE	FALSE	141	2659
ARNT	405	human	TRUE	0	0	FALSE	FALSE	139	2325
FOXA1	3169	human	TRUE	0	0	FALSE	FALSE	137	1143
POU5F1	5460	human	TRUE	0	0	FALSE	FALSE	132	3423
CDKN1A	1026	human	FALSE	0	0	FALSE	FALSE	127	NA
KLF4	9314	human	TRUE	0	0	FALSE	FALSE	126	3296
GATA3	2625	human	TRUE	0	0	FALSE	FALSE	125	3352
STAT6	6778	human	TRUE	0	0	FALSE	FALSE	124	3254
NANOG	79923	human	TRUE	0	0	FALSE	FALSE	121	5688
SIRT1	23411	human	FALSE	0	0	FALSE	FALSE	117	8850
POU2F1	5451	human	TRUE	0	0	FALSE	FALSE	115	692
CLOCK	9575	human	TRUE	0	0	FALSE	FALSE	113	NA
SREBF1	6720	human	TRUE	0	0	FALSE	FALSE	112	2015
HNF1A	6927	human	TRUE	0	0	FALSE	FALSE	110	1681
STAT5A	6776	human	TRUE	0	0	FALSE	FALSE	110	1258
JUND	3727	human	TRUE	0	0	FALSE	FALSE	109	1126
TBP	6908	human	TRUE	0	0	FALSE	FALSE	105	4223
GATA4	2626	human	TRUE	0	0	FALSE	FALSE	104	2423
TCF3	6929	human	TRUE	0	0	FALSE	FALSE	103	747
BRCA1	672	human	FALSE	0	0	FALSE	FALSE	102	NA
REST	5978	human	TRUE	0	0	FALSE	FALSE	102	NA
NFATC1	4772	human	TRUE	0	0	FALSE	FALSE	101	2258
SMAD2	4087	human	FALSE	0	0	FALSE	FALSE	101	7314
ATF2	1386	human	TRUE	0	0	FALSE	FALSE	99	1146
NFATC2	4773	human	TRUE	0	0	FALSE	FALSE	98	566
USF2	7392	human	TRUE	0	0	FALSE	FALSE	96	294
HSF1	3297	human	TRUE	0	0	FALSE	FALSE	94	2011
CDX2	1045	human	TRUE	0	0	FALSE	FALSE	93	2517
NR5A1	2516	human	TRUE	0	0	FALSE	FALSE	92	757
SNAI1	6615	human	TRUE	0	0	FALSE	FALSE	92	1885
HDAC3	8841	human	FALSE	0	0	FALSE	FALSE	91	1331
RXRA	6256	human	TRUE	0	0	FALSE	FALSE	90	271
MYOD1	4654	human	TRUE	0	0	FALSE	FALSE	89	1330
PPARA	5465	human	TRUE	0	0	FALSE	FALSE	89	699
IRF8	3394	human	TRUE	0	0	FALSE	FALSE	88	614
WT1	7490	human	TRUE	0	0	FALSE	FALSE	87	4682
E2F4	1874	human	TRUE	0	0	FALSE	FALSE	86	642
NR3C1	2908	human	TRUE	0	0	FALSE	FALSE	86	961
FOXM1	2305	human	TRUE	0	0	FALSE	FALSE	84	1553
DNMT1	1786	human	TRUE	0	0	FALSE	FALSE	82	3721
TWIST1	7291	human	TRUE	0	0	FALSE	FALSE	81	2062
ATF4	468	human	TRUE	0	0	FALSE	FALSE	80	2550
JUNB	3726	human	TRUE	0	0	FALSE	FALSE	79	1617
MITF	4286	human	TRUE	0	0	FALSE	FALSE	79	2644
IRF4	3662	human	TRUE	0	0	FALSE	FALSE	75	1183
MYCN	4613	human	TRUE	0	0	FALSE	FALSE	74	2583
EGF	1950	human	FALSE	0	0	FALSE	FALSE	73	NA
ETS2	2114	human	TRUE	0	0	FALSE	FALSE	72	571
IRF2	3660	human	TRUE	0	0	FALSE	FALSE	71	395
STAT5B	6777	human	TRUE	0	0	FALSE	FALSE	71	1141
RB1	5925	human	FALSE	0	0	FALSE	FALSE	69	4630
NFYA	4800	human	TRUE	0	0	FALSE	FALSE	67	138
PARP1	142	human	FALSE	0	0	FALSE	FALSE	64	4012
SREBF2	6721	human	TRUE	0	0	FALSE	FALSE	64	711
E2F3	1871	human	TRUE	0	0	FALSE	FALSE	62	609
ELK1	2002	human	TRUE	0	0	FALSE	FALSE	62	958
FLI1	2313	human	TRUE	0	0	FALSE	FALSE	62	1277
IRF7	3665	human	TRUE	0	0	FALSE	FALSE	62	1238
NKX2-5	1482	human	TRUE	0	0	FALSE	FALSE	61	1707
IKBKB	3551	human	FALSE	0	0	FALSE	FALSE	59	1553
MAF	4094	human	TRUE	0	0	FALSE	FALSE	59	3910
STAT2	6773	human	TRUE	0	0	FALSE	FALSE	59	1190
TP63	8626	human	TRUE	0	0	FALSE	FALSE	59	1875
RELB	5971	human	TRUE	0	0	FALSE	FALSE	58	1326
TBX21	30009	human	TRUE	0	0	FALSE	FALSE	58	1624
RUNX3	864	human	TRUE	0	0	FALSE	FALSE	57	1289
ATF3	467	human	TRUE	0	0	FALSE	FALSE	56	1479
BCL6	604	human	TRUE	0	0	FALSE	FALSE	56	2303
HR	55806	human	FALSE	0	0	FALSE	FALSE	56	NA
ARNTL	406	human	TRUE	0	0	FALSE	FALSE	55	1513
CEBPD	1052	human	TRUE	0	0	FALSE	FALSE	54	348
NRF1	4899	human	TRUE	0	0	FALSE	FALSE	54	935
CREM	1390	human	TRUE	0	0	FALSE	FALSE	53	848
STAT4	6775	human	TRUE	0	0	FALSE	FALSE	53	1579
CIITA	4261	human	FALSE	0	0	FALSE	FALSE	52	937
NFIC	4782	human	TRUE	0	0	FALSE	FALSE	52	144
NR5A2	2494	human	TRUE	0	0	FALSE	FALSE	50	474
SRY	6736	human	TRUE	0	0	FALSE	FALSE	50	4269
VHL	7428	human	FALSE	0	0	FALSE	FALSE	50	4812
APC	324	human	FALSE	0	0	FALSE	FALSE	49	NA
MDM2	4193	human	FALSE	0	0	FALSE	FALSE	49	9433
ATF1	466	human	TRUE	0	0	FALSE	FALSE	48	685
E2F2	1870	human	TRUE	0	0	FALSE	FALSE	48	470
NR1I2	8856	human	TRUE	0	0	FALSE	FALSE	48	350
PML	5371	human	FALSE	0	0	FALSE	FALSE	48	6846
GATA6	2627	human	TRUE	0	0	FALSE	FALSE	47	942
PGR	5241	human	TRUE	0	0	FALSE	FALSE	47	3725
ETV4	2118	human	TRUE	0	0	FALSE	FALSE	46	297
NR1H3	10062	human	TRUE	0	0	FALSE	FALSE	46	1109
SNAI2	6591	human	TRUE	0	0	FALSE	FALSE	46	772
FOXP3	50943	human	TRUE	0	0	FALSE	FALSE	45	NA
EPAS1	2034	human	TRUE	0	0	FALSE	FALSE	44	386
NFKB2	4791	human	TRUE	0	0	FALSE	FALSE	44	341
CHUK	1147	human	FALSE	0	0	FALSE	FALSE	43	1594
DDIT3	1649	human	TRUE	0	0	FALSE	FALSE	43	2286
NR4A1	3164	human	TRUE	0	0	FALSE	FALSE	43	1201
YBX1	4904	human	TRUE	0	0	FALSE	FALSE	43	879
PRDM1	639	human	TRUE	0	0	FALSE	FALSE	42	929
MSX2	4488	human	TRUE	0	0	FALSE	FALSE	41	838
NFE2	4778	human	TRUE	0	0	FALSE	FALSE	41	401
POU2F2	5452	human	TRUE	0	0	FALSE	FALSE	41	274
KLF5	688	human	TRUE	0	0	FALSE	FALSE	40	616
KLF6	1316	human	TRUE	0	0	FALSE	FALSE	40	454
FOSL1	8061	human	TRUE	0	0	FALSE	FALSE	39	224
EBF1	1879	human	TRUE	0	0	FALSE	FALSE	38	491
IRF9	10379	human	TRUE	0	0	FALSE	FALSE	37	487
MSC	9242	human	TRUE	0	0	FALSE	FALSE	37	NA
ELF1	1997	human	TRUE	0	0	FALSE	FALSE	36	160
MEIS1	4211	human	TRUE	0	0	FALSE	FALSE	35	599
HMGA1	3159	human	TRUE	0	0	FALSE	FALSE	34	556
MBD2	8932	human	TRUE	0	0	FALSE	FALSE	34	489
MTA1	9112	human	FALSE	0	0	FALSE	FALSE	34	546
SP7	121340	human	TRUE	0	0	FALSE	FALSE	34	1237
TP73	7161	human	TRUE	0	0	FALSE	FALSE	34	340
FOSL2	2355	human	TRUE	0	0	FALSE	FALSE	33	288
GABPA	2551	human	TRUE	0	0	FALSE	FALSE	33	204
MYOG	4656	human	TRUE	0	0	FALSE	FALSE	33	1187
SMAD7	4092	human	FALSE	0	0	FALSE	FALSE	33	2339
ATF6	22926	human	TRUE	0	0	FALSE	FALSE	32	1784
BACH1	571	human	FALSE	0	0	FALSE	FALSE	32	536
NFYB	4801	human	TRUE	0	0	FALSE	FALSE	32	59
PRL	5617	human	FALSE	0	0	FALSE	FALSE	32	NA
CCND1	595	human	FALSE	0	0	FALSE	FALSE	31	5077
CYP3A4	1576	human	FALSE	0	0	FALSE	FALSE	31	NA
MEF2A	4205	human	TRUE	0	0	FALSE	FALSE	31	516
TBX5	6910	human	TRUE	0	0	FALSE	FALSE	31	804
XIAP	331	human	FALSE	0	0	FALSE	FALSE	31	3861
CD40	958	human	FALSE	0	0	FALSE	FALSE	30	NA
DNMT3B	1789	human	FALSE	0	0	FALSE	FALSE	30	1889
LMO2	4005	human	FALSE	0	0	FALSE	FALSE	30	580
NR0B2	8431	human	FALSE	0	0	FALSE	FALSE	30	112
SP2	6668	human	TRUE	0	0	FALSE	FALSE	30	3416
XBP1	7494	human	TRUE	0	0	FALSE	FALSE	30	2225
CDK9	1025	human	FALSE	0	0	FALSE	FALSE	29	1052
FOXO4	4303	human	TRUE	0	0	FALSE	FALSE	29	425
MMP9	4318	human	FALSE	0	0	FALSE	FALSE	28	9063
NCOA3	8202	human	TRUE	0	0	FALSE	FALSE	28	513
NR1H4	9971	human	TRUE	0	0	FALSE	FALSE	28	163
SATB1	6304	human	TRUE	0	0	FALSE	FALSE	28	466
CRX	1406	human	TRUE	0	0	FALSE	FALSE	27	639
EHMT2	10919	human	FALSE	0	0	FALSE	FALSE	27	375
FOSB	2354	human	TRUE	0	0	FALSE	FALSE	27	1226
KEAP1	9817	human	FALSE	0	0	FALSE	FALSE	27	3142
KLF2	10365	human	TRUE	0	0	FALSE	FALSE	27	806
MYBL2	4605	human	TRUE	0	0	FALSE	FALSE	27	355
NFAT5	10725	human	TRUE	0	0	FALSE	FALSE	27	438
NFIL3	4783	human	TRUE	0	0	FALSE	FALSE	27	260
SF1	7536	human	FALSE	0	0	FALSE	FALSE	27	1000
SP4	6671	human	TRUE	0	0	FALSE	FALSE	27	1409
ERF	2077	human	TRUE	0	0	FALSE	FALSE	26	2035
HOXA10	3206	human	TRUE	0	0	FALSE	FALSE	26	671
IRF5	3663	human	TRUE	0	0	FALSE	FALSE	26	701
CDKN2A	1029	human	FALSE	0	0	FALSE	FALSE	25	4983
GFI1	2672	human	TRUE	0	0	FALSE	FALSE	25	426
HOXA9	3205	human	FALSE	0	0	FALSE	FALSE	25	850
NFATC3	4775	human	TRUE	0	0	FALSE	FALSE	25	361
BCL3	602	human	FALSE	0	0	FALSE	FALSE	24	567
BMI1	648	human	FALSE	0	0	FALSE	FALSE	24	1775
FOXL2	668	human	TRUE	0	0	FALSE	FALSE	24	851
HGF	3082	human	FALSE	0	0	FALSE	FALSE	24	NA
HSF2	3298	human	TRUE	0	0	FALSE	FALSE	24	295
RARG	5916	human	TRUE	0	0	FALSE	FALSE	24	99
APEX1	328	human	FALSE	0	0	FALSE	FALSE	23	1298
MAZ	4150	human	TRUE	0	0	FALSE	FALSE	23	378
RFX1	5989	human	TRUE	0	0	FALSE	FALSE	23	138
SOX17	64321	human	TRUE	0	0	FALSE	FALSE	23	758
TRIM28	10155	human	FALSE	0	0	FALSE	FALSE	23	447
ARC	23237	human	FALSE	0	0	FALSE	FALSE	22	NA
CDX1	1044	human	TRUE	0	0	FALSE	FALSE	22	326
MAFA	389692	human	TRUE	0	0	FALSE	FALSE	22	660
NFYC	4802	human	TRUE	0	0	FALSE	FALSE	22	42
RBL2	5934	human	FALSE	0	0	FALSE	FALSE	22	501
TEAD1	7003	human	TRUE	0	0	FALSE	FALSE	22	327
THRB	7068	human	TRUE	0	0	FALSE	FALSE	22	381
ELF3	1999	human	TRUE	0	0	FALSE	FALSE	21	361
HMGB1	3146	human	FALSE	0	0	FALSE	FALSE	21	6971
MEF2D	4209	human	TRUE	0	0	FALSE	FALSE	21	342
MYF5	4617	human	TRUE	0	0	FALSE	FALSE	21	1159
NKX3-1	4824	human	TRUE	0	0	FALSE	FALSE	21	445
NR1I3	9970	human	TRUE	0	0	FALSE	FALSE	21	235
RAD51	5888	human	FALSE	0	0	FALSE	FALSE	21	4767
TCF7L1	83439	human	TRUE	0	0	FALSE	FALSE	21	433
YAP1	10413	human	FALSE	0	0	FALSE	FALSE	21	2373
DBP	1628	human	TRUE	0	0	FALSE	FALSE	20	NA
FOXD3	27022	human	TRUE	0	0	FALSE	FALSE	20	358
HDAC5	10014	human	FALSE	0	0	FALSE	FALSE	20	741
ONECUT1	3175	human	TRUE	0	0	FALSE	FALSE	20	153
SMAD5	4090	human	TRUE	0	0	FALSE	FALSE	20	839
TCF12	6938	human	TRUE	0	0	FALSE	FALSE	20	226
TCF7	6932	human	TRUE	0	0	FALSE	FALSE	20	325
TRAF6	7189	human	FALSE	0	0	FALSE	FALSE	20	2382
E2F6	1876	human	TRUE	0	0	FALSE	FALSE	19	180
HAND2	9464	human	TRUE	0	0	FALSE	FALSE	19	486
HCFC1	3054	human	FALSE	0	0	FALSE	FALSE	19	534
KLF1	10661	human	TRUE	0	0	FALSE	FALSE	19	301
KLF15	28999	human	TRUE	0	0	FALSE	FALSE	19	246
NOTCH4	4855	human	FALSE	0	0	FALSE	FALSE	19	638
NRL	4901	human	TRUE	0	0	FALSE	FALSE	19	2282
FOXH1	8928	human	TRUE	0	0	FALSE	FALSE	18	165
HEY1	23462	human	TRUE	0	0	FALSE	FALSE	18	557
HIC1	3090	human	TRUE	0	0	FALSE	FALSE	18	295
KAT5	10524	human	FALSE	0	0	FALSE	FALSE	18	435
NCOA2	10499	human	TRUE	0	0	FALSE	FALSE	18	432
NOTCH2	4853	human	FALSE	0	0	FALSE	FALSE	18	1476
PKNOX1	5316	human	TRUE	0	0	FALSE	FALSE	18	118
PPARD	5467	human	TRUE	0	0	FALSE	FALSE	18	298
SMARCA2	6595	human	FALSE	0	0	FALSE	FALSE	18	494
CEBPE	1053	human	TRUE	0	0	FALSE	FALSE	17	160
DAXX	1616	human	FALSE	0	0	FALSE	FALSE	17	783
ETV5	2119	human	TRUE	0	0	FALSE	FALSE	17	422
HDAC9	9734	human	FALSE	0	0	FALSE	FALSE	17	334
MZF1	7593	human	TRUE	0	0	FALSE	FALSE	17	166
NFATC4	4776	human	TRUE	0	0	FALSE	FALSE	17	217
PAF1	54623	human	FALSE	0	0	FALSE	FALSE	17	275
POU2AF1	5450	human	TRUE	0	0	FALSE	FALSE	17	191
RBL1	5933	human	FALSE	0	0	FALSE	FALSE	17	387
RFX5	5993	human	TRUE	0	0	FALSE	FALSE	17	141
SOCS1	8651	human	FALSE	0	0	FALSE	FALSE	17	2035
WDR5	11091	human	FALSE	0	0	FALSE	FALSE	17	329
AGO2	27161	human	FALSE	0	0	FALSE	FALSE	16	1625
E2F5	1875	human	TRUE	0	0	FALSE	FALSE	16	204
EPO	2056	human	FALSE	0	0	FALSE	FALSE	16	NA
EWSR1	2130	human	FALSE	0	0	FALSE	FALSE	16	984
HBP1	26959	human	TRUE	0	0	FALSE	FALSE	16	586
IL17A	3605	human	FALSE	0	0	FALSE	FALSE	16	2664
RORC	6097	human	TRUE	0	0	FALSE	FALSE	16	973
SALL4	57167	human	TRUE	0	0	FALSE	FALSE	16	628
TWIST2	117581	human	TRUE	0	0	FALSE	FALSE	16	255
ABCB1	5243	human	FALSE	0	0	FALSE	FALSE	15	6033
DR1	1810	human	TRUE	0	0	FALSE	FALSE	15	2218
ETV1	2115	human	TRUE	0	0	FALSE	FALSE	15	402
FOXA3	3171	human	TRUE	0	0	FALSE	FALSE	15	215
MLX	6945	human	TRUE	0	0	FALSE	FALSE	15	508
MLXIPL	51085	human	TRUE	0	0	FALSE	FALSE	15	321
PRMT5	10419	human	FALSE	0	0	FALSE	FALSE	15	599
RNF2	6045	human	FALSE	0	0	FALSE	FALSE	15	213
TFCP2	7024	human	TRUE	0	0	FALSE	FALSE	15	117
EGR3	1960	human	TRUE	0	0	FALSE	FALSE	14	309
FOXC2	2303	human	TRUE	0	0	FALSE	FALSE	14	467
HOXA5	3202	human	TRUE	0	0	FALSE	FALSE	14	334
JDP2	122953	human	TRUE	0	0	FALSE	FALSE	14	137
MAFK	7975	human	TRUE	0	0	FALSE	FALSE	14	178
PURA	5813	human	TRUE	0	0	FALSE	FALSE	14	746
SPDEF	25803	human	TRUE	0	0	FALSE	FALSE	14	196
SPIB	6689	human	TRUE	0	0	FALSE	FALSE	14	164
TEAD4	7004	human	TRUE	0	0	FALSE	FALSE	14	237
TEF	7008	human	TRUE	0	0	FALSE	FALSE	14	2234
TFE3	7030	human	TRUE	0	0	FALSE	FALSE	14	833
ZBTB7A	51341	human	TRUE	0	0	FALSE	FALSE	14	204
ZNF143	7702	human	TRUE	0	0	FALSE	FALSE	14	100
ENO1	2023	human	FALSE	0	0	FALSE	FALSE	13	577
GFI1B	8328	human	TRUE	0	0	FALSE	FALSE	13	155
HIRA	7290	human	FALSE	0	0	FALSE	FALSE	13	1425
IL4	3565	human	FALSE	0	0	FALSE	FALSE	13	3668
NFKBIZ	64332	human	FALSE	0	0	FALSE	FALSE	13	157
NPM1	4869	human	FALSE	0	0	FALSE	FALSE	13	1681
PIAS1	8554	human	FALSE	0	0	FALSE	FALSE	13	359
POLR2A	5430	human	FALSE	0	0	FALSE	FALSE	13	131
PRMT1	3276	human	FALSE	0	0	FALSE	FALSE	13	687
SMAD6	4091	human	FALSE	0	0	FALSE	FALSE	13	529
TFDP1	7027	human	TRUE	0	0	FALSE	FALSE	13	180
TNFAIP3	7128	human	FALSE	0	0	FALSE	FALSE	13	1254
UHRF1	29128	human	FALSE	0	0	FALSE	FALSE	13	484
ZFP36	7538	human	FALSE	0	0	FALSE	FALSE	13	451
CHD4	1108	human	FALSE	0	0	FALSE	FALSE	12	264
DOT1L	84444	human	TRUE	0	0	FALSE	FALSE	12	411
FABP4	2167	human	FALSE	0	0	FALSE	FALSE	12	1721
HDAC7	51564	human	FALSE	0	0	FALSE	FALSE	12	302
HOXB7	3217	human	TRUE	0	0	FALSE	FALSE	12	257
HSF4	3299	human	TRUE	0	0	FALSE	FALSE	12	148
IL10	3586	human	FALSE	0	0	FALSE	FALSE	12	8262
ILF3	3609	human	FALSE	0	0	FALSE	FALSE	12	176
INO80	54617	human	FALSE	0	0	FALSE	FALSE	12	319
MDM4	4194	human	FALSE	0	0	FALSE	FALSE	12	653
MYOCD	93649	human	FALSE	0	0	FALSE	FALSE	12	127
PTTG1	9232	human	FALSE	0	0	FALSE	FALSE	12	308
TFAP2B	7021	human	TRUE	0	0	FALSE	FALSE	12	188
ALDH1A1	216	human	FALSE	0	0	FALSE	FALSE	11	1412
CARM1	10498	human	FALSE	0	0	FALSE	FALSE	11	330
ELF4	2000	human	TRUE	0	0	FALSE	FALSE	11	200
ELK3	2004	human	TRUE	0	0	FALSE	FALSE	11	135
ESRRA	2101	human	TRUE	0	0	FALSE	FALSE	11	67
ESRRG	2104	human	TRUE	0	0	FALSE	FALSE	11	269
HNF4G	3174	human	TRUE	0	0	FALSE	FALSE	11	56
HOXD13	3239	human	TRUE	0	0	FALSE	FALSE	11	361
KCNIP3	30818	human	TRUE	0	0	FALSE	FALSE	11	114
KLF10	7071	human	TRUE	0	0	FALSE	FALSE	11	204
NONO	4841	human	FALSE	0	0	FALSE	FALSE	11	498
NUPR1	26471	human	FALSE	0	0	FALSE	FALSE	11	167
PTH	5741	human	FALSE	0	0	FALSE	FALSE	11	NA
TFAP4	7023	human	TRUE	0	0	FALSE	FALSE	11	31
TRPS1	7227	human	TRUE	0	0	FALSE	FALSE	11	248
WWTR1	25937	human	FALSE	0	0	FALSE	FALSE	11	512
AIRE	326	human	TRUE	0	0	FALSE	FALSE	10	1467
BATF	10538	human	TRUE	0	0	FALSE	FALSE	10	233
ETV6	2120	human	TRUE	0	0	FALSE	FALSE	10	1337
FUS	2521	human	FALSE	0	0	FALSE	FALSE	10	3148
GTF2B	2959	human	TRUE	0	0	FALSE	FALSE	10	14
HEY2	23493	human	TRUE	0	0	FALSE	FALSE	10	335
HIPK2	28996	human	FALSE	0	0	FALSE	FALSE	10	364
HOXC8	3224	human	TRUE	0	0	FALSE	FALSE	10	204
IFI16	3428	human	FALSE	0	0	FALSE	FALSE	10	408
IRS1	3667	human	FALSE	0	0	FALSE	FALSE	10	4014
KLF11	8462	human	TRUE	0	0	FALSE	FALSE	10	140
KLF9	687	human	TRUE	0	0	FALSE	FALSE	10	246
NAB2	4665	human	FALSE	0	0	FALSE	FALSE	10	309
NR1H2	7376	human	TRUE	0	0	FALSE	FALSE	10	101
NSD2	7468	human	FALSE	0	0	FALSE	FALSE	10	195
PLAG1	5324	human	TRUE	0	0	FALSE	FALSE	10	347
PRDM16	63976	human	TRUE	0	0	FALSE	FALSE	10	552
RAG1	5896	human	TRUE	0	0	FALSE	FALSE	10	2021
SUMO1	7341	human	FALSE	0	0	FALSE	FALSE	10	729
TTF1	7270	human	TRUE	0	0	FALSE	FALSE	10	765
ZBTB17	7709	human	TRUE	0	0	FALSE	FALSE	10	100
BACH2	60468	human	TRUE	0	0	FALSE	FALSE	9	272
CBFA2T3	863	human	FALSE	0	0	FALSE	FALSE	9	119
CDK7	1022	human	FALSE	0	0	FALSE	FALSE	9	634
CEBPZ	10153	human	TRUE	0	0	FALSE	FALSE	9	6
CRY1	1407	human	FALSE	0	0	FALSE	FALSE	9	1494
ELK4	2005	human	TRUE	0	0	FALSE	FALSE	9	90
ETV2	2116	human	TRUE	0	0	FALSE	FALSE	9	134
FHL2	2274	human	FALSE	0	0	FALSE	FALSE	9	367
HMGA2	8091	human	TRUE	0	0	FALSE	FALSE	9	1326
HOXB4	3214	human	TRUE	0	0	FALSE	FALSE	9	364
ING1	3621	human	FALSE	0	0	FALSE	FALSE	9	261
INSM1	3642	human	TRUE	0	0	FALSE	FALSE	9	164
KLF13	51621	human	TRUE	0	0	FALSE	FALSE	9	96
KLF3	51274	human	TRUE	0	0	FALSE	FALSE	9	104
KLF7	8609	human	TRUE	0	0	FALSE	FALSE	9	108
LOC101928269	101928269	human	FALSE	0	0	FALSE	FALSE	9	NA
MAFG	4097	human	TRUE	0	0	FALSE	FALSE	9	143
MCM2	4171	human	FALSE	0	0	FALSE	FALSE	9	1224
MED23	9439	human	FALSE	0	0	FALSE	FALSE	9	97
PBX2	5089	human	TRUE	0	0	FALSE	FALSE	9	136
PIAS3	10401	human	FALSE	0	0	FALSE	FALSE	9	259
PIN1	5300	human	TRUE	0	0	FALSE	FALSE	9	1786
RXRB	6257	human	TRUE	0	0	FALSE	FALSE	9	78
SKIL	6498	human	TRUE	0	0	FALSE	FALSE	9	215
SSB	6741	human	FALSE	0	0	FALSE	FALSE	9	5079
SUPT5H	6829	human	FALSE	0	0	FALSE	FALSE	9	90
TBX6	6911	human	TRUE	0	0	FALSE	FALSE	9	188
TP53BP1	7158	human	FALSE	0	0	FALSE	FALSE	9	764
ZBTB33	10009	human	TRUE	0	0	FALSE	FALSE	9	48
AATF	26574	human	FALSE	0	0	FALSE	FALSE	8	117
APCS	325	human	FALSE	0	0	FALSE	FALSE	8	6723
BHLHE40	8553	human	TRUE	0	0	FALSE	FALSE	8	254
CBFB	865	human	FALSE	0	0	FALSE	FALSE	8	433
CBX3	11335	human	FALSE	0	0	FALSE	FALSE	8	140
CEBPG	1054	human	TRUE	0	0	FALSE	FALSE	8	33
CRTC1	23373	human	FALSE	0	0	FALSE	FALSE	8	376
CTBP1	1487	human	FALSE	0	0	FALSE	FALSE	8	263
CTCFL	140690	human	TRUE	0	0	FALSE	FALSE	8	134
DACH1	1602	human	TRUE	0	0	FALSE	FALSE	8	164
DBT	1629	human	FALSE	0	0	FALSE	FALSE	8	4205
DDX5	1655	human	FALSE	0	0	FALSE	FALSE	8	302
