DTRI_ID	Experiment_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID_Human	Target_Entrez_ID_Human	TF_Entrez_ID	Target_Entrez_ID	PubMed_ID	TF_Species	Target_Species	Experiment_Type	Context_Type	Cell_Type	Age	TFBS	Mode
tri_0236	exp_3433	EGR1	CACNA1H	1958	8912	13653	58226	22431737	mouse	mouse	perturbation	primary_tissue	UBERON_0003881	unknown	not_applicable	activation
tri_0236	exp_3432	EGR1	CACNA1H	1958	8912	13653	58226	22431737	mouse	mouse	reporter	cell_line	CLO_0008162	not_applicable	unknown	activation
tri_0229	exp_1723	EGR1	STIM1	1958	6786	1958	6786	20123987	human	human	binding	cell_line	CLO_0001230	not_applicable	proximal	not_applicable
tri_0229	exp_3180	EGR1	STIM1	1958	6786	1958	6786	20123987	human	human	perturbation	cell_line	CLO_0001230	not_applicable	not_applicable	activation
tri_0229	exp_3181	EGR1	STIM1	1958	6786	13653	20866	20123987	mouse	mouse	perturbation	primary_tissue	UBERON_0002107	unknown	not_applicable	activation
tri_0229	exp_3182	EGR1	STIM1	1958	6786	13653	20866	20123987	mouse	mouse	perturbation	primary_tissue	UBERON_0002113	unknown	not_applicable	activation
tri_0229	exp_3183	EGR1	STIM1	1958	6786	13653	20866	20123987	mouse	mouse	perturbation	primary_tissue	UBERON_0002106	unknown	not_applicable	activation
tri_0229	exp_3184	EGR1	STIM1	1958	6786	13653	20866	20123987	mouse	mouse	perturbation	primary_tissue	UBERON_0000955	unknown	not_applicable	activation
tri_0046	exp_3575	CREB1	ACSL4	1385	2182	12912	50790	23376217	mouse	mouse	binding	cell_line	BTO_0003050	not_applicable	proximal	not_applicable
tri_0046	exp_3580	CREB1	ACSL4	1385	2182	12912	50790	23376217	mouse	mouse	perturbation	cell_line	BTO_0003050	not_applicable	not_applicable	activation
tri_0046	exp_3578	CREB1	ACSL4	1385	2182	12912	50790	23376217	mouse	mouse	reporter	cell_line	BTO_0003050	not_applicable	proximal	activation
tri_0062	exp_2833	CREB1	CLDN11	1385	5010	12912	18417	17226765	mouse	mouse	binding	cell_line	CLO_0009368	not_applicable	proximal	not_applicable
tri_0062	exp_2834	CREB1	CLDN11	1385	5010	12912	18417	17226765	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0062	exp_2840	CREB1	CLDN11	1385	5010	12912	18417	17226765	mouse	mouse	reporter	cell_line	CLO_0009368	not_applicable	proximal	activation
tri_0074	exp_3189	CREB1	ENTPD1	1385	953	12912	12495	20178980	mouse	mouse	binding	cell_line	CLO_0008753	not_applicable	proximal	not_applicable
tri_0074	exp_3191	CREB1	ENTPD1	1385	953	12912	12495	20178980	mouse	mouse	perturbation	cell_line	CLO_0008753	not_applicable	not_applicable	activation
tri_0043	exp_3163	CREB1	ESR1	1385	2099	12912	13982	20023170	mouse	mouse	binding	primary_cell	CL_2000042	E16.5	proximal	not_applicable
tri_0044	exp_3540	CREB1	ETV2	1385	2116	12912	14008	23185546	mouse	mouse	binding	primary_tissue	UBERON_0014374	E3.5	proximal	not_applicable
tri_0044	exp_3541	CREB1	ETV2	1385	2116	12912	14008	23185546	mouse	mouse	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_0055	exp_2546	CREB1	HSPA5	1385	3309	12912	14828	12871976	mouse	mouse	binding	cell_line	CLO_0008172	not_applicable	proximal	not_applicable
tri_0059	exp_3962	CREB1	LDHA	1385	3939	12912	16828	9632793	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0069	exp_2657	CREB1	NFKBIZ	1385	64332	12912	80859	15527973	mouse	mouse	reporter	cell_line	CLO_0008753	not_applicable	unknown	activation
tri_0066	exp_0706	CREB1	NECTIN2	1385	5819	12912	19294	16250013	mouse	mouse	binding	cell_line	CLO_0009368	not_applicable	proximal	not_applicable
tri_0066	exp_0707	CREB1	NECTIN2	1385	5819	12912	19294	16250013	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0066	exp_0708	CREB1	NECTIN2	1385	5819	12912	19294	16250013	mouse	mouse	reporter	cell_line	CLO_0009368	not_applicable	proximal	activation
tri_0220	exp_0108	EGR1	BIRC5	1958	332	1958	332	18027854	human	human	binding	cell_line	CLO_0008235	not_applicable	proximal	not_applicable
tri_0220	exp_0109	EGR1	BIRC5	1958	332	1958	332	18027854	human	human	binding	cell_line	CLO_0009218	not_applicable	proximal	not_applicable
tri_0220	exp_0110	EGR1	BIRC5	1958	332	1958	332	18027854	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0220	exp_0111	EGR1	BIRC5	1958	332	1958	332	18027854	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0220	exp_0113	EGR1	BIRC5	1958	332	1958	332	18027854	human	human	perturbation	cell_line	CLO_0009218	not_applicable	not_applicable	repression
tri_0220	exp_0112	EGR1	BIRC5	1958	332	1958	332	18027854	human	human	reporter	cell_line	CLO_0009218	not_applicable	proximal	repression
tri_0220	exp_3137	EGR1	BIRC5	1958	332	13653	11799	19767411	mouse	mouse	perturbation	primary_cell	CL_0002553	unknown	not_applicable	repression
tri_0228	exp_2766	EGR1	BNIP3	1958	664	13653	12176	16908043	mouse	mouse	reporter	cell_line	EFO_0002887	not_applicable	unknown	repression
tri_0216	exp_3680	EGR1	EPO	1958	2056	13653	2056	24695083	mouse	human	reporter	cell_line	CLO_0001486	not_applicable	unknown	activation
tri_0226	exp_0129	EGR1	PTPRZ1	1958	5803	1958	5803	18556777	human	human	binding	cell_line	CLO_0003684	not_applicable	proximal	not_applicable
tri_0226	exp_0130	EGR1	PTPRZ1	1958	5803	1958	5803	18556777	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0226	exp_0133	EGR1	PTPRZ1	1958	5803	1958	5803	18556777	human	human	perturbation	primary_cell	CL_0000127	unknown	not_applicable	activation
tri_0226	exp_0134	EGR1	PTPRZ1	1958	5803	1958	5803	18556777	human	human	reporter	primary_cell	CL_0000127	unknown	proximal	activation
tri_0226	exp_0135	EGR1	PTPRZ1	1958	5803	1958	5803	18556777	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_0226	exp_0131	EGR1	PTPRZ1	1958	5803	13653	19283	18556777	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0226	exp_0132	EGR1	PTPRZ1	1958	5803	13653	19283	18556777	mouse	mouse	perturbation	primary_tissue	UBERON_0002812	unknown	not_applicable	activation
tri_0231	exp_3931	EGR1	THBS1	1958	7057	13653	21825	7798257	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0041	exp_2069	CREB1	PNPLA6	1385	10908	1385	10908	23517531	human	human	binding	cell_line	CLO_0003684	not_applicable	unknown	not_applicable
tri_0041	exp_2071	CREB1	PNPLA6	1385	10908	1385	10908	23517531	human	human	perturbation	cell_line	CLO_0003684	not_applicable	not_applicable	activation
tri_0041	exp_2070	CREB1	PNPLA6	1385	10908	1385	10908	23517531	human	human	reporter	cell_line	CLO_0003684	not_applicable	unknown	activation
tri_0048	exp_0489	CREB1	USP22	1385	23326	1385	23326	25607216	human	human	binding	cell_line	CLO_0003684	not_applicable	proximal	not_applicable
tri_0048	exp_0491	CREB1	USP22	1385	23326	1385	23326	25607216	human	human	perturbation	cell_line	CLO_0003684	not_applicable	not_applicable	activation
tri_0048	exp_0490	CREB1	USP22	1385	23326	1385	23326	25607216	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_0050	exp_3458	CREB1	FOSB	1385	2354	12912	14282	22649236	mouse	mouse	binding	primary_tissue	UBERON_0001882	unknown	unknown	not_applicable
tri_0050	exp_3459	CREB1	FOSB	1385	2354	12912	14282	22649236	mouse	mouse	perturbation	primary_tissue	UBERON_0001882	unknown	not_applicable	activation
tri_0051	exp_0216	CREB1	HBG2	1385	3048	1385	3048	19861239	human	human	binding	cell_line	CLO_0007059	not_applicable	proximal	not_applicable
tri_0051	exp_0220	CREB1	HBG2	1385	3048	1385	3048	19861239	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0051	exp_0218	CREB1	HBG2	1385	3048	1385	3048	19861239	human	human	perturbation	cell_line	CLO_0007059	not_applicable	not_applicable	activation
tri_0051	exp_0219	CREB1	HBG2	1385	3048	1385	3048	19861239	human	human	perturbation	primary_cell	CL_0000038	unknown	not_applicable	activation
tri_0051	exp_0217	CREB1	HBG2	1385	3048	1385	3048	19861239	human	human	reporter	cell_line	CLO_0007059	not_applicable	proximal	activation
tri_0056	exp_2300	CREB1	TMEM173	1385	340061	1385	340061	27835584	human	human	binding	cell_line	CLO_0003684	not_applicable	unknown	not_applicable
tri_0056	exp_2303	CREB1	TMEM173	1385	340061	1385	340061	27835584	human	human	perturbation	cell_line	CLO_0001230	not_applicable	not_applicable	activation
tri_0056	exp_2301	CREB1	TMEM173	1385	340061	1385	340061	27835584	human	human	reporter	cell_line	CLO_0003684	not_applicable	unknown	activation
tri_0056	exp_2302	CREB1	TMEM173	1385	340061	1385	340061	27835584	human	human	reporter	cell_line	CLO_0001230	not_applicable	unknown	activation
tri_0058	exp_4050	CREB1	CCN1	1385	3491	12912	16007	18819928	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0058	exp_1572	CREB1	CCN1	1385	3491	12912	16007	18819928	mouse	mouse	reporter	cell_line	CLO_0008925	not_applicable	proximal	activation
tri_0060	exp_0758	CREB1	ASCL1	1385	429	12912	17172	17124508	mouse	mouse	binding	cell_line	CLO_0050186	not_applicable	distal	not_applicable
tri_0068	exp_2192	CREB1	RFC3	1385	5983	1385	5983	25541153	human	human	binding	cell_line	CLO_0007093	not_applicable	unknown	not_applicable
tri_0068	exp_2193	CREB1	RFC3	1385	5983	1385	5983	25541153	human	human	perturbation	cell_line	CLO_0007093	not_applicable	not_applicable	activation
tri_0071	exp_0542	CREB1	THBS1	1385	7057	1385	7057	27281481	human	human	binding	primary_cell	CL_0002539	unknown	proximal	not_applicable
tri_0071	exp_0543	CREB1	THBS1	1385	7057	1385	7057	27281481	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0072	exp_1711	CREB1	TP53	1385	7157	1385	7157	19930465	human	human	binding	cell_line	CLO_0009454	not_applicable	proximal	not_applicable
tri_0072	exp_1713	CREB1	TP53	1385	7157	1385	7157	19930465	human	human	perturbation	cell_line	CLO_0009454	not_applicable	not_applicable	activation
tri_0072	exp_1712	CREB1	TP53	1385	7157	1385	7157	19930465	human	human	reporter	cell_line	CLO_0009454	not_applicable	proximal	activation
tri_0073	exp_1681	CREB1	CCNC	1385	892	1385	892	19683536	human	human	binding	cell_line	CLO_0001230	not_applicable	proximal	not_applicable
tri_0073	exp_1682	CREB1	CCNC	1385	892	1385	892	19683536	human	human	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_0212	exp_0136	EGR1	VCAN	1958	1462	1958	1462	18556777	human	human	perturbation	primary_cell	CL_0000127	unknown	not_applicable	activation
tri_0213	exp_0137	EGR1	NCAN	1958	1463	1958	1463	18556777	human	human	perturbation	primary_cell	CL_0000127	unknown	not_applicable	activation
tri_0214	exp_0138	EGR1	CSPG4	1958	1464	1958	1464	18556777	human	human	perturbation	primary_cell	CL_0000127	unknown	not_applicable	activation
tri_0218	exp_1456	EGR1	GNAQ	1958	2776	1958	2776	16995904	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0218	exp_2786	EGR1	GNAQ	1958	2776	1958	2776	16995904	human	human	perturbation	cell_line	CLO_0003679	not_applicable	not_applicable	activation
tri_0218	exp_1457	EGR1	GNAQ	1958	2776	1958	2776	16995904	human	human	reporter	cell_line	CLO_0003679	not_applicable	proximal	activation
tri_0218	exp_2787	EGR1	GNAQ	1958	2776	13653	14682	16995904	mouse	mouse	perturbation	primary_cell	CL_0000233	unknown	not_applicable	activation
tri_0221	exp_0096	EGR1	ID2	1958	3398	1958	3398	17631285	human	human	binding	primary_cell	CL_0002539	unknown	proximal	not_applicable
tri_0221	exp_0097	EGR1	ID2	1958	3398	1958	3398	17631285	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0221	exp_0099	EGR1	ID2	1958	3398	1958	3398	17631285	human	human	perturbation	primary_cell	CL_0002539	unknown	not_applicable	activation
tri_0221	exp_0098	EGR1	ID2	1958	3398	1958	3398	17631285	human	human	reporter	cell_line	CLO_0001614	not_applicable	proximal	activation
tri_0223	exp_1952	EGR1	MST1R	1958	4486	1958	4486	22095683	human	human	binding	cell_line	CLO_0001686	not_applicable	proximal	not_applicable
tri_0223	exp_1954	EGR1	MST1R	1958	4486	1958	4486	22095683	human	human	perturbation	cell_line	CLO_0001686	not_applicable	not_applicable	activation
tri_0223	exp_1953	EGR1	MST1R	1958	4486	1958	4486	22095683	human	human	reporter	cell_line	CLO_0001686	not_applicable	proximal	activation
tri_0224	exp_3109	EGR1	PER1	1958	5187	13653	18626	19616057	mouse	mouse	binding	cell_line	EFO_0002070	not_applicable	proximal	not_applicable
tri_0224	exp_3812	EGR1	PER1	1958	5187	13653	18626	26471974	mouse	mouse	binding	primary_tissue	UBERON_0002107	unknown	proximal	not_applicable
tri_0224	exp_3111	EGR1	PER1	1958	5187	13653	18626	19616057	mouse	mouse	perturbation	cell_line	BTO_0003566	not_applicable	not_applicable	activation
tri_0224	exp_3814	EGR1	PER1	1958	5187	13653	18626	26471974	mouse	mouse	perturbation	primary_cell	CL_0000182	unknown	not_applicable	activation
tri_0224	exp_3110	EGR1	PER1	1958	5187	13653	18626	19616057	mouse	mouse	reporter	cell_line	BTO_0003566	not_applicable	proximal	activation
tri_0224	exp_3813	EGR1	PER1	1958	5187	13653	18626	26471974	mouse	mouse	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_0514	exp_3751	FOXA2	NEUROG2	3170	63973	15376	11924	25804738	mouse	mouse	binding	primary_tissue	UBERON_0001943	E12.5	unknown	not_applicable
tri_0506	exp_0620	FOXA2	PDX1	3170	3651	15376	18609	12052878	mouse	mouse	binding	cell_line	CLO_0001932	not_applicable	proximal	not_applicable
tri_0506	exp_2407	FOXA2	PDX1	3170	3651	15376	18609	10652343	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0506	exp_2409	FOXA2	PDX1	3170	3651	15376	18609	10652343	mouse	mouse	perturbation	cell_line	CLO_0037317	not_applicable	not_applicable	activation
tri_0130	exp_1589	CUX1	ECT2	1523	1894	1523	1894	19015243	human	human	binding	cell_line	CLO_0052732	not_applicable	unknown	not_applicable
tri_0130	exp_1590	CUX1	ECT2	1523	1894	1523	1894	19015243	human	human	reporter	cell_line	CLO_0052732	not_applicable	unknown	activation
tri_0155	exp_1593	CUX1	KIF23	1523	9493	1523	9493	19015243	human	human	binding	cell_line	CLO_0052732	not_applicable	unknown	not_applicable
tri_0155	exp_1594	CUX1	KIF23	1523	9493	1523	9493	19015243	human	human	reporter	cell_line	CLO_0052732	not_applicable	unknown	activation
tri_0133	exp_1591	CUX1	RACGAP1	1523	29127	1523	29127	19015243	human	human	binding	cell_line	CLO_0052732	not_applicable	unknown	not_applicable
tri_0133	exp_1592	CUX1	RACGAP1	1523	29127	1523	29127	19015243	human	human	reporter	cell_line	CLO_0052732	not_applicable	unknown	activation
tri_0496	exp_0735	FOXA2	Lcn5	3170	13863	15376	13863	16467259	mouse	mouse	binding	cell_line	CL_0000784	not_applicable	proximal	not_applicable
tri_0496	exp_0736	FOXA2	Lcn5	3170	13863	15376	13863	16467259	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0496	exp_0737	FOXA2	Lcn5	3170	13863	15376	13863	16467259	mouse	mouse	reporter	cell_line	CL_0000784	not_applicable	proximal	repression
tri_0502	exp_2630	FOXA2	HADH	3170	3033	15376	15107	15314688	mouse	mouse	binding	primary_tissue	UBERON_0000006	unknown	unknown	not_applicable
tri_0502	exp_2632	FOXA2	HADH	3170	3033	15376	15107	15314688	mouse	mouse	perturbation	primary_cell	CL_0000168	P8	not_applicable	activation
tri_0502	exp_2631	FOXA2	HADH	3170	3033	15376	15107	15314688	mouse	mouse	reporter	cell_line	CLO_0053891	not_applicable	unknown	activation
tri_0505	exp_1265	FOXA2	IGF1	3170	3479	3170	3479	8943227	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0505	exp_1267	FOXA2	IGF1	3170	3479	3170	3479	8943227	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0505	exp_1266	FOXA2	IGF1	3170	3479	3170	3479	8943227	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0505	exp_1185	FOXA2	IGF1	3170	3479	3170	3479	8943227	human	human	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_0505	exp_1186	FOXA2	IGF1	3170	3479	3170	3479	8943227	human	human	reporter	cell_line	CLO_0054294	not_applicable	proximal	activation
tri_0505	exp_1187	FOXA2	IGF1	3170	3479	3170	3479	8943227	human	human	reporter	cell_line	CLO_0002597	not_applicable	proximal	activation
tri_0503	exp_0603	FOXA2	HHEX	3170	3087	15376	15242	10767553	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0503	exp_0607	FOXA2	HHEX	3170	3087	15376	15242	10767553	mouse	mouse	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_0503	exp_0608	FOXA2	HHEX	3170	3087	15376	15242	10767553	mouse	mouse	reporter	cell_line	CLO_0002597	not_applicable	proximal	activation
tri_0124	exp_2950	CUX1	CDKN1B	1523	1027	1523	1027	18356167	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0124	exp_2951	CUX1	CDKN1B	1523	1027	1523	12576	18356167	human	mouse	perturbation	primary_tissue	UBERON_0002113	unknown	not_applicable	repression
tri_0124	exp_3079	CUX1	CDKN1B	1523	1027	13047	12576	19332113	mouse	mouse	binding	primary_tissue	UBERON_0002113	P3	unknown	not_applicable
tri_0124	exp_1621	CUX1	CDKN1B	1523	1027	13047	12576	19332113	mouse	mouse	reporter	cell_line	CLO_0051650	not_applicable	unknown	repression
tri_0127	exp_1568	CUX1	CYBB	1523	1536	1523	1536	18765732	human	human	binding	cell_line	CLO_0003775	not_applicable	unknown	not_applicable
tri_0500	exp_1748	FOXA2	GFER	3170	2671	3170	2671	20382118	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0500	exp_1750	FOXA2	GFER	3170	2671	3170	2671	20382118	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_0500	exp_1749	FOXA2	GFER	3170	2671	3170	2671	20382118	human	human	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_0504	exp_3556	FOXA2	BIRC2	3170	329	3170	329	23275033	human	human	binding	cell_line	CLO_0003704	not_applicable	unknown	not_applicable
tri_0504	exp_2041	FOXA2	BIRC2	3170	329	3170	329	23275033	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_0504	exp_3558	FOXA2	BIRC2	3170	329	3170	329	23275033	human	human	reporter	cell_line	CLO_0003704	not_applicable	unknown	activation
tri_0504	exp_3555	FOXA2	BIRC2	3170	329	15376	11797	23275033	mouse	mouse	binding	primary_cell	CL_0000182	unknown	unknown	not_applicable
tri_0504	exp_3557	FOXA2	BIRC2	3170	329	15376	11797	23275033	mouse	mouse	reporter	cell_line	CLO_0003704	not_applicable	unknown	activation
tri_0498	exp_3550	FOXA2	FERD3L	3170	222894	15376	114712	23254923	mouse	mouse	binding	cell_line	BTO_0006140	not_applicable	proximal	not_applicable
tri_0498	exp_3552	FOXA2	FERD3L	3170	222894	15376	114712	23254923	mouse	mouse	perturbation	cell_line	BTO_0006140	not_applicable	not_applicable	activation
tri_0498	exp_3551	FOXA2	FERD3L	3170	222894	15376	114712	23254923	mouse	mouse	reporter	cell_line	BTO_0006140	not_applicable	proximal	activation
tri_0512	exp_3010	FOXA2	G6PC2	3170	57818	15376	14378	18753309	mouse	mouse	binding	cell_line	CLO_0001932	not_applicable	proximal	not_applicable
tri_0512	exp_3009	FOXA2	G6PC2	3170	57818	15376	14378	18753309	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0501	exp_3282	FOXA2	GLI2	3170	2736	15376	14633	21093585	mouse	mouse	binding	primary_tissue	UBERON_0001891	E12.5	unknown	not_applicable
tri_0508	exp_2524	FOXA2	MAP1B	3170	4131	15376	17755	12642491	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0508	exp_2525	FOXA2	MAP1B	3170	4131	15376	17755	12642491	mouse	mouse	reporter	cell_line	CLO_0008154	not_applicable	proximal	activation
tri_0509	exp_2939	FOXA2	MUC2	3170	4583	15376	17831	18336786	mouse	mouse	binding	cell_line	CLO_0002532	not_applicable	proximal	not_applicable
tri_0509	exp_2940	FOXA2	MUC2	3170	4583	15376	17831	18336786	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0509	exp_2942	FOXA2	MUC2	3170	4583	15376	17831	18336786	mouse	mouse	perturbation	cell_line	CLO_0002532	not_applicable	not_applicable	activation
tri_0509	exp_2941	FOXA2	MUC2	3170	4583	15376	17831	18336786	mouse	mouse	reporter	cell_line	CLO_0002532	not_applicable	proximal	activation
tri_0494	exp_2724	FOXA2	REG3G	3170	130120	15376	19695	16410542	mouse	mouse	binding	primary_tissue	UBERON_0001264	P35	proximal	not_applicable
tri_0523	exp_3543	FOXA2	ST18	3170	9705	15376	240690	23236509	mouse	mouse	binding	primary_tissue	UBERON_0000006	unknown	unknown	not_applicable
tri_0523	exp_3544	FOXA2	ST18	3170	9705	15376	240690	23236509	mouse	mouse	reporter	cell_line	BTO_0003081	not_applicable	unknown	repression
tri_0519	exp_1341	FOXA2	WNT7B	3170	7477	15376	22422	11914369	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0519	exp_2459	FOXA2	WNT7B	3170	7477	15376	22422	11914369	mouse	mouse	reporter	cell_line	CLO_0008172	not_applicable	proximal	activation
tri_0121	exp_1652	CUX1	CDH2	1523	1000	1523	1000	19635798	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0121	exp_1653	CUX1	CDH2	1523	1000	1523	1000	19635798	human	human	reporter	cell_line	CLO_0004009	not_applicable	unknown	activation
tri_0121	exp_3120	CUX1	CDH2	1523	1000	13047	12558	19635798	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_0122	exp_1656	CUX1	OCLN	1523	100506658	1523	100506658	19635798	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0122	exp_1657	CUX1	OCLN	1523	100506658	1523	100506658	19635798	human	human	reporter	cell_line	CLO_0004009	not_applicable	unknown	repression
tri_0122	exp_3122	CUX1	OCLN	1523	100506658	13047	18260	19635798	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	repression
tri_0123	exp_1329	CUX1	CDKN1A	1523	1026	1523	1026	11584018	human	human	reporter	cell_line	CLO_0004009	not_applicable	unknown	repression
tri_0123	exp_2505	CUX1	CDKN1A	1523	1026	1523	1026	12438259	human	human	reporter	cell_line	CLO_0008172	not_applicable	unknown	repression
tri_0125	exp_1570	CUX1	CEBPE	1523	1053	1523	1053	18765732	human	human	binding	cell_line	CLO_0003775	not_applicable	unknown	not_applicable
tri_0126	exp_2463	CUX1	DCTN6	1523	10671	13047	22428	11969263	mouse	mouse	perturbation	primary_tissue	UBERON_0002113	P3	not_applicable	repression
tri_0126	exp_2462	CUX1	DCTN6	1523	10671	13047	22428	11969263	mouse	mouse	reporter	cell_line	CLO_0051650	not_applicable	proximal	repression
tri_0128	exp_1569	CUX1	DEFA1	1523	1667	1523	1667	18765732	human	human	binding	cell_line	CLO_0003775	not_applicable	unknown	not_applicable
tri_0131	exp_1647	CUX1	RHOBTB3	1523	22836	1523	22836	19635798	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0131	exp_3115	CUX1	RHOBTB3	1523	22836	13047	73296	19635798	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_0132	exp_1661	CUX1	FLNA	1523	2316	1523	2316	19635798	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0132	exp_3125	CUX1	FLNA	1523	2316	13047	192176	19635798	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_0134	exp_1649	CUX1	ITGB2	1523	3689	1523	3689	19635798	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0134	exp_3117	CUX1	ITGB2	1523	3689	13047	16414	19635798	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_0135	exp_1888	CUX1	KISS1	1523	3814	1523	3814	21672609	human	human	binding	cell_line	CLO_0003684	not_applicable	proximal	not_applicable
tri_0135	exp_1889	CUX1	KISS1	1523	3814	1523	3814	21672609	human	human	reporter	cell_line	CLO_0037228	not_applicable	proximal	activation
tri_0135	exp_1890	CUX1	KISS1	1523	3814	1523	3814	21672609	human	human	reporter	cell_line	CLO_0053281	not_applicable	proximal	activation
tri_0136	exp_1644	CUX1	ARHGDIB	1523	397	1523	397	19635798	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0136	exp_3112	CUX1	ARHGDIB	1523	397	13047	11857	19635798	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_0137	exp_1662	CUX1	MARCKS	1523	4082	1523	4082	19635798	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0129	exp_3126	CUX1	Marcks	1523	17118	13047	17118	19635798	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_0138	exp_2948	CUX1	MYC	1523	4609	1523	4609	18356167	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0138	exp_2949	CUX1	MYC	1523	4609	1523	17869	18356167	human	mouse	perturbation	primary_tissue	UBERON_0002113	unknown	not_applicable	activation
tri_0139	exp_3932	CUX1	NCAM1	1523	4684	13047	17967	7910552	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0139	exp_3933	CUX1	NCAM1	1523	4684	13047	17967	7910552	mouse	mouse	reporter	cell_line	CLO_0008154	not_applicable	proximal	repression
tri_0140	exp_2574	CUX1	NEU1	1523	4758	13047	18010	14597183	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0140	exp_2575	CUX1	NEU1	1523	4758	13047	18010	14597183	mouse	mouse	reporter	cell_line	CLO_0052294	not_applicable	unknown	activation
tri_0141	exp_1660	CUX1	LIMA1	1523	51474	1523	51474	19635798	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0141	exp_3124	CUX1	LIMA1	1523	51474	13047	65970	19635798	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	repression
tri_0142	exp_1650	CUX1	PNN	1523	5411	1523	5411	19635798	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_0142	exp_3118	CUX1	PNN	1523	5411	13047	18949	19635798	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	repression
tri_0143	exp_0627	CUX1	POLA1	1523	5422	1523	5422	12665598	human	human	binding	cell_line	CLO_0004009	not_applicable	proximal	not_applicable
