TF_Symbol	TF_Entrez_ID	Species	Lambert	SFARI_Score	SFARI_Syndomic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper
SP1	6667	human	TRUE	0	0	FALSE	FALSE	1720
RELA	5970	human	TRUE	0	0	FALSE	FALSE	1293
NFKB1	4790	human	TRUE	0	0	FALSE	FALSE	1169
JUN	3725	human	TRUE	0	0	FALSE	FALSE	550
STAT1	6772	human	TRUE	0	0	FALSE	FALSE	436
SP3	6670	human	TRUE	0	0	FALSE	FALSE	398
CAMP	820	human	FALSE	0	0	FALSE	FALSE	364
EGR1	1958	human	TRUE	0	0	FALSE	FALSE	307
CEBPB	1051	human	TRUE	0	0	FALSE	FALSE	260
YY1	7528	human	FALSE	0	0	FALSE	FALSE	251
IRF1	3659	human	TRUE	0	0	FALSE	FALSE	235
REL	5966	human	TRUE	0	0	FALSE	FALSE	211
SMAD3	4088	human	TRUE	0	0	FALSE	FALSE	208
SPI1	6688	human	TRUE	0	0	FALSE	FALSE	208
FOS	2353	human	TRUE	0	0	FALSE	FALSE	201
NFE2L2	4780	human	TRUE	0	0	FALSE	FALSE	199
HNF4A	3172	human	TRUE	0	0	FALSE	FALSE	196
MAX	4149	human	TRUE	0	0	FALSE	FALSE	194
GATA1	2623	human	TRUE	0	0	FALSE	FALSE	193
RUNX2	860	human	TRUE	0	0	FALSE	FALSE	186
FOXO1	2308	human	TRUE	0	0	FALSE	FALSE	173
USF1	7391	human	TRUE	0	0	FALSE	FALSE	169
ESR1	2099	human	TRUE	0	0	FALSE	FALSE	167
MYB	4602	human	TRUE	0	0	FALSE	FALSE	164
CEBPA	1050	human	TRUE	0	0	FALSE	FALSE	159
PPARG	5468	human	TRUE	0	0	FALSE	FALSE	159
NFKBIA	4792	human	FALSE	0	0	FALSE	FALSE	151
AHR	196	human	TRUE	0	0	FALSE	FALSE	149
IRF3	3661	human	TRUE	0	0	FALSE	FALSE	141
ARNT	405	human	TRUE	0	0	FALSE	FALSE	139
FOXA1	3169	human	TRUE	0	0	FALSE	FALSE	137
POU5F1	5460	human	TRUE	0	0	FALSE	FALSE	132
CDKN1A	1026	human	FALSE	0	0	FALSE	FALSE	127
KLF4	9314	human	TRUE	0	0	FALSE	FALSE	126
GATA3	2625	human	TRUE	0	0	FALSE	FALSE	125
STAT6	6778	human	TRUE	0	0	FALSE	FALSE	124
NANOG	79923	human	TRUE	0	0	FALSE	FALSE	121
SIRT1	23411	human	FALSE	0	0	FALSE	FALSE	117
POU2F1	5451	human	TRUE	0	0	FALSE	FALSE	115
CLOCK	9575	human	TRUE	0	0	FALSE	FALSE	113
SREBF1	6720	human	TRUE	0	0	FALSE	FALSE	112
HNF1A	6927	human	TRUE	0	0	FALSE	FALSE	110
STAT5A	6776	human	TRUE	0	0	FALSE	FALSE	110
JUND	3727	human	TRUE	0	0	FALSE	FALSE	109
TBP	6908	human	TRUE	0	0	FALSE	FALSE	105
GATA4	2626	human	TRUE	0	0	FALSE	FALSE	104
TCF3	6929	human	TRUE	0	0	FALSE	FALSE	103
BRCA1	672	human	FALSE	0	0	FALSE	FALSE	102
REST	5978	human	TRUE	0	0	FALSE	FALSE	102
NFATC1	4772	human	TRUE	0	0	FALSE	FALSE	101
SMAD2	4087	human	FALSE	0	0	FALSE	FALSE	101
ATF2	1386	human	TRUE	0	0	FALSE	FALSE	99
NFATC2	4773	human	TRUE	0	0	FALSE	FALSE	98
USF2	7392	human	TRUE	0	0	FALSE	FALSE	96
HSF1	3297	human	TRUE	0	0	FALSE	FALSE	94
CDX2	1045	human	TRUE	0	0	FALSE	FALSE	93
NR5A1	2516	human	TRUE	0	0	FALSE	FALSE	92
SNAI1	6615	human	TRUE	0	0	FALSE	FALSE	92
HDAC3	8841	human	FALSE	0	0	FALSE	FALSE	91
RXRA	6256	human	TRUE	0	0	FALSE	FALSE	90
MYOD1	4654	human	TRUE	0	0	FALSE	FALSE	89
PPARA	5465	human	TRUE	0	0	FALSE	FALSE	89
IRF8	3394	human	TRUE	0	0	FALSE	FALSE	88
WT1	7490	human	TRUE	0	0	FALSE	FALSE	87
E2F4	1874	human	TRUE	0	0	FALSE	FALSE	86
NR3C1	2908	human	TRUE	0	0	FALSE	FALSE	86
FOXM1	2305	human	TRUE	0	0	FALSE	FALSE	84
DNMT1	1786	human	TRUE	0	0	FALSE	FALSE	82
TWIST1	7291	human	TRUE	0	0	FALSE	FALSE	81
ATF4	468	human	TRUE	0	0	FALSE	FALSE	80
JUNB	3726	human	TRUE	0	0	FALSE	FALSE	79
MITF	4286	human	TRUE	0	0	FALSE	FALSE	79
IRF4	3662	human	TRUE	0	0	FALSE	FALSE	75
MYCN	4613	human	TRUE	0	0	FALSE	FALSE	74
EGF	1950	human	FALSE	0	0	FALSE	FALSE	73
ETS2	2114	human	TRUE	0	0	FALSE	FALSE	72
IRF2	3660	human	TRUE	0	0	FALSE	FALSE	71
STAT5B	6777	human	TRUE	0	0	FALSE	FALSE	71
RB1	5925	human	FALSE	0	0	FALSE	FALSE	69
NFYA	4800	human	TRUE	0	0	FALSE	FALSE	67
PARP1	142	human	FALSE	0	0	FALSE	FALSE	64
SREBF2	6721	human	TRUE	0	0	FALSE	FALSE	64
E2F3	1871	human	TRUE	0	0	FALSE	FALSE	62
ELK1	2002	human	TRUE	0	0	FALSE	FALSE	62
FLI1	2313	human	TRUE	0	0	FALSE	FALSE	62
IRF7	3665	human	TRUE	0	0	FALSE	FALSE	62
NKX2-5	1482	human	TRUE	0	0	FALSE	FALSE	61
IKBKB	3551	human	FALSE	0	0	FALSE	FALSE	59
MAF	4094	human	TRUE	0	0	FALSE	FALSE	59
STAT2	6773	human	TRUE	0	0	FALSE	FALSE	59
TP63	8626	human	TRUE	0	0	FALSE	FALSE	59
RELB	5971	human	TRUE	0	0	FALSE	FALSE	58
TBX21	30009	human	TRUE	0	0	FALSE	FALSE	58
RUNX3	864	human	TRUE	0	0	FALSE	FALSE	57
ATF3	467	human	TRUE	0	0	FALSE	FALSE	56
BCL6	604	human	TRUE	0	0	FALSE	FALSE	56
HR	55806	human	FALSE	0	0	FALSE	FALSE	56
ARNTL	406	human	TRUE	0	0	FALSE	FALSE	55
CEBPD	1052	human	TRUE	0	0	FALSE	FALSE	54
NRF1	4899	human	TRUE	0	0	FALSE	FALSE	54
CREM	1390	human	TRUE	0	0	FALSE	FALSE	53
STAT4	6775	human	TRUE	0	0	FALSE	FALSE	53
CIITA	4261	human	FALSE	0	0	FALSE	FALSE	52
NFIC	4782	human	TRUE	0	0	FALSE	FALSE	52
NR5A2	2494	human	TRUE	0	0	FALSE	FALSE	50
SRY	6736	human	TRUE	0	0	FALSE	FALSE	50
VHL	7428	human	FALSE	0	0	FALSE	FALSE	50
APC	324	human	FALSE	0	0	FALSE	FALSE	49
MDM2	4193	human	FALSE	0	0	FALSE	FALSE	49
ATF1	466	human	TRUE	0	0	FALSE	FALSE	48
E2F2	1870	human	TRUE	0	0	FALSE	FALSE	48
NR1I2	8856	human	TRUE	0	0	FALSE	FALSE	48
PML	5371	human	FALSE	0	0	FALSE	FALSE	48
GATA6	2627	human	TRUE	0	0	FALSE	FALSE	47
PGR	5241	human	TRUE	0	0	FALSE	FALSE	47
ETV4	2118	human	TRUE	0	0	FALSE	FALSE	46
NR1H3	10062	human	TRUE	0	0	FALSE	FALSE	46
SNAI2	6591	human	TRUE	0	0	FALSE	FALSE	46
FOXP3	50943	human	TRUE	0	0	FALSE	FALSE	45
EPAS1	2034	human	TRUE	0	0	FALSE	FALSE	44
NFKB2	4791	human	TRUE	0	0	FALSE	FALSE	44
CHUK	1147	human	FALSE	0	0	FALSE	FALSE	43
DDIT3	1649	human	TRUE	0	0	FALSE	FALSE	43
NR4A1	3164	human	TRUE	0	0	FALSE	FALSE	43
YBX1	4904	human	TRUE	0	0	FALSE	FALSE	43
PRDM1	639	human	TRUE	0	0	FALSE	FALSE	42
MSX2	4488	human	TRUE	0	0	FALSE	FALSE	41
NFE2	4778	human	TRUE	0	0	FALSE	FALSE	41
POU2F2	5452	human	TRUE	0	0	FALSE	FALSE	41
KLF5	688	human	TRUE	0	0	FALSE	FALSE	40
KLF6	1316	human	TRUE	0	0	FALSE	FALSE	40
FOSL1	8061	human	TRUE	0	0	FALSE	FALSE	39
EBF1	1879	human	TRUE	0	0	FALSE	FALSE	38
IRF9	10379	human	TRUE	0	0	FALSE	FALSE	37
MSC	9242	human	TRUE	0	0	FALSE	FALSE	37
ELF1	1997	human	TRUE	0	0	FALSE	FALSE	36
MEIS1	4211	human	TRUE	0	0	FALSE	FALSE	35
HMGA1	3159	human	TRUE	0	0	FALSE	FALSE	34
MBD2	8932	human	TRUE	0	0	FALSE	FALSE	34
MTA1	9112	human	FALSE	0	0	FALSE	FALSE	34
SP7	121340	human	TRUE	0	0	FALSE	FALSE	34
TP73	7161	human	TRUE	0	0	FALSE	FALSE	34
FOSL2	2355	human	TRUE	0	0	FALSE	FALSE	33
GABPA	2551	human	TRUE	0	0	FALSE	FALSE	33
MYOG	4656	human	TRUE	0	0	FALSE	FALSE	33
SMAD7	4092	human	FALSE	0	0	FALSE	FALSE	33
ATF6	22926	human	TRUE	0	0	FALSE	FALSE	32
BACH1	571	human	FALSE	0	0	FALSE	FALSE	32
NFYB	4801	human	TRUE	0	0	FALSE	FALSE	32
PRL	5617	human	FALSE	0	0	FALSE	FALSE	32
CCND1	595	human	FALSE	0	0	FALSE	FALSE	31
CYP3A4	1576	human	FALSE	0	0	FALSE	FALSE	31
MEF2A	4205	human	TRUE	0	0	FALSE	FALSE	31
TBX5	6910	human	TRUE	0	0	FALSE	FALSE	31
XIAP	331	human	FALSE	0	0	FALSE	FALSE	31
CD40	958	human	FALSE	0	0	FALSE	FALSE	30
DNMT3B	1789	human	FALSE	0	0	FALSE	FALSE	30
LMO2	4005	human	FALSE	0	0	FALSE	FALSE	30
NR0B2	8431	human	FALSE	0	0	FALSE	FALSE	30
SP2	6668	human	TRUE	0	0	FALSE	FALSE	30
XBP1	7494	human	TRUE	0	0	FALSE	FALSE	30
CDK9	1025	human	FALSE	0	0	FALSE	FALSE	29
FOXO4	4303	human	TRUE	0	0	FALSE	FALSE	29
MMP9	4318	human	FALSE	0	0	FALSE	FALSE	28
NCOA3	8202	human	TRUE	0	0	FALSE	FALSE	28
NR1H4	9971	human	TRUE	0	0	FALSE	FALSE	28
SATB1	6304	human	TRUE	0	0	FALSE	FALSE	28
CRX	1406	human	TRUE	0	0	FALSE	FALSE	27
EHMT2	10919	human	FALSE	0	0	FALSE	FALSE	27
FOSB	2354	human	TRUE	0	0	FALSE	FALSE	27
KEAP1	9817	human	FALSE	0	0	FALSE	FALSE	27
KLF2	10365	human	TRUE	0	0	FALSE	FALSE	27
MYBL2	4605	human	TRUE	0	0	FALSE	FALSE	27
NFAT5	10725	human	TRUE	0	0	FALSE	FALSE	27
NFIL3	4783	human	TRUE	0	0	FALSE	FALSE	27
SF1	7536	human	FALSE	0	0	FALSE	FALSE	27
SP4	6671	human	TRUE	0	0	FALSE	FALSE	27
ERF	2077	human	TRUE	0	0	FALSE	FALSE	26
HOXA10	3206	human	TRUE	0	0	FALSE	FALSE	26
IRF5	3663	human	TRUE	0	0	FALSE	FALSE	26
CDKN2A	1029	human	FALSE	0	0	FALSE	FALSE	25
GFI1	2672	human	TRUE	0	0	FALSE	FALSE	25
HOXA9	3205	human	FALSE	0	0	FALSE	FALSE	25
NFATC3	4775	human	TRUE	0	0	FALSE	FALSE	25
BCL3	602	human	FALSE	0	0	FALSE	FALSE	24
BMI1	648	human	FALSE	0	0	FALSE	FALSE	24
FOXL2	668	human	TRUE	0	0	FALSE	FALSE	24
HGF	3082	human	FALSE	0	0	FALSE	FALSE	24
HSF2	3298	human	TRUE	0	0	FALSE	FALSE	24
RARG	5916	human	TRUE	0	0	FALSE	FALSE	24
APEX1	328	human	FALSE	0	0	FALSE	FALSE	23
MAZ	4150	human	TRUE	0	0	FALSE	FALSE	23
RFX1	5989	human	TRUE	0	0	FALSE	FALSE	23
SOX17	64321	human	TRUE	0	0	FALSE	FALSE	23
TRIM28	10155	human	FALSE	0	0	FALSE	FALSE	23
ARC	23237	human	FALSE	0	0	FALSE	FALSE	22
CDX1	1044	human	TRUE	0	0	FALSE	FALSE	22
MAFA	389692	human	TRUE	0	0	FALSE	FALSE	22
NFYC	4802	human	TRUE	0	0	FALSE	FALSE	22
RBL2	5934	human	FALSE	0	0	FALSE	FALSE	22
TEAD1	7003	human	TRUE	0	0	FALSE	FALSE	22
THRB	7068	human	TRUE	0	0	FALSE	FALSE	22
ELF3	1999	human	TRUE	0	0	FALSE	FALSE	21
HMGB1	3146	human	FALSE	0	0	FALSE	FALSE	21
MEF2D	4209	human	TRUE	0	0	FALSE	FALSE	21
MYF5	4617	human	TRUE	0	0	FALSE	FALSE	21
NKX3-1	4824	human	TRUE	0	0	FALSE	FALSE	21
NR1I3	9970	human	TRUE	0	0	FALSE	FALSE	21
RAD51	5888	human	FALSE	0	0	FALSE	FALSE	21
TCF7L1	83439	human	TRUE	0	0	FALSE	FALSE	21
YAP1	10413	human	FALSE	0	0	FALSE	FALSE	21
DBP	1628	human	TRUE	0	0	FALSE	FALSE	20
FOXD3	27022	human	TRUE	0	0	FALSE	FALSE	20
HDAC5	10014	human	FALSE	0	0	FALSE	FALSE	20
ONECUT1	3175	human	TRUE	0	0	FALSE	FALSE	20
SMAD5	4090	human	TRUE	0	0	FALSE	FALSE	20
TCF12	6938	human	TRUE	0	0	FALSE	FALSE	20
TCF7	6932	human	TRUE	0	0	FALSE	FALSE	20
TRAF6	7189	human	FALSE	0	0	FALSE	FALSE	20
E2F6	1876	human	TRUE	0	0	FALSE	FALSE	19
HAND2	9464	human	TRUE	0	0	FALSE	FALSE	19
HCFC1	3054	human	FALSE	0	0	FALSE	FALSE	19
KLF1	10661	human	TRUE	0	0	FALSE	FALSE	19
KLF15	28999	human	TRUE	0	0	FALSE	FALSE	19
NOTCH4	4855	human	FALSE	0	0	FALSE	FALSE	19
NRL	4901	human	TRUE	0	0	FALSE	FALSE	19
FOXH1	8928	human	TRUE	0	0	FALSE	FALSE	18
HEY1	23462	human	TRUE	0	0	FALSE	FALSE	18
HIC1	3090	human	TRUE	0	0	FALSE	FALSE	18
KAT5	10524	human	FALSE	0	0	FALSE	FALSE	18
NCOA2	10499	human	TRUE	0	0	FALSE	FALSE	18
NOTCH2	4853	human	FALSE	0	0	FALSE	FALSE	18
PKNOX1	5316	human	TRUE	0	0	FALSE	FALSE	18
PPARD	5467	human	TRUE	0	0	FALSE	FALSE	18
SMARCA2	6595	human	FALSE	0	0	FALSE	FALSE	18
CEBPE	1053	human	TRUE	0	0	FALSE	FALSE	17
DAXX	1616	human	FALSE	0	0	FALSE	FALSE	17
ETV5	2119	human	TRUE	0	0	FALSE	FALSE	17
HDAC9	9734	human	FALSE	0	0	FALSE	FALSE	17
MZF1	7593	human	TRUE	0	0	FALSE	FALSE	17
NFATC4	4776	human	TRUE	0	0	FALSE	FALSE	17
PAF1	54623	human	FALSE	0	0	FALSE	FALSE	17
POU2AF1	5450	human	TRUE	0	0	FALSE	FALSE	17
RBL1	5933	human	FALSE	0	0	FALSE	FALSE	17
RFX5	5993	human	TRUE	0	0	FALSE	FALSE	17
SOCS1	8651	human	FALSE	0	0	FALSE	FALSE	17
WDR5	11091	human	FALSE	0	0	FALSE	FALSE	17
AGO2	27161	human	FALSE	0	0	FALSE	FALSE	16
E2F5	1875	human	TRUE	0	0	FALSE	FALSE	16
EPO	2056	human	FALSE	0	0	FALSE	FALSE	16
EWSR1	2130	human	FALSE	0	0	FALSE	FALSE	16
HBP1	26959	human	TRUE	0	0	FALSE	FALSE	16
IL17A	3605	human	FALSE	0	0	FALSE	FALSE	16
RORC	6097	human	TRUE	0	0	FALSE	FALSE	16
SALL4	57167	human	TRUE	0	0	FALSE	FALSE	16
TWIST2	117581	human	TRUE	0	0	FALSE	FALSE	16
ABCB1	5243	human	FALSE	0	0	FALSE	FALSE	15
DR1	1810	human	TRUE	0	0	FALSE	FALSE	15
ETV1	2115	human	TRUE	0	0	FALSE	FALSE	15
FOXA3	3171	human	TRUE	0	0	FALSE	FALSE	15
MLX	6945	human	TRUE	0	0	FALSE	FALSE	15
MLXIPL	51085	human	TRUE	0	0	FALSE	FALSE	15
PRMT5	10419	human	FALSE	0	0	FALSE	FALSE	15
RNF2	6045	human	FALSE	0	0	FALSE	FALSE	15
TFCP2	7024	human	TRUE	0	0	FALSE	FALSE	15
EGR3	1960	human	TRUE	0	0	FALSE	FALSE	14
FOXC2	2303	human	TRUE	0	0	FALSE	FALSE	14
HOXA5	3202	human	TRUE	0	0	FALSE	FALSE	14
JDP2	122953	human	TRUE	0	0	FALSE	FALSE	14
MAFK	7975	human	TRUE	0	0	FALSE	FALSE	14
PURA	5813	human	TRUE	0	0	FALSE	FALSE	14
SPDEF	25803	human	TRUE	0	0	FALSE	FALSE	14
SPIB	6689	human	TRUE	0	0	FALSE	FALSE	14
TEAD4	7004	human	TRUE	0	0	FALSE	FALSE	14
TEF	7008	human	TRUE	0	0	FALSE	FALSE	14
TFE3	7030	human	TRUE	0	0	FALSE	FALSE	14
ZBTB7A	51341	human	TRUE	0	0	FALSE	FALSE	14
ZNF143	7702	human	TRUE	0	0	FALSE	FALSE	14
ENO1	2023	human	FALSE	0	0	FALSE	FALSE	13
GFI1B	8328	human	TRUE	0	0	FALSE	FALSE	13
HIRA	7290	human	FALSE	0	0	FALSE	FALSE	13
IL4	3565	human	FALSE	0	0	FALSE	FALSE	13
NFKBIZ	64332	human	FALSE	0	0	FALSE	FALSE	13
NPM1	4869	human	FALSE	0	0	FALSE	FALSE	13
PIAS1	8554	human	FALSE	0	0	FALSE	FALSE	13
POLR2A	5430	human	FALSE	0	0	FALSE	FALSE	13
PRMT1	3276	human	FALSE	0	0	FALSE	FALSE	13
SMAD6	4091	human	FALSE	0	0	FALSE	FALSE	13
TFDP1	7027	human	TRUE	0	0	FALSE	FALSE	13
TNFAIP3	7128	human	FALSE	0	0	FALSE	FALSE	13
UHRF1	29128	human	FALSE	0	0	FALSE	FALSE	13
ZFP36	7538	human	FALSE	0	0	FALSE	FALSE	13
CHD4	1108	human	FALSE	0	0	FALSE	FALSE	12
DOT1L	84444	human	TRUE	0	0	FALSE	FALSE	12
FABP4	2167	human	FALSE	0	0	FALSE	FALSE	12
HDAC7	51564	human	FALSE	0	0	FALSE	FALSE	12
HOXB7	3217	human	TRUE	0	0	FALSE	FALSE	12
HSF4	3299	human	TRUE	0	0	FALSE	FALSE	12
IL10	3586	human	FALSE	0	0	FALSE	FALSE	12
ILF3	3609	human	FALSE	0	0	FALSE	FALSE	12
INO80	54617	human	FALSE	0	0	FALSE	FALSE	12
MDM4	4194	human	FALSE	0	0	FALSE	FALSE	12
MYOCD	93649	human	FALSE	0	0	FALSE	FALSE	12
PTTG1	9232	human	FALSE	0	0	FALSE	FALSE	12
TFAP2B	7021	human	TRUE	0	0	FALSE	FALSE	12
ALDH1A1	216	human	FALSE	0	0	FALSE	FALSE	11
CARM1	10498	human	FALSE	0	0	FALSE	FALSE	11
ELF4	2000	human	TRUE	0	0	FALSE	FALSE	11
ELK3	2004	human	TRUE	0	0	FALSE	FALSE	11
ESRRA	2101	human	TRUE	0	0	FALSE	FALSE	11
ESRRG	2104	human	TRUE	0	0	FALSE	FALSE	11
HNF4G	3174	human	TRUE	0	0	FALSE	FALSE	11
HOXD13	3239	human	TRUE	0	0	FALSE	FALSE	11
KCNIP3	30818	human	TRUE	0	0	FALSE	FALSE	11
KLF10	7071	human	TRUE	0	0	FALSE	FALSE	11
NONO	4841	human	FALSE	0	0	FALSE	FALSE	11
NUPR1	26471	human	FALSE	0	0	FALSE	FALSE	11
PTH	5741	human	FALSE	0	0	FALSE	FALSE	11
TFAP4	7023	human	TRUE	0	0	FALSE	FALSE	11
TRPS1	7227	human	TRUE	0	0	FALSE	FALSE	11
WWTR1	25937	human	FALSE	0	0	FALSE	FALSE	11
AIRE	326	human	TRUE	0	0	FALSE	FALSE	10
BATF	10538	human	TRUE	0	0	FALSE	FALSE	10
ETV6	2120	human	TRUE	0	0	FALSE	FALSE	10
FUS	2521	human	FALSE	0	0	FALSE	FALSE	10
GTF2B	2959	human	TRUE	0	0	FALSE	FALSE	10
HEY2	23493	human	TRUE	0	0	FALSE	FALSE	10
HIPK2	28996	human	FALSE	0	0	FALSE	FALSE	10
HOXC8	3224	human	TRUE	0	0	FALSE	FALSE	10
IFI16	3428	human	FALSE	0	0	FALSE	FALSE	10
IRS1	3667	human	FALSE	0	0	FALSE	FALSE	10
KLF11	8462	human	TRUE	0	0	FALSE	FALSE	10
KLF9	687	human	TRUE	0	0	FALSE	FALSE	10
NAB2	4665	human	FALSE	0	0	FALSE	FALSE	10
NR1H2	7376	human	TRUE	0	0	FALSE	FALSE	10
NSD2	7468	human	FALSE	0	0	FALSE	FALSE	10
PLAG1	5324	human	TRUE	0	0	FALSE	FALSE	10
PRDM16	63976	human	TRUE	0	0	FALSE	FALSE	10
RAG1	5896	human	TRUE	0	0	FALSE	FALSE	10
SUMO1	7341	human	FALSE	0	0	FALSE	FALSE	10
TTF1	7270	human	TRUE	0	0	FALSE	FALSE	10
ZBTB17	7709	human	TRUE	0	0	FALSE	FALSE	10
BACH2	60468	human	TRUE	0	0	FALSE	FALSE	9
CBFA2T3	863	human	FALSE	0	0	FALSE	FALSE	9
CDK7	1022	human	FALSE	0	0	FALSE	FALSE	9
CEBPZ	10153	human	TRUE	0	0	FALSE	FALSE	9
CRY1	1407	human	FALSE	0	0	FALSE	FALSE	9
ELK4	2005	human	TRUE	0	0	FALSE	FALSE	9
ETV2	2116	human	TRUE	0	0	FALSE	FALSE	9
FHL2	2274	human	FALSE	0	0	FALSE	FALSE	9
HMGA2	8091	human	TRUE	0	0	FALSE	FALSE	9
HOXB4	3214	human	TRUE	0	0	FALSE	FALSE	9
ING1	3621	human	FALSE	0	0	FALSE	FALSE	9
INSM1	3642	human	TRUE	0	0	FALSE	FALSE	9
KLF13	51621	human	TRUE	0	0	FALSE	FALSE	9
KLF3	51274	human	TRUE	0	0	FALSE	FALSE	9
KLF7	8609	human	TRUE	0	0	FALSE	FALSE	9
LOC101928269	101928269	human	FALSE	0	0	FALSE	FALSE	9
MAFG	4097	human	TRUE	0	0	FALSE	FALSE	9
MCM2	4171	human	FALSE	0	0	FALSE	FALSE	9
MED23	9439	human	FALSE	0	0	FALSE	FALSE	9
PBX2	5089	human	TRUE	0	0	FALSE	FALSE	9
PIAS3	10401	human	FALSE	0	0	FALSE	FALSE	9
PIN1	5300	human	TRUE	0	0	FALSE	FALSE	9
RXRB	6257	human	TRUE	0	0	FALSE	FALSE	9
SKIL	6498	human	TRUE	0	0	FALSE	FALSE	9
SSB	6741	human	FALSE	0	0	FALSE	FALSE	9
SUPT5H	6829	human	FALSE	0	0	FALSE	FALSE	9
TBX6	6911	human	TRUE	0	0	FALSE	FALSE	9
TP53BP1	7158	human	FALSE	0	0	FALSE	FALSE	9
ZBTB33	10009	human	TRUE	0	0	FALSE	FALSE	9
AATF	26574	human	FALSE	0	0	FALSE	FALSE	8
APCS	325	human	FALSE	0	0	FALSE	FALSE	8
BHLHE40	8553	human	TRUE	0	0	FALSE	FALSE	8
CBFB	865	human	FALSE	0	0	FALSE	FALSE	8
CBX3	11335	human	FALSE	0	0	FALSE	FALSE	8
CEBPG	1054	human	TRUE	0	0	FALSE	FALSE	8
CRTC1	23373	human	FALSE	0	0	FALSE	FALSE	8
CTBP1	1487	human	FALSE	0	0	FALSE	FALSE	8
CTCFL	140690	human	TRUE	0	0	FALSE	FALSE	8
DACH1	1602	human	TRUE	0	0	FALSE	FALSE	8
DBT	1629	human	FALSE	0	0	FALSE	FALSE	8
DDX5	1655	human	FALSE	0	0	FALSE	FALSE	8
DMP1	1758	human	FALSE	0	0	FALSE	FALSE	8
E2F7	144455	human	TRUE	0	0	FALSE	FALSE	8
ELF5	2001	human	TRUE	0	0	FALSE	FALSE	8
ELL	8178	human	FALSE	0	0	FALSE	FALSE	8
HLF	3131	human	TRUE	0	0	FALSE	FALSE	8
HOXB13	10481	human	TRUE	0	0	FALSE	FALSE	8
ING4	51147	human	FALSE	0	0	FALSE	FALSE	8
IRAK1	3654	human	FALSE	0	0	FALSE	FALSE	8
KDM4A	9682	human	FALSE	0	0	FALSE	FALSE	8
KMT2D	8085	human	FALSE	0	0	FALSE	FALSE	8
MXI1	4601	human	TRUE	0	0	FALSE	FALSE	8
NR2F6	2063	human	TRUE	0	0	FALSE	FALSE	8
NRIP1	8204	human	FALSE	0	0	FALSE	FALSE	8
PA2G4	5036	human	TRUE	0	0	FALSE	FALSE	8
PEG3	5178	human	TRUE	0	0	FALSE	FALSE	8
PIAS2	9063	human	FALSE	0	0	FALSE	FALSE	8
RUNX1T1	862	human	FALSE	0	0	FALSE	FALSE	8
SFPQ	6421	human	FALSE	0	0	FALSE	FALSE	8
SIX2	10736	human	TRUE	0	0	FALSE	FALSE	8
SMARCB1	6598	human	FALSE	0	0	FALSE	FALSE	8
TET1	80312	human	TRUE	0	0	FALSE	FALSE	8
TFEB	7942	human	TRUE	0	0	FALSE	FALSE	8
XPC	7508	human	FALSE	0	0	FALSE	FALSE	8
ATP6V1E2	90423	human	FALSE	0	0	FALSE	FALSE	7
DMTF1	9988	human	TRUE	0	0	FALSE	FALSE	7
DUX4	100288687	human	FALSE	0	0	FALSE	FALSE	7
EHF	26298	human	TRUE	0	0	FALSE	FALSE	7
FUBP1	8880	human	FALSE	0	0	FALSE	FALSE	7
GABPB1	2553	human	FALSE	0	0	FALSE	FALSE	7
HMGB2	3148	human	FALSE	0	0	FALSE	FALSE	7
KDM2A	22992	human	TRUE	0	0	FALSE	FALSE	7
KHDRBS1	10657	human	FALSE	0	0	FALSE	FALSE	7
KIAA0100	9703	human	FALSE	0	0	FALSE	FALSE	7
LMNA	4000	human	FALSE	0	0	FALSE	FALSE	7
LYL1	4066	human	TRUE	0	0	FALSE	FALSE	7
MLLT3	4300	human	FALSE	0	0	FALSE	FALSE	7
MYF6	4618	human	TRUE	0	0	FALSE	FALSE	7
NCOA4	8031	human	FALSE	0	0	FALSE	FALSE	7
NEUROG1	4762	human	TRUE	0	0	FALSE	FALSE	7
NR2E3	10002	human	TRUE	0	0	FALSE	FALSE	7
PAX4	5078	human	TRUE	0	0	FALSE	FALSE	7
PLAGL2	5326	human	TRUE	0	0	FALSE	FALSE	7
POU4F2	5458	human	TRUE	0	0	FALSE	FALSE	7
SETD1A	9739	human	FALSE	0	0	FALSE	FALSE	7
SHOX2	6474	human	TRUE	0	0	FALSE	FALSE	7
SKP1	6500	human	FALSE	0	0	FALSE	FALSE	7
SMARCA5	8467	human	FALSE	0	0	FALSE	FALSE	7
SMARCC1	6599	human	FALSE	0	0	FALSE	FALSE	7
TEAD2	8463	human	TRUE	0	0	FALSE	FALSE	7
TET3	200424	human	TRUE	0	0	FALSE	FALSE	7
TGFB1I1	7041	human	FALSE	0	0	FALSE	FALSE	7
VSX2	338917	human	TRUE	0	0	FALSE	FALSE	7
ZFPM1	161882	human	TRUE	0	0	FALSE	FALSE	7
ZHX2	22882	human	TRUE	0	0	FALSE	FALSE	7
CBX5	23468	human	FALSE	0	0	FALSE	FALSE	6
CBX8	57332	human	FALSE	0	0	FALSE	FALSE	6
CDC73	79577	human	FALSE	0	0	FALSE	FALSE	6
DDB2	1643	human	FALSE	0	0	FALSE	FALSE	6
DEK	7913	human	FALSE	0	0	FALSE	FALSE	6
DNMT3L	29947	human	FALSE	0	0	FALSE	FALSE	6
EGR4	1961	human	TRUE	0	0	FALSE	FALSE	6
