DTRI_ID	Experiment_ID	TF_Symbol_Human	Target_Symbol_Human	Experiment_Type	Method	TF_Source_Type
tri_01659	exp_3751	FOXA2	NEUROG2	binding	chip	not_applicable
tri_01738	exp_0620	FOXA2	PDX1	binding	chip	not_applicable
tri_01738	exp_2407	FOXA2	PDX1	binding	emsa	cell_line
tri_03123	exp_0210	TCF7L2	MYC	binding	chip	not_applicable
tri_03123	exp_1466	TCF7L2	MYC	binding	chip	not_applicable
tri_03123	exp_1692	TCF7L2	MYC	binding	chip	not_applicable
tri_03123	exp_1725	TCF7L2	MYC	binding	chip	not_applicable
tri_03123	exp_2275	TCF7L2	MYC	binding	chip	not_applicable
tri_03123	exp_0656	TCF7L2	MYC	binding	chip	not_applicable
tri_03123	exp_0211	TCF7L2	MYC	binding	emsa	unknown
tri_03123	exp_0657	TCF7L2	MYC	binding	emsa	primary_tissue
tri_03124	exp_1691	TCF7L2	PLAUR	binding	chip	not_applicable
tri_03643	exp_1401	TCF7L2	JUN	binding	chip	not_applicable
tri_10381	exp_2824	TCF7L2	FGF18	binding	chip	not_applicable
tri_10381	exp_2827	TCF7L2	FGF18	binding	emsa	cell_line
tri_10389	exp_2274	TCF7L2	VIM	binding	chip	not_applicable
tri_10721	exp_0735	FOXA2	not_applicable	binding	chip	not_applicable
tri_10721	exp_0736	FOXA2	not_applicable	binding	emsa	cell_line
tri_10731	exp_2630	FOXA2	HADH	binding	chip	not_applicable
tri_10734	exp_1265	FOXA2	IGF1	binding	emsa	unknown
tri_10734	exp_1267	FOXA2	IGF1	binding	emsa	cell_line
tri_10734	exp_1266	FOXA2	IGF1	binding	emsa	primary_tissue
tri_10742	exp_0603	FOXA2	HHEX	binding	emsa	unknown
tri_13462	exp_1748	FOXA2	GFER	binding	emsa	cell_line
tri_17563	exp_1775	TCF7L2	ABCB1	binding	emsa	cell_line
tri_17571	exp_1679	TCF7L2	STARD7	binding	chip	not_applicable
tri_17572	exp_0149	TCF7L2	STAT3	binding	chip	not_applicable
tri_17572	exp_0150	TCF7L2	STAT3	binding	emsa	cell_line
tri_19115	exp_3556	FOXA2	BIRC2	binding	chip	not_applicable
tri_19115	exp_3555	FOXA2	BIRC2	binding	chip	not_applicable
tri_19122	exp_3550	FOXA2	FERD3L	binding	chip	not_applicable
tri_19123	exp_3010	FOXA2	G6PC2	binding	chip	not_applicable
tri_19123	exp_3009	FOXA2	G6PC2	binding	emsa	cell_line
tri_19124	exp_3282	FOXA2	GLI2	binding	chip	not_applicable
tri_19133	exp_2524	FOXA2	MAP1B	binding	emsa	unknown
tri_19136	exp_2939	FOXA2	MUC2	binding	chip	not_applicable
tri_19136	exp_2940	FOXA2	MUC2	binding	emsa	cell_line
tri_19140	exp_2724	FOXA2	REG3G	binding	chip	not_applicable
tri_19143	exp_3543	FOXA2	ST18	binding	chip	not_applicable
tri_19146	exp_1341	FOXA2	WNT7B	binding	emsa	cell_line
tri_22939	exp_0521	FOXA2	CDKN1A	binding	chip	not_applicable
tri_22940	exp_0516	FOXA2	CITED2	binding	chip	not_applicable
tri_22941	exp_2220	FOXA2	ADORA2B	binding	chip	not_applicable
tri_22942	exp_2197	FOXA2	CYP2A13	binding	chip	not_applicable
tri_22943	exp_0524	FOXA2	CADM1	binding	chip	not_applicable
tri_22945	exp_2194	FOXA2	ABCB1	binding	chip	not_applicable
tri_22946	exp_2222	FOXA2	ANO2	binding	chip	not_applicable
tri_22947	exp_0518	FOXA2	BAX	binding	chip	not_applicable
tri_22948	exp_2224	FOXA2	SLC12A2	binding	chip	not_applicable
tri_22950	exp_2331	FOXA2	MUC5B	binding	chip	not_applicable
tri_22950	exp_2330	FOXA2	MUC5B	binding	chip	not_applicable
tri_22951	exp_2200	FOXA2	UGT2B17	binding	chip	not_applicable
tri_22952	exp_0364	FOXA2	FTO	binding	chip	not_applicable
tri_22952	exp_0365	FOXA2	FTO	binding	emsa	cell_line
tri_22953	exp_0526	FOXA2	NR0B2	binding	chip	not_applicable
tri_22954	exp_2218	FOXA2	SLC4A4	binding	chip	not_applicable
tri_23334	exp_2994	TCF7L2	CDX2	binding	chip	not_applicable
tri_23335	exp_2984	TCF7L2	COPS5	binding	chip	not_applicable
tri_23336	exp_2053	TCF7L2	KIF12	binding	chip	not_applicable
tri_23337	exp_1528	TCF7L2	NOTUM	binding	chip	not_applicable
tri_23338	exp_3235	TCF7L2	CCN2	binding	emsa	cell_line
tri_23339	exp_2054	TCF7L2	E2F1	binding	chip	not_applicable
tri_23340	exp_1418	TCF7L2	EDN1	binding	chip	not_applicable
tri_23340	exp_1427	TCF7L2	EDN1	binding	chip	not_applicable
tri_23341	exp_1868	TCF7L2	AKT2	binding	chip	not_applicable
tri_23342	exp_3732	TCF7L2	BACE1	binding	chip	not_applicable
tri_23343	exp_0357	TCF7L2	HMGA1	binding	chip	not_applicable
tri_23343	exp_0355	TCF7L2	HMGA1	binding	emsa	cell_line
tri_23345	exp_2049	TCF7L2	KIF15	binding	chip	not_applicable
tri_23346	exp_1464	TCF7L2	CCND1	binding	chip	not_applicable
tri_23347	exp_1606	TCF7L2	BCL2L2	binding	chip	not_applicable
tri_23348	exp_3857	TCF7L2	SCN5A	binding	chip	not_applicable
tri_23349	exp_2051	TCF7L2	CXCL12	binding	chip	not_applicable
tri_23350	exp_2050	TCF7L2	NCAPG	binding	chip	not_applicable
tri_23351	exp_2052	TCF7L2	SOX5	binding	chip	not_applicable
tri_23352	exp_1917	TCF7L2	SPP1	binding	chip	not_applicable
tri_23354	exp_1948	TCF7L2	ZEB1	binding	chip	not_applicable
tri_23356	exp_2098	TCF7L2	SQSTM1	binding	chip	not_applicable
tri_01857	exp_1589	CUX1	ECT2	binding	chip	not_applicable
tri_01858	exp_1593	CUX1	KIF23	binding	chip	not_applicable
tri_01859	exp_1591	CUX1	RACGAP1	binding	chip	not_applicable
tri_12726	exp_2950	CUX1	CDKN1B	binding	chip	not_applicable
tri_12726	exp_3079	CUX1	CDKN1B	binding	chip	not_applicable
tri_12729	exp_1568	CUX1	CYBB	binding	chip	not_applicable
tri_22740	exp_1652	CUX1	CDH2	binding	chip	not_applicable
tri_22741	exp_1656	CUX1	OCLN	binding	chip	not_applicable
tri_22743	exp_1570	CUX1	CEBPE	binding	chip	not_applicable
tri_22745	exp_1569	CUX1	DEFA1	binding	chip	not_applicable
tri_22746	exp_1647	CUX1	RHOBTB3	binding	chip	not_applicable
tri_22747	exp_1661	CUX1	FLNA	binding	chip	not_applicable
tri_22748	exp_1649	CUX1	ITGB2	binding	chip	not_applicable
tri_22749	exp_1888	CUX1	KISS1	binding	chip	not_applicable
tri_22750	exp_1644	CUX1	ARHGDIB	binding	chip	not_applicable
tri_22751	exp_1662	CUX1	MARCKS	binding	chip	not_applicable
tri_22752	exp_2948	CUX1	MYC	binding	chip	not_applicable
tri_22753	exp_3932	CUX1	NCAM1	binding	emsa	unknown
tri_22754	exp_2574	CUX1	NEU1	binding	emsa	primary_tissue
tri_22755	exp_1660	CUX1	LIMA1	binding	chip	not_applicable
tri_22756	exp_1650	CUX1	PNN	binding	chip	not_applicable
tri_22757	exp_0627	CUX1	POLA1	binding	chip	not_applicable
tri_22757	exp_1510	CUX1	POLA1	binding	chip	not_applicable
tri_22757	exp_0628	CUX1	POLA1	binding	emsa	cell_line
tri_22758	exp_1646	CUX1	RASIP1	binding	chip	not_applicable
tri_22759	exp_1663	CUX1	PTK2	binding	chip	not_applicable
tri_22760	exp_1651	CUX1	PCDH10	binding	chip	not_applicable
tri_22761	exp_2478	CUX1	SI	binding	emsa	unknown
tri_22762	exp_1667	CUX1	SNAI2	binding	chip	not_applicable
tri_22763	exp_1666	CUX1	SNAI1	binding	chip	not_applicable
tri_22764	exp_1664	CUX1	THBS1	binding	chip	not_applicable
tri_22765	exp_1658	CUX1	VIM	binding	chip	not_applicable
tri_22767	exp_1665	CUX1	CCN5	binding	chip	not_applicable
tri_22768	exp_1961	CUX1	PTTG1	binding	chip	not_applicable
tri_22769	exp_1645	CUX1	RAB36	binding	chip	not_applicable
tri_22770	exp_1648	CUX1	ARHGAP32	binding	chip	not_applicable
tri_22771	exp_1654	CUX1	CDH1	binding	chip	not_applicable
tri_00167	exp_1540	LEF1	IL4	binding	emsa	cell_line
tri_01606	exp_1089	CTNNB1	RUNX2	binding	chip	not_applicable
tri_03622	exp_2870	LEF1	CDH1	binding	chip	not_applicable
tri_03632	exp_1465	CTNNB1	CCND1	binding	chip	not_applicable
tri_03632	exp_1321	CTNNB1	CCND1	binding	emsa	cell_line
tri_03644	exp_0209	CTNNB1	MYC	binding	chip	not_applicable
tri_03644	exp_1467	CTNNB1	MYC	binding	chip	not_applicable
tri_03644	exp_0660	CTNNB1	MYC	binding	emsa	primary_tissue
tri_04004	exp_2484	LEF1	RAG2	binding	chip	not_applicable
tri_04004	exp_2485	LEF1	RAG2	binding	emsa	unknown
tri_08646	exp_3161	CTNNB1	E2F1	binding	emsa	cell_line
tri_08662	exp_2825	CTNNB1	FGF18	binding	chip	not_applicable
tri_08703	exp_1399	CTNNB1	JUN	binding	chip	not_applicable
tri_08741	exp_2605	CTNNB1	NEUROG1	binding	chip	not_applicable
tri_08767	exp_0811	CTNNB1	PTGS2	binding	chip	not_applicable
tri_08767	exp_2678	CTNNB1	PTGS2	binding	emsa	cell_line
tri_08794	exp_1914	CTNNB1	SPP1	binding	chip	not_applicable
tri_08795	exp_1676	CTNNB1	STARD7	binding	chip	not_applicable
tri_09623	exp_0712	LEF1	CDX4	binding	chip	not_applicable
tri_09623	exp_0713	LEF1	CDX4	binding	chip	not_applicable
tri_09623	exp_0714	LEF1	CDX4	binding	emsa	cell_line
tri_09626	exp_0647	LEF1	DLL1	binding	chip	not_applicable
tri_09626	exp_0648	LEF1	DLL1	binding	emsa	unknown
tri_11693	exp_3268	LEF1	PITX2	binding	chip	not_applicable
tri_12720	exp_1769	CTNNB1	PLD1	binding	chip	not_applicable
tri_14573	exp_1320	LEF1	CCND1	binding	emsa	cell_line
tri_14579	exp_1958	LEF1	CYLD	binding	chip	not_applicable
tri_14585	exp_1327	LEF1	MMP7	binding	emsa	unknown
tri_14586	exp_2930	LEF1	MYC	binding	chip	not_applicable
tri_18642	exp_0905	CTNNB1	ATOH1	binding	chip	not_applicable
tri_18664	exp_0822	CTNNB1	MMP13	binding	chip	not_applicable
tri_18669	exp_3269	CTNNB1	PITX2	binding	chip	not_applicable
tri_18672	exp_1354	CTNNB1	SMC3	binding	emsa	cell_line
tri_18672	exp_1355	CTNNB1	SMC3	binding	emsa	cell_line
tri_19796	exp_3489	LEF1	COL2A1	binding	chip	not_applicable
tri_19796	exp_3490	LEF1	COL2A1	binding	emsa	primary_tissue
tri_19797	exp_1118	LEF1	DKK1	binding	chip	not_applicable
tri_19797	exp_1119	LEF1	DKK1	binding	emsa	unknown
tri_19804	exp_1050	LEF1	MESP1	binding	chip	not_applicable
tri_19804	exp_1052	LEF1	MESP1	binding	emsa	unknown
tri_19805	exp_0817	LEF1	MMP13	binding	chip	not_applicable
tri_19805	exp_3140	LEF1	MMP13	binding	chip	not_applicable
tri_19805	exp_0818	LEF1	MMP13	binding	emsa	cell_line
tri_19806	exp_2561	LEF1	MSX2	binding	chip	not_applicable
tri_19807	exp_2441	LEF1	NCAM1	binding	emsa	cell_line
tri_19811	exp_3245	LEF1	POU5F1	binding	chip	not_applicable
tri_19812	exp_0814	LEF1	PTGS2	binding	chip	not_applicable
tri_19812	exp_3138	LEF1	PTGS2	binding	chip	not_applicable
tri_22717	exp_0933	CTNNB1	ENAM	binding	chip	not_applicable
tri_22718	exp_2986	CTNNB1	COPS5	binding	chip	not_applicable
tri_22719	exp_1526	CTNNB1	NOTUM	binding	chip	not_applicable
tri_22720	exp_3233	CTNNB1	CCN2	binding	chip	not_applicable
tri_22723	exp_3734	CTNNB1	BACE1	binding	chip	not_applicable
tri_22724	exp_0358	CTNNB1	HMGA1	binding	chip	not_applicable
tri_22724	exp_0356	CTNNB1	HMGA1	binding	emsa	cell_line
tri_22725	exp_3381	CTNNB1	HES1	binding	chip	not_applicable
tri_22730	exp_2003	CTNNB1	ENAH	binding	chip	not_applicable
tri_22730	exp_2004	CTNNB1	ENAH	binding	chip	not_applicable
tri_22730	exp_2005	CTNNB1	ENAH	binding	chip	not_applicable
tri_22730	exp_2006	CTNNB1	ENAH	binding	chip	not_applicable
tri_22732	exp_1604	CTNNB1	BCL2L2	binding	chip	not_applicable
tri_22733	exp_3854	CTNNB1	SCN5A	binding	chip	not_applicable
tri_22736	exp_1944	CTNNB1	ZEB1	binding	chip	not_applicable
tri_22739	exp_2100	CTNNB1	SQSTM1	binding	chip	not_applicable
tri_23148	exp_0932	LEF1	ENAM	binding	chip	not_applicable
tri_23148	exp_0934	LEF1	ENAM	binding	emsa	unknown
tri_23149	exp_2931	LEF1	CDKN1A	binding	chip	not_applicable
tri_23153	exp_2508	LEF1	FGF4	binding	emsa	unknown
tri_23155	exp_0018	LEF1	CELA2A	binding	chip	not_applicable
tri_23155	exp_0019	LEF1	CELA2A	binding	emsa	unknown
tri_23159	exp_2248	LEF1	TYR	binding	chip	not_applicable
tri_23160	exp_3553	LEF1	CXCR4	binding	chip	not_applicable
tri_00175	exp_2467	EGR1	TNF	binding	emsa	cell_line
tri_01445	exp_0060	EGR1	HPSE	binding	chip	not_applicable
tri_01445	exp_0061	EGR1	HPSE	binding	emsa	cell_line
tri_01920	exp_1348	EGR1	F3	binding	emsa	primary_cell
tri_01920	exp_3250	EGR1	F3	binding	emsa	cell_line
tri_01923	exp_1537	EGR1	HIF1A	binding	chip	not_applicable
tri_01934	exp_1631	EGR1	VEGFA	binding	chip	not_applicable
tri_01934	exp_1632	EGR1	VEGFA	binding	chip	not_applicable
tri_03913	exp_0036	EGR1	SOCS1	binding	chip	not_applicable
tri_03913	exp_0037	EGR1	SOCS1	binding	chip	not_applicable
tri_04707	exp_1640	HIF1A	ACE	binding	chip	not_applicable
tri_05062	exp_3448	EGR1	LHB	binding	chip	not_applicable
tri_05154	exp_2105	EGR1	PER2	binding	chip	not_applicable
tri_05494	exp_0163	EGR1	BAX	binding	chip	not_applicable
tri_05494	exp_0164	EGR1	BAX	binding	emsa	cell_line
tri_05621	exp_1717	HIF1A	CXCR4	binding	chip	not_applicable
tri_05635	exp_3166	EGR1	SOX18	binding	emsa	cell_line
tri_05850	exp_2621	EGR1	EP300	binding	chip	not_applicable
tri_05851	exp_2623	EGR1	CREBBP	binding	chip	not_applicable
tri_06024	exp_2482	EGR1	TGFBR2	binding	emsa	cell_line
tri_07919	exp_2203	HIF1A	VTCN1	binding	chip	not_applicable
tri_09542	exp_1358	HIF1A	BNIP3	binding	emsa	unknown
tri_09550	exp_3964	HIF1A	LDHA	binding	emsa	cell_line
tri_11671	exp_2666	HIF1A	EGLN1	binding	emsa	cell_line
tri_11672	exp_1386	HIF1A	EGLN3	binding	chip	not_applicable
tri_11673	exp_1739	HIF1A	GYS1	binding	chip	not_applicable
tri_11928	exp_1373	HIF1A	RORA	binding	emsa	unknown
tri_12923	exp_3431	EGR1	CACNA1H	binding	chip	not_applicable
tri_12949	exp_1723	EGR1	STIM1	binding	chip	not_applicable
tri_13953	exp_1642	HIF1A	ACE2	binding	chip	not_applicable
tri_13985	exp_3168	HIF1A	RECK	binding	chip	not_applicable
tri_18777	exp_0108	EGR1	BIRC5	binding	chip	not_applicable
tri_18777	exp_0109	EGR1	BIRC5	binding	chip	not_applicable
tri_18777	exp_0110	EGR1	BIRC5	binding	emsa	cell_line
tri_18777	exp_0111	EGR1	BIRC5	binding	emsa	cell_line
tri_18804	exp_0129	EGR1	PTPRZ1	binding	chip	not_applicable
tri_18804	exp_0130	EGR1	PTPRZ1	binding	emsa	primary_cell
tri_18804	exp_0131	EGR1	PTPRZ1	binding	emsa	primary_cell
tri_18807	exp_3931	EGR1	THBS1	binding	emsa	cell_line
tri_19420	exp_2847	HIF1A	BACE1	binding	emsa	cell_line
tri_22625	exp_2637	HIF1A	CCN2	binding	emsa	cell_line
tri_22788	exp_1456	EGR1	GNAQ	binding	emsa	cell_line
tri_22789	exp_0096	EGR1	ID2	binding	chip	not_applicable
tri_22789	exp_0097	EGR1	ID2	binding	emsa	primary_tissue
tri_22790	exp_1952	EGR1	MST1R	binding	chip	not_applicable
tri_22791	exp_3109	EGR1	PER1	binding	chip	not_applicable
tri_22791	exp_3812	EGR1	PER1	binding	chip	not_applicable
tri_22922	exp_2328	HIF1A	SPRY2	binding	chip	not_applicable
tri_22923	exp_1687	HIF1A	SEMA4D	binding	chip	not_applicable
tri_22924	exp_2073	HIF1A	CYP19A1	binding	chip	not_applicable
tri_22925	exp_0343	HIF1A	ATP13A2	binding	chip	not_applicable
tri_22925	exp_0345	HIF1A	ATP13A2	binding	emsa	cell_line
tri_22926	exp_1942	HIF1A	GATA1	binding	chip	not_applicable
tri_22927	exp_3684	HIF1A	CD274	binding	chip	not_applicable
tri_22928	exp_2336	HIF1A	HES1	binding	chip	not_applicable
tri_22929	exp_3025	HIF1A	HSD3B2	binding	emsa	cell_line
tri_22930	exp_1476	HIF1A	CXCR1	binding	chip	not_applicable
tri_22931	exp_1478	HIF1A	CXCR2	binding	chip	not_applicable
tri_22932	exp_0528	HIF1A	NOS1	binding	chip	not_applicable
tri_22932	exp_0529	HIF1A	NOS1	binding	emsa	cell_line
tri_22933	exp_1472	HIF1A	NTRK2	binding	chip	not_applicable
tri_22933	exp_1473	HIF1A	NTRK2	binding	emsa	cell_line
tri_22934	exp_0369	HIF1A	PROX1	binding	chip	not_applicable
tri_22934	exp_0371	HIF1A	PROX1	binding	emsa	cell_line
tri_22935	exp_1991	HIF1A	S100A8	binding	chip	not_applicable
tri_22936	exp_1994	HIF1A	S100A9	binding	chip	not_applicable
tri_22937	exp_2259	HIF1A	PRDX2	binding	chip	not_applicable
tri_22938	exp_2062	HIF1A	ATRIP	binding	chip	not_applicable
tri_00596	exp_2213	FOXO1	CCL20	binding	chip	not_applicable
tri_00597	exp_2206	FOXO1	TGFB1	binding	chip	not_applicable
tri_01318	exp_1515	SOX9	COL2A1	binding	chip	not_applicable
tri_01318	exp_1521	SOX9	COL2A1	binding	chip	not_applicable
tri_01318	exp_3648	SOX9	COL2A1	binding	chip	not_applicable
tri_01318	exp_1514	SOX9	COL2A1	binding	emsa	cell_line
tri_07208	exp_2804	FOXO1	ADIPOQ	binding	chip	not_applicable
tri_07208	exp_2803	FOXO1	ADIPOQ	binding	emsa	unknown
tri_07209	exp_1078	FOXO1	RETN	binding	chip	not_applicable
tri_07209	exp_1079	FOXO1	RETN	binding	emsa	unknown
tri_09074	exp_1523	FOXO1	ABCB1	binding	emsa	cell_line
tri_09110	exp_3629	FOXO1	CDKN1A	binding	chip	not_applicable
tri_09136	exp_1349	FOXO1	G6PC	binding	chip	not_applicable
tri_09136	exp_1350	FOXO1	G6PC	binding	emsa	unknown
tri_09153	exp_2037	FOXO1	KLF2	binding	chip	not_applicable
tri_11142	exp_0871	FOXO1	CEBPB	binding	chip	not_applicable
tri_11186	exp_2987	FOXO1	CLDN5	binding	chip	not_applicable
tri_11212	exp_3452	SOX9	not_applicable	binding	chip	not_applicable
tri_11212	exp_3453	SOX9	not_applicable	binding	emsa	unknown
tri_11216	exp_0805	SOX9	COMP	binding	chip	not_applicable
tri_11216	exp_0806	SOX9	COMP	binding	emsa	unknown
tri_11222	exp_2669	SOX9	VNN1	binding	emsa	unknown
tri_13521	exp_1708	FOXO1	EDN1	binding	chip	not_applicable
tri_13531	exp_1875	FOXO1	RAG1	binding	chip	not_applicable
tri_16749	exp_3228	SOX9	BEST1	binding	chip	not_applicable
tri_16751	exp_1618	SOX9	CDKN1A	binding	chip	not_applicable
tri_16754	exp_0193	SOX9	HES1	binding	chip	not_applicable
tri_16754	exp_0194	SOX9	HES1	binding	emsa	unknown
tri_16756	exp_1203	SOX9	MIA	binding	chip	not_applicable
tri_16756	exp_1204	SOX9	MIA	binding	emsa	unknown
tri_21583	exp_3424	SOX9	COMMD3-BMI1	binding	chip	not_applicable
tri_21589	exp_1468	SOX9	FURIN	binding	chip	not_applicable
tri_21589	exp_1471	SOX9	FURIN	binding	chip	not_applicable
tri_21589	exp_1469	SOX9	FURIN	binding	emsa	cell_line
tri_21593	exp_1316	SOX9	PDX1	binding	chip	not_applicable
tri_21595	exp_1836	SOX9	PIK3CA	binding	emsa	cell_line
tri_22666	exp_3229	SOX9	CCN2	binding	chip	not_applicable
tri_22666	exp_3231	SOX9	CCN2	binding	emsa	cell_line
tri_22826	exp_0910	FOXO1	CTSL	binding	emsa	unknown
tri_22827	exp_0909	FOXO1	CTSV	binding	chip	not_applicable
tri_22828	exp_1015	FOXO1	DDX5	binding	chip	not_applicable
tri_22830	exp_1021	FOXO1	GCDH	binding	chip	not_applicable
tri_22831	exp_0038	FOXO1	APOC3	binding	chip	not_applicable
tri_22831	exp_0039	FOXO1	APOC3	binding	chip	not_applicable
tri_22831	exp_0040	FOXO1	APOC3	binding	emsa	unknown
tri_22832	exp_3901	FOXO1	IL9	binding	chip	not_applicable
tri_22833	exp_3904	FOXO1	IRF4	binding	chip	not_applicable
tri_22834	exp_2208	FOXO1	SERPINB2	binding	chip	not_applicable
tri_22835	exp_1009	FOXO1	PLTP	binding	chip	not_applicable
tri_22836	exp_1006	FOXO1	PPA1	binding	chip	not_applicable
tri_22837	exp_1877	FOXO1	RAG2	binding	chip	not_applicable
tri_22838	exp_1018	FOXO1	GALNT14	binding	chip	not_applicable
tri_22839	exp_1003	FOXO1	NDNF	binding	chip	not_applicable
tri_22840	exp_3276	FOXO1	NR0B2	binding	chip	not_applicable
tri_22841	exp_1012	FOXO1	MCM3AP	binding	chip	not_applicable
tri_23268	exp_1859	SOX9	GJB6	binding	emsa	cell_line
tri_23269	exp_3816	SOX9	MECOM	binding	chip	not_applicable
tri_23269	exp_3817	SOX9	MECOM	binding	chip	not_applicable
tri_23269	exp_3818	SOX9	MECOM	binding	chip	not_applicable
tri_23269	exp_3819	SOX9	MECOM	binding	chip	not_applicable
tri_23271	exp_3824	SOX9	JUNB	binding	chip	not_applicable
tri_23271	exp_3825	SOX9	JUNB	binding	chip	not_applicable
tri_23271	exp_3826	SOX9	JUNB	binding	chip	not_applicable
tri_23271	exp_3827	SOX9	JUNB	binding	chip	not_applicable
tri_00361	exp_2917	PBX1	IL10	binding	chip	not_applicable
tri_00361	exp_2918	PBX1	IL10	binding	emsa	primary_cell
tri_02352	exp_3036	MYC	CCND1	binding	emsa	unknown
tri_02366	exp_1325	MYC	CDK4	binding	emsa	unknown
tri_02469	exp_1557	MYC	NME1	binding	chip	not_applicable
tri_02485	exp_1555	MYC	PPAT	binding	chip	not_applicable
tri_02521	exp_1866	MYC	TERT	binding	chip	not_applicable
tri_02561	exp_1553	MYC	PAICS	binding	chip	not_applicable
tri_04523	exp_0212	PBX1	CFTR	binding	emsa	cell_line
tri_06677	exp_0304	PBX1	CDKN2B	binding	chip	not_applicable
tri_06679	exp_0309	PBX1	CDH1	binding	chip	not_applicable
tri_09765	exp_3033	MYC	TP53	binding	emsa	unknown
tri_09898	exp_0201	PBX1	NANOG	binding	chip	not_applicable
tri_09898	exp_0202	PBX1	NANOG	binding	emsa	cell_line
tri_11250	exp_2390	PBX1	FGF8	binding	emsa	primary_cell
tri_11252	exp_2366	PBX1	CYP17A1	binding	emsa	cell_line
tri_11252	exp_2353	PBX1	CYP17A1	binding	emsa	cell_line
tri_11252	exp_2361	PBX1	CYP17A1	binding	emsa	cell_line
tri_11256	exp_3022	PBX1	PAX3	binding	emsa	unknown
tri_11260	exp_2746	PBX1	NR5A1	binding	chip	not_applicable
tri_11260	exp_2747	PBX1	NR5A1	binding	emsa	unknown
tri_11262	exp_3148	PBX1	SOX3	binding	emsa	cell_line
tri_11264	exp_0076	PBX1	VCP	binding	chip	not_applicable
tri_11738	exp_0747	PBX1	PAX6	binding	emsa	unknown
tri_14900	exp_1397	MYC	TFAM	binding	chip	not_applicable
tri_15697	exp_3955	PBX1	HOXB1	binding	emsa	unknown
tri_20043	exp_3639	MYC	not_applicable	binding	chip	not_applicable
tri_20044	exp_2558	MYC	BCAT1	binding	emsa	cell_line
tri_20055	exp_1751	MYC	RHOA	binding	chip	not_applicable
tri_20058	exp_1586	MYC	SNAI1	binding	chip	not_applicable
tri_20058	exp_3028	MYC	SNAI1	binding	chip	not_applicable
tri_20776	exp_0940	PBX1	ALX1	binding	chip	not_applicable
tri_20778	exp_3666	PBX1	FGF10	binding	chip	not_applicable
tri_23061	exp_2237	MYC	CCAT1	binding	chip	not_applicable
tri_23062	exp_1623	MYC	PDCD10	binding	emsa	cell_line
tri_23063	exp_1549	MYC	CTPS1	binding	chip	not_applicable
tri_23064	exp_1547	MYC	ADSL	binding	chip	not_applicable
tri_23065	exp_1559	MYC	DHODH	binding	chip	not_applicable
tri_23066	exp_1561	MYC	GART	binding	chip	not_applicable
tri_23067	exp_2304	MYC	TMEM173	binding	chip	not_applicable
tri_23068	exp_1563	MYC	IMPDH1	binding	chip	not_applicable
tri_23069	exp_1565	MYC	IMPDH2	binding	chip	not_applicable
tri_23070	exp_1545	MYC	ATIC	binding	chip	not_applicable
tri_23071	exp_0120	MYC	NOP16	binding	chip	not_applicable
tri_23071	exp_0121	MYC	NOP16	binding	emsa	cell_line
tri_23072	exp_1551	MYC	PFAS	binding	chip	not_applicable
tri_23073	exp_1626	MYC	SERPINI1	binding	emsa	cell_line
tri_23074	exp_1790	MYC	RAD51	binding	chip	not_applicable
tri_23074	exp_1791	MYC	RAD51	binding	chip	not_applicable
tri_23075	exp_2240	MYC	TBX3	binding	chip	not_applicable
tri_23131	exp_3349	PBX1	SP7	binding	chip	not_applicable
tri_23134	exp_0959	PBX1	GLI3	binding	chip	not_applicable
tri_23134	exp_0960	PBX1	GLI3	binding	emsa	cell_line
tri_23135	exp_0670	PBX1	TLX1	binding	chip	not_applicable
tri_23135	exp_0671	PBX1	TLX1	binding	emsa	primary_tissue
tri_23140	exp_3641	PBX1	INPPL1	binding	chip	not_applicable
tri_23141	exp_3770	PBX1	PDGFRB	binding	chip	not_applicable
tri_23142	exp_0530	PBX1	RNF6	binding	chip	not_applicable
tri_23144	exp_3911	PBX1	SNAI1	binding	chip	not_applicable
tri_23146	exp_0544	PBX1	CD44	binding	chip	not_applicable
tri_00257	exp_1500	AHR	TNFSF13B	binding	emsa	cell_line
tri_00258	exp_1502	AHR	CXCL13	binding	emsa	cell_line
tri_00259	exp_1504	AHR	CCL1	binding	emsa	cell_line
tri_00372	exp_1508	AHR	CXCL8	binding	emsa	primary_cell
tri_00463	exp_1808	AHR	IL6	binding	chip	not_applicable
tri_01604	exp_1086	MEF2C	RUNX2	binding	chip	not_applicable
tri_01604	exp_1094	MEF2C	RUNX2	binding	emsa	unknown
tri_01750	exp_1613	AHR	CYP1A1	binding	chip	not_applicable
tri_01750	exp_1810	AHR	CYP1A1	binding	chip	not_applicable
tri_01750	exp_1573	AHR	CYP1A1	binding	emsa	cell_line
tri_01750	exp_1574	AHR	CYP1A1	binding	emsa	cell_line
tri_01750	exp_1575	AHR	CYP1A1	binding	emsa	cell_line
tri_01752	exp_1356	AHR	CYP1B1	binding	emsa	cell_line
tri_03803	exp_1506	AHR	IRF3	binding	emsa	cell_line
tri_08172	exp_3937	MEF2C	DES	binding	emsa	cell_line
tri_11976	exp_1612	AHR	CA9	binding	chip	not_applicable
tri_11982	exp_2132	AHR	MT2A	binding	chip	not_applicable
tri_18330	exp_0246	AHR	ABCC4	binding	chip	not_applicable
tri_18330	exp_0247	AHR	ABCC4	binding	emsa	cell_line
tri_19893	exp_0676	MEF2C	CALR	binding	chip	not_applicable
