DTRI_ID	EXPERIMENT_ID	PubMed_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID	Target_Entrez_ID	TF_Species	Target_Species	Experiment_Type	Context_Type	Cell_Type	Age	TFBS	Mode
tri_01616	exp_0829	17994017	RUNX1	SPI1	12394	20375	mouse	mouse	perturbation	primary_tissue	UBERON_0018549	E12.5	not_applicable	activation
tri_01616	exp_0830	17994017	RUNX1	SPI1	12394	20375	mouse	mouse	perturbation	primary_tissue	UBERON_0002107	E12.5	not_applicable	activation
tri_01616	exp_0827	17994017	RUNX1	SPI1	12394	20375	mouse	mouse	perturbation	cell_line	CLO_0001363	not_applicable	not_applicable	activation
tri_01616	exp_3635	24037986	RUNX1	SPI1	12394	20375	mouse	mouse	reporter	cell_line	CLO_0009465	not_applicable	unknown	repression
tri_01616	exp_0826	17994017	RUNX1	SPI1	12394	20375	mouse	mouse	reporter	cell_line	CLO_0001363	not_applicable	distal	activation
tri_01684	exp_0999	22451420	RUNX1	CEBPA	861	12606	human	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_01684	exp_0998	22451420	RUNX1	CEBPA	861	12606	human	mouse	perturbation	primary_tissue	UBERON_0002371	unknown	not_applicable	activation
tri_01684	exp_0992	22451420	RUNX1	CEBPA	12394	12606	mouse	mouse	binding	cell_line	CLO_0051042	not_applicable	distal	not_applicable
tri_01684	exp_0993	22451420	RUNX1	CEBPA	12394	12606	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	distal	not_applicable
tri_01684	exp_0995	22451420	RUNX1	CEBPA	12394	12606	mouse	mouse	perturbation	primary_cell	CL_0000037	unknown	not_applicable	activation
tri_01684	exp_0996	22451420	RUNX1	CEBPA	12394	12606	mouse	mouse	perturbation	primary_cell	CL_0000049	unknown	not_applicable	activation
tri_01684	exp_0997	22451420	RUNX1	CEBPA	12394	12606	mouse	mouse	perturbation	primary_cell	CL_0000557	unknown	not_applicable	activation
tri_01684	exp_0994	22451420	RUNX1	CEBPA	12394	12606	mouse	mouse	reporter	cell_line	CLO_0051042	not_applicable	distal	activation
tri_16429	exp_0236	20181616	RUNX1	ALOX12	861	239	human	human	binding	cell_line	CLO_0003679	not_applicable	proximal	not_applicable
tri_16429	exp_0237	20181616	RUNX1	ALOX12	861	239	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_16429	exp_0239	20181616	RUNX1	ALOX12	861	239	human	human	perturbation	cell_line	CLO_0003679	not_applicable	not_applicable	activation
tri_16429	exp_0238	20181616	RUNX1	ALOX12	861	239	human	human	reporter	cell_line	CLO_0003679	not_applicable	proximal	activation
tri_16436	exp_2712	16007221	RUNX1	CSF1R	12394	1436	mouse	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_16436	exp_2711	16007221	RUNX1	CSF1R	12394	12978	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_16436	exp_2713	16007221	RUNX1	CSF1R	12394	12978	mouse	mouse	reporter	cell_line	CLO_0008753	not_applicable	unknown	activation
tri_16446	exp_0381	23752185	RUNX1	MIR27A	861	407018	human	human	binding	cell_line	CLO_0007634	not_applicable	distal	not_applicable
tri_16446	exp_0382	23752185	RUNX1	MIR27A	861	407018	human	human	binding	cell_line	CLO_0037295	not_applicable	distal	not_applicable
tri_16446	exp_0383	23752185	RUNX1	MIR27A	861	407018	human	human	binding	in-vitro	not_applicable	not_applicable	distal	not_applicable
tri_16446	exp_0384	23752185	RUNX1	MIR27A	861	407018	human	human	binding	in-vitro	not_applicable	not_applicable	distal	not_applicable
tri_16446	exp_0385	23752185	RUNX1	MIR27A	861	407018	human	human	perturbation	cell_line	CLO_0007634	not_applicable	not_applicable	activation
tri_16446	exp_0386	23752185	RUNX1	MIR27A	861	407018	human	human	perturbation	cell_line	CLO_0037295	not_applicable	not_applicable	activation
tri_16447	exp_0153	18687690	RUNX1	MPL	861	4352	human	human	binding	primary_cell	CL_0000037	unknown	proximal	not_applicable
tri_16447	exp_0155	18687690	RUNX1	MPL	861	4352	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_16447	exp_0154	18687690	RUNX1	MPL	861	4352	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_16447	exp_0158	18687690	RUNX1	MPL	861	4352	human	human	perturbation	cell_line	CLO_0002952	not_applicable	not_applicable	repression
tri_16447	exp_0157	18687690	RUNX1	MPL	861	4352	human	human	perturbation	primary_cell	CL_0000037	unknown	not_applicable	repression
tri_16447	exp_0156	18687690	RUNX1	MPL	861	4352	human	human	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_16447	exp_0159	18687690	RUNX1	MPL	861	4352	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_16450	exp_2020	22898599	RUNX1	MYL9	861	10398	human	human	binding	primary_cell	CL_0000556	unknown	unknown	not_applicable
tri_16450	exp_2021	22898599	RUNX1	MYL9	861	10398	human	human	reporter	cell_line	CLO_0003679	not_applicable	unknown	activation
tri_16454	exp_0261	21129147	RUNX1	PF4	861	5196	human	human	binding	cell_line	CLO_0003679	not_applicable	proximal	not_applicable
tri_16454	exp_0262	21129147	RUNX1	PF4	861	5196	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_16454	exp_0264	21129147	RUNX1	PF4	861	5196	human	human	perturbation	cell_line	CLO_0003679	not_applicable	not_applicable	activation
tri_16454	exp_0265	21129147	RUNX1	PF4	861	5196	human	human	perturbation	cell_line	CLO_0003679	not_applicable	not_applicable	activation
tri_16454	exp_0263	21129147	RUNX1	PF4	861	5196	human	human	reporter	cell_line	CLO_0003679	not_applicable	proximal	activation
tri_16456	exp_0273	21252065	RUNX1	PRKCQ	861	5588	human	human	binding	cell_line	CLO_0003679	not_applicable	proximal	not_applicable
tri_16456	exp_0274	21252065	RUNX1	PRKCQ	861	5588	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_16456	exp_0276	21252065	RUNX1	PRKCQ	861	5588	human	human	perturbation	cell_line	CLO_0003679	not_applicable	not_applicable	activation
tri_16456	exp_0275	21252065	RUNX1	PRKCQ	861	5588	human	human	reporter	cell_line	CLO_0003679	not_applicable	proximal	activation
tri_21203	exp_3329	21498670	RUNX1	C16orf54	12394	101602	mouse	mouse	binding	primary_cell	CL_0002322	unknown	unknown	not_applicable
tri_21203	exp_3330	21498670	RUNX1	C16orf54	12394	101602	mouse	mouse	perturbation	primary_cell	CL_0002322	unknown	not_applicable	activation
tri_21204	exp_2438	11396961	RUNX1	ART1	12394	11870	mouse	mouse	perturbation	cell_line	CUSTOM_MEL_cell	not_applicable	not_applicable	activation
tri_21206	exp_3197	20385820	RUNX1	CD79A	12394	12518	mouse	mouse	perturbation	cell_line	CUSTOM_uM.2_cell	not_applicable	not_applicable	activation
tri_21207	exp_3374	21757616	RUNX1	CDKN2A	12394	12578	mouse	mouse	binding	primary_cell	CL_2000074	unknown	unknown	not_applicable
tri_21207	exp_3376	21757616	RUNX1	CDKN2A	12394	12578	mouse	mouse	perturbation	primary_cell	CL_0002092	unknown	not_applicable	activation
tri_21207	exp_3375	21757616	RUNX1	CDKN2A	12394	12578	mouse	mouse	reporter	cell_line	CLO_0002597	not_applicable	unknown	activation
tri_21208	exp_2675	15592512	RUNX1	IGFBP3	12394	16009	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_21208	exp_2677	15592512	RUNX1	IGFBP3	12394	16009	mouse	mouse	perturbation	primary_tissue	UBERON_0018549	E11.5	not_applicable	repression
tri_21208	exp_2676	15592512	RUNX1	IGFBP3	12394	16009	mouse	mouse	reporter	primary_tissue	UBERON_0018549	E11.5	unknown	repression
tri_21211	exp_3072	19229297	RUNX1	SLC22A17	12394	59049	mouse	mouse	binding	primary_cell	CL_0002092	unknown	proximal	not_applicable
tri_21211	exp_3071	19229297	RUNX1	SLC22A17	12394	59049	mouse	mouse	binding	cell_line	CLO_0001296	not_applicable	proximal	not_applicable
tri_21211	exp_3073	19229297	RUNX1	SLC22A17	12394	59049	mouse	mouse	perturbation	cell_line	CLO_0001296	not_applicable	not_applicable	repression
tri_21212	exp_1860	21576367	RUNX1	SMAD6	861	4091	human	human	binding	cell_line	CLO_0007059	not_applicable	unknown	not_applicable
tri_21212	exp_1861	21576367	RUNX1	SMAD6	12394	17130	mouse	mouse	binding	cell_line	CUSTOM_HPC7_cell	not_applicable	unknown	not_applicable
tri_21212	exp_1862	21576367	RUNX1	SMAD6	12394	17130	mouse	mouse	binding	primary_tissue	UBERON_0001040	E8.5	unknown	not_applicable
tri_21212	exp_1863	21576367	RUNX1	SMAD6	12394	17130	mouse	mouse	binding	primary_tissue	UBERON_0000947	E11.5	unknown	not_applicable
tri_21212	exp_1864	21576367	RUNX1	SMAD6	12394	17130	mouse	mouse	binding	primary_tissue	UBERON_0002107	E11.5	unknown	not_applicable
tri_21212	exp_3348	21576367	RUNX1	SMAD6	12394	17130	mouse	mouse	perturbation	primary_tissue	UBERON_0001040	E11.5	not_applicable	activation
tri_21212	exp_1865	21576367	RUNX1	SMAD6	12394	17130	mouse	mouse	reporter	cell_line	CLO_0002597	not_applicable	unknown	activation
tri_23405	exp_3199	20385820	RUNX1	IGLL5	12394	16136	mouse	mouse	perturbation	cell_line	CUSTOM_uM.2_cell	not_applicable	not_applicable	activation
tri_23405	exp_3199	20385820	RUNX1	IGLL1	12394	16136	mouse	mouse	perturbation	cell_line	CUSTOM_uM.2_cell	not_applicable	not_applicable	activation
tri_23406	exp_2186	25452107	RUNX1	OCLN	861	100506658	human	human	binding	cell_line	CLO_0009464	not_applicable	proximal	not_applicable
tri_23406	exp_2187	25452107	RUNX1	OCLN	861	100506658	human	human	perturbation	cell_line	CLO_0009464	not_applicable	not_applicable	activation
tri_23407	exp_3518	23034403	RUNX1	SOCS4	12394	67296	mouse	mouse	binding	cell_line	CLO_0000138	not_applicable	proximal	not_applicable
tri_23407	exp_3519	23034403	RUNX1	SOCS4	12394	67296	mouse	mouse	perturbation	cell_line	CLO_0000138	not_applicable	not_applicable	repression
tri_23408	exp_0796	17377532	RUNX1	CTLA4	12394	12477	mouse	mouse	binding	primary_cell	CL_0000815	unknown	proximal	not_applicable
tri_23408	exp_0797	17377532	RUNX1	CTLA4	12394	12477	mouse	mouse	perturbation	primary_cell	CL_0000815	unknown	not_applicable	repression
tri_23409	exp_2276	27231175	RUNX1	EYA4	861	2070	human	human	binding	cell_line	CLO_0009465	not_applicable	unknown	not_applicable
tri_23410	exp_3200	20385820	RUNX1	IKZF3	12394	22780	mouse	mouse	perturbation	cell_line	CUSTOM_uM.2_cell	not_applicable	not_applicable	activation
tri_23411	exp_0089	17377532	RUNX1	HTR2C	861	3358	human	human	perturbation	cell_line	CLO_0007043	not_applicable	not_applicable	activation
tri_23412	exp_3199	20385820	RUNX1	IGLL5	12394	16136	mouse	mouse	perturbation	cell_line	CUSTOM_uM.2_cell	not_applicable	not_applicable	activation
tri_23412	exp_3199	20385820	RUNX1	IGLL1	12394	16136	mouse	mouse	perturbation	cell_line	CUSTOM_uM.2_cell	not_applicable	not_applicable	activation
tri_23413	exp_0794	17377532	RUNX1	IL2RA	12394	16184	mouse	mouse	binding	primary_cell	CL_0000815	unknown	proximal	not_applicable
tri_23413	exp_3202	20385820	RUNX1	IL2RA	12394	16184	mouse	mouse	perturbation	cell_line	CUSTOM_uM.2_cell	not_applicable	not_applicable	activation
tri_23413	exp_0795	17377532	RUNX1	IL2RA	12394	16184	mouse	mouse	perturbation	primary_cell	CL_0000815	unknown	not_applicable	repression
tri_23414	exp_2145	24374627	RUNX1	IL7R	861	3575	human	human	perturbation	cell_line	CUSTOM_CUTLL1_cell	not_applicable	not_applicable	activation
tri_23414	exp_2144	24374627	RUNX1	IL7R	861	3575	human	human	reporter	cell_line	CUSTOM_CUTLL1_cell	not_applicable	unknown	activation
tri_23415	exp_2230	26060100	RUNX1	LIFR	861	3977	human	human	binding	cell_line	CLO_0007069	not_applicable	unknown	not_applicable
tri_23415	exp_2235	26060100	RUNX1	LIFR	861	3977	human	human	perturbation	cell_line	CLO_007093	not_applicable	not_applicable	activation
tri_23415	exp_2232	26060100	RUNX1	LIFR	861	3977	human	human	reporter	cell_line	CLO_0007059	not_applicable	unknown	activation
tri_23415	exp_2233	26060100	RUNX1	LIFR	861	3977	human	human	reporter	cell_line	CLO_0007069	not_applicable	unknown	activation
tri_23415	exp_2231	26060100	RUNX1	LIFR	861	3977	human	human	reporter	cell_line	CLO_007093	not_applicable	unknown	activation
tri_23415	exp_2234	26060100	RUNX1	LIFR	861	3977	human	human	reporter	cell_line	CLO_007017	not_applicable	unknown	activation
tri_23416	exp_2022	22898599	RUNX1	MYH9	861	4627	human	human	binding	primary_cell	CL_0000556	unknown	unknown	not_applicable
tri_23416	exp_2023	22898599	RUNX1	MYH9	861	4627	human	human	reporter	cell_line	CLO_0003679	not_applicable	unknown	activation
tri_23417	exp_0240	20339092	RUNX1	NFE2	861	4778	human	human	binding	cell_line	CLO_0003679	not_applicable	distal	not_applicable
tri_23417	exp_0241	20339092	RUNX1	NFE2	861	4778	human	human	binding	in-vitro	not_applicable	not_applicable	distal	not_applicable
tri_23417	exp_0243	20339092	RUNX1	NFE2	861	4778	human	human	perturbation	cell_line	EFO_0006308	not_applicable	not_applicable	activation
tri_23417	exp_0242	20339092	RUNX1	NFE2	861	4778	human	human	reporter	cell_line	CUSTOM_gamma-2A_cell	not_applicable	distal	activation
tri_23418	exp_1911	21723253	RUNX1	SERPINB13	861	5275	human	human	binding	cell_line	CLO_0007059	not_applicable	unknown	not_applicable
tri_23418	exp_1913	21723253	RUNX1	SERPINB13	861	5275	human	human	perturbation	cell_line	CLO_0053179	not_applicable	not_applicable	repression
tri_23418	exp_1912	21723253	RUNX1	SERPINB13	861	5275	human	human	reporter	cell_line	CLO_0053179	not_applicable	unknown	repression
tri_23419	exp_1413	16247445	RUNX1	CELA2A	861	63036	human	human	binding	cell_line	CLO_0009465	not_applicable	proximal	not_applicable
tri_23419	exp_1417	16247445	RUNX1	CELA2A	861	63036	human	human	perturbation	cell_line	CLO_0009465	not_applicable	not_applicable	activation
tri_23419	exp_1414	16247445	RUNX1	CELA2A	861	63036	human	human	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_23419	exp_1415	16247445	RUNX1	CELA2A	861	63036	human	human	reporter	cell_line	CLO_0009465	not_applicable	proximal	activation
tri_23419	exp_1416	16247445	RUNX1	CELA2A	861	63036	human	human	reporter	cell_line	CLO_0007069	not_applicable	proximal	activation
tri_23420	exp_2398	10455134	RUNX1	BLK	861	12143	human	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_23420	exp_2399	10455134	RUNX1	BLK	861	12143	human	mouse	reporter	cell_line	CLO_0002640	not_applicable	unknown	activation
tri_23421	exp_2184	25452107	RUNX1	TJP1	861	7082	human	human	binding	cell_line	CLO_0009464	not_applicable	proximal	not_applicable
tri_23421	exp_2185	25452107	RUNX1	TJP1	861	7082	human	human	perturbation	cell_line	CLO_0009464	not_applicable	not_applicable	activation
tri_23422	exp_2188	25452107	RUNX1	CLDN5	861	7122	human	human	binding	cell_line	CLO_0009464	not_applicable	proximal	not_applicable
tri_23422	exp_2189	25452107	RUNX1	CLDN5	861	7122	human	human	perturbation	cell_line	CLO_0009464	not_applicable	not_applicable	activation
tri_23423	exp_3198	20385820	RUNX1	VPREB1	12394	22362	mouse	mouse	perturbation	cell_line	CUSTOM_uM.2_cell	not_applicable	not_applicable	activation
tri_23424	exp_3850	26735887	RUNX1	RSPO3	12394	72780	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_23425	exp_0798	17377532	RUNX1	TNFRSF18	12394	21936	mouse	mouse	binding	primary_cell	CL_0000815	unknown	proximal	not_applicable
tri_23425	exp_0799	17377532	RUNX1	TNFRSF18	12394	21936	mouse	mouse	perturbation	primary_cell	CL_0000815	unknown	not_applicable	repression
tri_23426	exp_3516	23034403	RUNX1	SOCS3	12394	12702	mouse	mouse	binding	cell_line	CLO_0000138	not_applicable	unknown	not_applicable
tri_23426	exp_3517	23034403	RUNX1	SOCS3	12394	12702	mouse	mouse	perturbation	cell_line	CLO_0000138	not_applicable	not_applicable	repression
tri_23427	exp_3201	20385820	RUNX1	CD2	12394	12481	mouse	mouse	perturbation	cell_line	CUSTOM_uM.2_cell	not_applicable	not_applicable	activation
tri_00389	exp_0124	18381203	E2F1	TNFSF11	1869	8600	human	human	binding	cell_line	CLO_00008947	not_applicable	proximal	not_applicable
tri_00389	exp_0125	18381203	E2F1	TNFSF11	1869	8600	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_00389	exp_0128	18381203	E2F1	TNFSF11	1869	8600	human	human	perturbation	cell_line	CLO_00008947	not_applicable	not_applicable	activation
tri_00389	exp_0127	18381203	E2F1	TNFSF11	1869	8600	human	human	perturbation	cell_line	CLO_00008947	not_applicable	not_applicable	activation
tri_00389	exp_0126	18381203	E2F1	TNFSF11	1869	8600	human	human	reporter	cell_line	CLO_00008947	not_applicable	proximal	activation
tri_01868	exp_1346	12149244	E2F1	APAF1	1869	317	human	human	binding	cell_line	CLO_0007059	not_applicable	unknown	not_applicable
tri_01868	exp_1347	12149244	E2F1	APAF1	1869	317	human	human	perturbation	cell_line	CLO_0007059	not_applicable	not_applicable	activation
tri_01871	exp_1458	17106239	E2F1	BRCA1	1869	672	human	human	binding	cell_line	CLO_0007606	not_applicable	unknown	not_applicable
tri_01871	exp_1459	17106239	E2F1	BRCA1	1869	672	human	human	reporter	cell_line	CLO_0007606	not_applicable	unknown	repression
tri_01871	exp_2410	10660629	E2F1	BRCA1	13555	12189	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_01871	exp_2411	10660629	E2F1	BRCA1	13555	12189	mouse	mouse	reporter	cell_line	CLO_0008172	not_applicable	proximal	activation
tri_01873	exp_1597	19015243	E2F1	ECT2	1869	1894	human	human	binding	cell_line	CLO_0052732	not_applicable	unknown	not_applicable
tri_01873	exp_1598	19015243	E2F1	ECT2	1869	1894	human	human	reporter	cell_line	CLO_0003665	not_applicable	unknown	activation
tri_01874	exp_0189	19303924	E2F1	FGFR1	1869	2260	human	human	binding	cell_line	CUSTOM_EC17_cell	not_applicable	proximal	not_applicable
tri_01874	exp_0190	19303924	E2F1	FGFR1	1869	2260	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_01874	exp_0192	19303924	E2F1	FGFR1	1869	2260	human	human	perturbation	cell_line	CLO_0007378	not_applicable	not_applicable	activation
tri_01874	exp_0191	19303924	E2F1	FGFR1	1869	2260	human	human	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_01876	exp_1439	16512785	E2F1	MAP3K5	1869	4217	human	human	binding	cell_line	CLO_0003684	not_applicable	proximal	not_applicable
tri_01876	exp_1440	16512785	E2F1	MAP3K5	1869	4217	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_01876	exp_1442	16512785	E2F1	MAP3K5	1869	4217	human	human	perturbation	cell_line	CLO_0009454	not_applicable	not_applicable	activation
tri_01876	exp_1441	16512785	E2F1	MAP3K5	1869	4217	human	human	reporter	cell_line	CLO_0009454	not_applicable	proximal	activation
tri_01881	exp_1595	19015243	E2F1	KIF23	1869	9493	human	human	binding	cell_line	CLO_0052732	not_applicable	unknown	not_applicable
tri_01881	exp_1596	19015243	E2F1	KIF23	1869	9493	human	human	reporter	cell_line	CLO_0003665	not_applicable	unknown	activation
tri_01883	exp_1599	19015243	E2F1	RACGAP1	1869	29127	human	human	binding	cell_line	CLO_0052732	not_applicable	unknown	not_applicable
tri_01883	exp_1600	19015243	E2F1	RACGAP1	1869	29127	human	human	reporter	cell_line	CLO_0003665	not_applicable	unknown	activation
tri_04003	exp_0065	16331253	E2F1	SKP2	1869	6502	human	human	binding	cell_line	CLO_0003684	not_applicable	proximal	not_applicable
tri_04003	exp_0066	16331253	E2F1	SKP2	1869	6502	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_04003	exp_0068	16331253	E2F1	SKP2	1869	6502	human	human	perturbation	cell_line	CLO_0009464	not_applicable	not_applicable	activation
tri_04003	exp_0069	16331253	E2F1	SKP2	1869	6502	human	human	perturbation	cell_line	CLO_0000556	not_applicable	not_applicable	activation
tri_04003	exp_0067	16331253	E2F1	SKP2	1869	6502	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_06068	exp_1798	20976175	E2F1	THBS1	1869	7057	human	human	binding	cell_line	CLO_0001230	not_applicable	proximal	not_applicable
tri_06068	exp_1801	20976175	E2F1	THBS1	1869	7057	human	human	perturbation	cell_line	CLO_0001230	not_applicable	not_applicable	activation
tri_06068	exp_1799	20976175	E2F1	THBS1	1869	7057	human	human	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_06068	exp_1800	20976175	E2F1	THBS1	1869	7057	human	human	reporter	cell_line	CLO_0009454	not_applicable	proximal	activation
tri_08066	exp_2754	16738312	E2F1	RB1	13555	19645	mouse	mouse	binding	primary_tissue	UBERON_0000955	E13.5	unknown	not_applicable
tri_08066	exp_2752	16738312	E2F1	RB1	13555	19645	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_08831	exp_2514	12527885	E2F1	ATM	1869	472	human	human	reporter	cell_line	CLO_0008172	not_applicable	proximal	activation
tri_08831	exp_2515	12527885	E2F1	ATM	1869	11920	human	mouse	perturbation	cell_line	CLO_0008172	not_applicable	not_applicable	activation
tri_08839	exp_2369	9584162	E2F1	CCND1	1869	595	human	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_08839	exp_2371	9584162	E2F1	CCND1	1869	595	human	human	perturbation	cell_line	CLO_0007017	not_applicable	not_applicable	repression
tri_08839	exp_2370	9584162	E2F1	CCND1	1869	595	human	human	reporter	cell_line	CLO_0007017	not_applicable	unknown	repression
tri_08849	exp_1782	20664976	E2F1	CDKN2A	1869	1029	human	human	reporter	cell_line	CLO_0003684	not_applicable	unknown	activation
tri_08860	exp_1481	17575144	E2F1	DNMT1	1869	1786	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_08860	exp_1480	17575144	E2F1	DNMT1	1869	1786	human	human	reporter	cell_line	CLO_0003704	not_applicable	unknown	activation
tri_08860	exp_2699	15867357	E2F1	DNMT1	13555	13433	mouse	mouse	perturbation	primary_cell	CL_0002231	P42	not_applicable	activation
tri_08860	exp_2698	15867357	E2F1	DNMT1	13555	13433	mouse	mouse	reporter	primary_cell	CL_0002231	P42	unknown	activation
tri_08878	exp_0282	21453717	E2F1	HELLS	1869	3070	human	human	binding	cell_line	CLO_0001230	not_applicable	proximal	not_applicable
tri_08878	exp_0283	21453717	E2F1	HELLS	1869	3070	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_08878	exp_0285	21453717	E2F1	HELLS	1869	3070	human	human	perturbation	cell_line	CLO_0001230	not_applicable	not_applicable	activation
tri_08878	exp_0284	21453717	E2F1	HELLS	1869	3070	human	human	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_08881	exp_0268	21225257	E2F1	IRF3	1869	3661	human	human	binding	cell_line	CLO_0001230	not_applicable	proximal	not_applicable
tri_08881	exp_0269	21225257	E2F1	IRF3	1869	3661	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_08881	exp_0270	21225257	E2F1	IRF3	1869	3661	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_08881	exp_0272	21225257	E2F1	IRF3	1869	3661	human	human	perturbation	cell_line	CLO_0001230	not_applicable	not_applicable	repression
tri_08881	exp_0271	21225257	E2F1	IRF3	1869	3661	human	human	reporter	cell_line	CLO_0001230	not_applicable	proximal	repression
tri_08890	exp_0613	11857079	E2F1	MCL1	1869	4170	human	human	binding	cell_line	CLO_0008172	not_applicable	proximal	not_applicable
tri_08890	exp_0614	11857079	E2F1	MCL1	1869	4170	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_08890	exp_2458	11896585	E2F1	MCL1	1869	4170	human	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_08890	exp_0615	11857079	E2F1	MCL1	1869	4170	human	human	perturbation	cell_line	CLO_0008172	not_applicable	not_applicable	repression
tri_08890	exp_0616	11857079	E2F1	MCL1	1869	4170	human	human	perturbation	cell_line	CLO_0009258	not_applicable	not_applicable	repression
tri_08890	exp_1339	11896585	E2F1	MCL1	1869	4170	human	human	perturbation	cell_line	CLO_0008172	not_applicable	not_applicable	repression
tri_08890	exp_1338	11896585	E2F1	MCL1	1869	4170	human	human	reporter	cell_line	CLO_0009258	not_applicable	unknown	repression
tri_08890	exp_0012	11857079	E2F1	MCL1	1869	4170	human	human	reporter	cell_line	CLO_0009258	not_applicable	proximal	repression
tri_08897	exp_0623	12444919	E2F1	MXD3	13555	17121	mouse	mouse	binding	cell_line	CUSTOM_C7 3T3_cell	not_applicable	proximal	not_applicable
tri_08897	exp_0624	12444919	E2F1	MXD3	13555	17121	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_08901	exp_2516	12527885	E2F1	NPAT	1869	4863	human	human	reporter	cell_line	CLO_0008172	not_applicable	unknown	activation
tri_08901	exp_2517	12527885	E2F1	NPAT	1869	244879	human	mouse	perturbation	cell_line	CLO_0008172	not_applicable	not_applicable	activation
tri_08902	exp_0770	17178835	E2F1	NRP1	13555	18186	mouse	mouse	binding	primary_cell	CL_0001031	unknown	unknown	not_applicable
tri_08902	exp_0771	17178835	E2F1	NRP1	13555	18186	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_08902	exp_0773	17178835	E2F1	NRP1	13555	18186	mouse	mouse	perturbation	primary_cell	CL_0001031	unknown	not_applicable	activation
tri_08902	exp_0772	17178835	E2F1	NRP1	13555	18186	mouse	mouse	reporter	primary_cell	CL_0001031	unknown	unknown	activation
tri_08905	exp_1498	17825503	E2F1	PCSK6	1869	5046	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_08905	exp_1499	17825503	E2F1	PCSK6	1869	5046	human	human	reporter	cell_line	CLO_0004266	not_applicable	proximal	activation
tri_08913	exp_1512	18347061	E2F1	POLA1	1869	5422	human	human	binding	cell_line	CLO_0004009	not_applicable	unknown	not_applicable
tri_08913	exp_1513	18347061	E2F1	POLA1	1869	5422	human	human	reporter	cell_line	CLO_0004009	not_applicable	unknown	activation
tri_08919	exp_1697	19837943	E2F1	PTTG1	1869	9232	human	human	binding	cell_line	CLO_0001230	not_applicable	proximal	not_applicable
tri_08919	exp_1698	19837943	E2F1	PTTG1	1869	9232	human	human	binding	cell_line	CLO_0007986	not_applicable	proximal	not_applicable
tri_08919	exp_1701	19837943	E2F1	PTTG1	1869	9232	human	human	perturbation	cell_line	CLO_0007986	not_applicable	not_applicable	activation
tri_08919	exp_1699	19837943	E2F1	PTTG1	1869	9232	human	human	reporter	cell_line	CLO_0007986	not_applicable	proximal	activation
tri_08919	exp_1700	19837943	E2F1	PTTG1	1869	9232	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_08919	exp_1702	19837943	E2F1	PTTG1	13555	30939	mouse	mouse	perturbation	cell_line	CLO_0001765	not_applicable	not_applicable	activation
tri_08920	exp_2756	16741925	E2F1	PURA	13555	19290	mouse	mouse	binding	cell_line	CLO_0009464	not_applicable	proximal	not_applicable
