DTRI_ID	Experiment_ID	TF_Symbol_Human	Target_Symbol_Human	Experiment_Type	Mutated	Binding_Verified
tri_23388	exp_1966	YY1	PTTG1	reporter	FALSE	not_applicable
tri_23390	exp_1833	YY1	SLC23A2	reporter	TRUE	emsa
tri_23390	exp_1834	YY1	SLC23A2	reporter	TRUE	emsa
tri_23391	exp_2060	YY1	NR1H4	reporter	TRUE	putative
tri_01604	exp_0436	MEF2C	RUNX2	reporter	TRUE	putative
tri_08172	exp_3938	MEF2C	DES	reporter	TRUE	emsa
tri_14700	exp_3957	MEF2C	JUN	reporter	FALSE	not_applicable
tri_19891	exp_3767	MEF2C	AMPD1	reporter	TRUE	putative
tri_19893	exp_0679	MEF2C	CALR	reporter	TRUE	putative
tri_19896	exp_2863	MEF2C	DLX5	reporter	FALSE	not_applicable
tri_19897	exp_2866	MEF2C	DLX6	reporter	FALSE	not_applicable
tri_19904	exp_2832	MEF2C	MYH1	reporter	FALSE	not_applicable
tri_19906	exp_2891	MEF2C	MYOM1	reporter	TRUE	emsa
tri_19907	exp_2894	MEF2C	MYOM2	reporter	TRUE	emsa
tri_19909	exp_2849	MEF2C	MYOZ2	reporter	FALSE	not_applicable
tri_19910	exp_3370	MEF2C	RGR	reporter	FALSE	not_applicable
tri_19911	exp_3371	MEF2C	RHO	reporter	FALSE	not_applicable
tri_23023	exp_3524	MEF2C	HCN4	reporter	TRUE	emsa
tri_23025	exp_3104	MEF2C	PPARGC1A	reporter	FALSE	not_applicable
tri_23026	exp_0325	MEF2C	PTP4A3	reporter	TRUE	emsa
tri_23028	exp_2700	MEF2C	SMYD1	reporter	TRUE	emsa
tri_23030	exp_3970	MEF2C	JCHAIN	reporter	TRUE	putative
tri_23031	exp_2906	MEF2C	TNNI3K	reporter	FALSE	not_applicable
tri_23033	exp_1432	MEF2C	BCO1	reporter	TRUE	emsa
tri_23035	exp_3372	MEF2C	OPN1LW	reporter	FALSE	not_applicable
tri_23036	exp_3702	MEF2C	SGCA	reporter	FALSE	not_applicable
tri_23038	exp_1082	MEF2C	MMP20	reporter	TRUE	emsa
tri_02241	exp_0349	HES1	ASCL1	reporter	FALSE	not_applicable
tri_03622	exp_2871	LEF1	CDH1	reporter	TRUE	putative
tri_04004	exp_2490	LEF1	RAG2	reporter	FALSE	not_applicable
tri_06809	exp_2764	HES1	CDKN1C	reporter	FALSE	not_applicable
tri_06809	exp_3698	HES1	CDKN1C	reporter	TRUE	putative
tri_09537	exp_1376	HES1	E2F1	reporter	TRUE	emsa
tri_09623	exp_0715	LEF1	CDX4	reporter	TRUE	emsa
tri_13926	exp_1536	HES1	HTR1A	reporter	FALSE	not_applicable
tri_13927	exp_1705	HES1	MAP2	reporter	FALSE	not_applicable
tri_14579	exp_1959	LEF1	CYLD	reporter	TRUE	putative
tri_14580	exp_1683	LEF1	DSG4	reporter	FALSE	not_applicable
tri_14585	exp_1328	LEF1	MMP7	reporter	FALSE	not_applicable
tri_19795	exp_0848	LEF1	COL11A1	reporter	FALSE	not_applicable
tri_19796	exp_3491	LEF1	COL2A1	reporter	FALSE	not_applicable
tri_19796	exp_3492	LEF1	COL2A1	reporter	FALSE	not_applicable
tri_19800	exp_3570	LEF1	HES7	reporter	FALSE	not_applicable
tri_19805	exp_0819	LEF1	MMP13	reporter	FALSE	not_applicable
tri_19806	exp_2562	LEF1	MSX2	reporter	TRUE	putative
tri_19807	exp_2442	LEF1	NCAM1	reporter	FALSE	not_applicable
tri_19809	exp_2466	LEF1	OVOL1	reporter	TRUE	putative
tri_19811	exp_3246	LEF1	POU5F1	reporter	FALSE	not_applicable
tri_19812	exp_0815	LEF1	PTGS2	reporter	FALSE	not_applicable
tri_22966	exp_0497	HES1	ADAMTS5	reporter	TRUE	putative
tri_22966	exp_0498	HES1	ADAMTS5	reporter	TRUE	putative
tri_22971	exp_1735	HES1	DTX1	reporter	FALSE	not_applicable
tri_22972	exp_2170	HES1	FLT3	reporter	TRUE	putative
tri_22973	exp_1337	HES1	GAA	reporter	TRUE	emsa
tri_22974	exp_3745	HES1	BBC3	reporter	TRUE	putative
tri_22977	exp_0501	HES1	IL6	reporter	TRUE	putative
tri_22977	exp_0502	HES1	IL6	reporter	TRUE	putative
tri_22978	exp_1984	HES1	MIR199B	reporter	TRUE	putative
tri_22979	exp_0506	HES1	MMP13	reporter	TRUE	putative
tri_22979	exp_0507	HES1	MMP13	reporter	TRUE	putative
tri_22980	exp_1940	HES1	ATOH1	reporter	FALSE	not_applicable
tri_22981	exp_1380	HES1	NPAT	reporter	FALSE	not_applicable
tri_22983	exp_1378	HES1	CCNE1	reporter	FALSE	not_applicable
tri_22984	exp_0504	HES1	IL1RL1	reporter	TRUE	putative
tri_22984	exp_0505	HES1	IL1RL1	reporter	TRUE	putative
tri_23148	exp_0935	LEF1	ENAM	reporter	TRUE	emsa
tri_23148	exp_0936	LEF1	ENAM	reporter	TRUE	emsa
tri_23155	exp_0020	LEF1	CELA2A	reporter	FALSE	not_applicable
tri_23159	exp_2249	LEF1	TYR	reporter	TRUE	putative
tri_23160	exp_3554	LEF1	CXCR4	reporter	TRUE	putative
tri_23161	exp_2173	LEF1	NR1I2	reporter	TRUE	putative
tri_04707	exp_2386	HIF1A	ACE	reporter	TRUE	putative
tri_05621	exp_1718	HIF1A	CXCR4	reporter	TRUE	putative
tri_07919	exp_2204	HIF1A	VTCN1	reporter	TRUE	putative
tri_09542	exp_2549	HIF1A	BNIP3	reporter	TRUE	emsa
tri_11672	exp_1387	HIF1A	EGLN3	reporter	FALSE	not_applicable
tri_11928	exp_1374	HIF1A	RORA	reporter	TRUE	putative
tri_11942	exp_1326	HIF1A	CA9	reporter	TRUE	putative
tri_13970	exp_1368	HIF1A	FAM162A	reporter	TRUE	putative
tri_13985	exp_1721	HIF1A	RECK	reporter	FALSE	not_applicable
tri_22924	exp_2074	HIF1A	CYP19A1	reporter	FALSE	not_applicable
tri_22925	exp_0344	HIF1A	ATP13A2	reporter	FALSE	not_applicable
tri_22928	exp_3897	HIF1A	HES1	reporter	TRUE	putative
tri_22929	exp_3026	HIF1A	HSD3B2	reporter	FALSE	not_applicable
tri_22933	exp_1474	HIF1A	NTRK2	reporter	TRUE	emsa
tri_22933	exp_1475	HIF1A	NTRK2	reporter	FALSE	not_applicable
tri_22934	exp_0373	HIF1A	PROX1	reporter	FALSE	not_applicable
tri_22935	exp_1992	HIF1A	S100A8	reporter	TRUE	putative
tri_22936	exp_1995	HIF1A	S100A9	reporter	TRUE	putative
tri_22937	exp_2260	HIF1A	PRDX2	reporter	TRUE	putative
tri_22938	exp_2063	HIF1A	ATRIP	reporter	TRUE	putative
tri_22938	exp_2064	HIF1A	ATRIP	reporter	TRUE	putative
tri_00361	exp_2919	PBX1	IL10	reporter	FALSE	not_applicable
tri_03123	exp_1726	TCF7L2	MYC	reporter	FALSE	not_applicable
tri_03123	exp_0658	TCF7L2	MYC	reporter	TRUE	putative
tri_03643	exp_1402	TCF7L2	JUN	reporter	TRUE	putative
tri_06679	exp_0310	PBX1	CDH1	reporter	TRUE	putative
tri_09898	exp_0203	PBX1	NANOG	reporter	TRUE	emsa
tri_11252	exp_2367	PBX1	CYP17A1	reporter	FALSE	not_applicable
tri_11252	exp_2368	PBX1	CYP17A1	reporter	FALSE	not_applicable
tri_11252	exp_2362	PBX1	CYP17A1	reporter	TRUE	emsa
tri_11254	exp_2794	PBX1	MC2R	reporter	TRUE	putative
tri_11256	exp_3023	PBX1	PAX3	reporter	FALSE	not_applicable
tri_11262	exp_3149	PBX1	SOX3	reporter	TRUE	emsa
tri_17571	exp_1680	TCF7L2	STARD7	reporter	TRUE	putative
tri_17572	exp_0151	TCF7L2	STAT3	reporter	TRUE	putative
tri_20776	exp_0941	PBX1	ALX1	reporter	TRUE	emsa
tri_20778	exp_3667	PBX1	FGF10	reporter	FALSE	not_applicable
tri_20780	exp_2798	PBX1	PBX1	reporter	FALSE	not_applicable
tri_23134	exp_0961	PBX1	GLI3	reporter	TRUE	emsa
tri_23140	exp_3642	PBX1	INPPL1	reporter	FALSE	not_applicable
tri_23141	exp_3771	PBX1	PDGFRB	reporter	TRUE	putative
tri_23142	exp_0531	PBX1	RNF6	reporter	TRUE	putative
tri_23144	exp_3912	PBX1	SNAI1	reporter	TRUE	putative
tri_23146	exp_0545	PBX1	CD44	reporter	TRUE	putative
tri_23334	exp_2995	TCF7L2	CDX2	reporter	TRUE	putative
tri_23340	exp_1419	TCF7L2	EDN1	reporter	FALSE	not_applicable
tri_23340	exp_1420	TCF7L2	EDN1	reporter	FALSE	not_applicable
tri_23341	exp_1869	TCF7L2	AKT2	reporter	TRUE	putative
tri_23342	exp_3733	TCF7L2	BACE1	reporter	FALSE	not_applicable
tri_23344	exp_1773	TCF7L2	PLD1	reporter	TRUE	putative
tri_23347	exp_1607	TCF7L2	BCL2L2	reporter	TRUE	putative
tri_23348	exp_3858	TCF7L2	SCN5A	reporter	FALSE	not_applicable
tri_23352	exp_1918	TCF7L2	SPP1	reporter	FALSE	not_applicable
tri_23353	exp_2404	TCF7L2	TCF7	reporter	FALSE	not_applicable
tri_23354	exp_1949	TCF7L2	ZEB1	reporter	FALSE	not_applicable
tri_23354	exp_1950	TCF7L2	ZEB1	reporter	FALSE	not_applicable
tri_23355	exp_0013	TCF7L2	AXIN2	reporter	TRUE	putative
tri_01318	exp_1516	SOX9	COL2A1	reporter	FALSE	not_applicable
tri_11212	exp_3454	SOX9	not_applicable	reporter	TRUE	emsa
tri_11216	exp_1216	SOX9	COMP	reporter	FALSE	not_applicable
tri_11222	exp_2670	SOX9	VNN1	reporter	FALSE	not_applicable
tri_11226	exp_2728	SOX9	SNAI2	reporter	FALSE	not_applicable
tri_16749	exp_1776	SOX9	BEST1	reporter	TRUE	putative
tri_16754	exp_0195	SOX9	HES1	reporter	FALSE	not_applicable
tri_16756	exp_1205	SOX9	MIA	reporter	TRUE	emsa
tri_21589	exp_1470	SOX9	FURIN	reporter	TRUE	emsa
tri_21595	exp_1837	SOX9	PIK3CA	reporter	TRUE	putative
tri_21595	exp_1838	SOX9	PIK3CA	reporter	TRUE	putative
tri_21598	exp_3709	SOX9	SGCA	reporter	FALSE	not_applicable
tri_22666	exp_3230	SOX9	CCN2	reporter	FALSE	not_applicable
tri_23269	exp_3815	SOX9	MECOM	reporter	TRUE	putative
tri_23271	exp_3823	SOX9	JUNB	reporter	FALSE	not_applicable
tri_23272	exp_3821	SOX9	NFIA	reporter	FALSE	not_applicable
tri_02352	exp_3037	MYC	CCND1	reporter	FALSE	not_applicable
tri_02366	exp_2412	MYC	CDK4	reporter	TRUE	emsa
tri_02521	exp_2389	MYC	TERT	reporter	TRUE	putative
tri_06821	exp_2568	GLI1	BCL2	reporter	TRUE	putative
tri_09340	exp_0622	GLI1	FOXM1	reporter	FALSE	not_applicable
tri_09379	exp_2614	GLI1	PTCH1	reporter	TRUE	emsa
tri_09401	exp_1638	GLI1	SPP1	reporter	TRUE	putative
tri_09765	exp_3034	MYC	TP53	reporter	FALSE	not_applicable
tri_13690	exp_1097	GLI1	PDGFRA	reporter	TRUE	putative
tri_13695	exp_0094	GLI1	SOX9	reporter	TRUE	putative
tri_19312	exp_3566	GLI1	HAS2	reporter	TRUE	putative
tri_19313	exp_0841	GLI1	NHLH1	reporter	TRUE	putative
tri_19314	exp_3582	GLI1	RUNX2	reporter	TRUE	putative
tri_19315	exp_3583	GLI1	RUNX3	reporter	TRUE	putative
tri_20044	exp_2559	MYC	BCAT1	reporter	FALSE	not_applicable
tri_20046	exp_2423	MYC	CAV1	reporter	TRUE	putative
tri_20055	exp_1752	MYC	RHOA	reporter	TRUE	putative
tri_22892	exp_2255	GLI1	BIRC3	reporter	TRUE	putative
tri_22893	exp_0540	GLI1	AQP1	reporter	FALSE	not_applicable
tri_22894	exp_2309	GLI1	NEK2	reporter	TRUE	putative
tri_22895	exp_1067	GLI1	TERT	reporter	FALSE	not_applicable
tri_23062	exp_1624	MYC	PDCD10	reporter	FALSE	not_applicable
tri_23067	exp_2305	MYC	TMEM173	reporter	FALSE	not_applicable
tri_23067	exp_2306	MYC	TMEM173	reporter	FALSE	not_applicable
tri_23071	exp_0122	MYC	NOP16	reporter	FALSE	not_applicable
tri_23073	exp_1627	MYC	SERPINI1	reporter	FALSE	not_applicable
tri_23075	exp_2241	MYC	TBX3	reporter	FALSE	not_applicable
tri_23075	exp_2242	MYC	TBX3	reporter	FALSE	not_applicable
tri_00702	exp_0881	MAF	IL10	reporter	TRUE	putative
tri_00753	exp_3799	MAF	IL4	reporter	FALSE	not_applicable
tri_00899	exp_2653	GATA2	IL13	reporter	TRUE	emsa
tri_02161	exp_0175	GATA2	WT1	reporter	FALSE	not_applicable
tri_06715	exp_0429	GATA2	MS4A2	reporter	FALSE	not_applicable
tri_07460	exp_0810	REST	BSX	reporter	TRUE	emsa
tri_11774	exp_2644	REST	OPRM1	reporter	TRUE	putative
tri_11774	exp_2642	REST	OPRM1	reporter	TRUE	putative
tri_13625	exp_1602	GATA2	TSHB	reporter	TRUE	putative
tri_13625	exp_2846	GATA2	TSHB	reporter	FALSE	not_applicable
tri_14628	exp_2597	MAF	CCND2	reporter	TRUE	putative
tri_16332	exp_3435	REST	CACNA1H	reporter	FALSE	not_applicable
tri_16338	exp_0279	REST	DYRK1A	reporter	TRUE	emsa
tri_16340	exp_1362	REST	GJD2	reporter	TRUE	putative
tri_16343	exp_1412	REST	KCNN4	reporter	TRUE	putative
tri_16351	exp_0379	REST	STAT1	reporter	FALSE	not_applicable
tri_16351	exp_0380	REST	STAT1	reporter	FALSE	not_applicable
tri_16356	exp_1482	REST	TPH2	reporter	TRUE	putative
tri_19829	exp_2744	MAF	CRYAA2	reporter	FALSE	not_applicable
tri_19829	exp_2744	MAF	CRYAA	reporter	FALSE	not_applicable
tri_19830	exp_2744	MAF	CRYAA2	reporter	FALSE	not_applicable
tri_19830	exp_2744	MAF	CRYAA	reporter	FALSE	not_applicable
tri_19833	exp_3398	MAF	MAF	reporter	FALSE	not_applicable
tri_19835	exp_0601	MAF	TP53	reporter	FALSE	not_applicable
tri_19835	exp_0602	MAF	TP53	reporter	FALSE	not_applicable
tri_19835	exp_0600	MAF	TP53	reporter	TRUE	emsa
tri_21172	exp_2688	REST	GRIN2B	reporter	TRUE	emsa
tri_21173	exp_3660	REST	NPAS4	reporter	FALSE	not_applicable
tri_22877	exp_2279	GATA2	MICA	reporter	FALSE	not_applicable
tri_22878	exp_1731	GATA2	CYP2C19	reporter	FALSE	not_applicable
tri_22878	exp_1732	GATA2	CYP2C19	reporter	FALSE	not_applicable
tri_22879	exp_1716	GATA2	CYP2C9	reporter	TRUE	putative
tri_22880	exp_2247	GATA2	DIO2	reporter	TRUE	putative
tri_22881	exp_3845	GATA2	KIT	reporter	FALSE	not_applicable
tri_22881	exp_0593	GATA2	KIT	reporter	TRUE	emsa
tri_22882	exp_2281	GATA2	MICB	reporter	FALSE	not_applicable
tri_23014	exp_2589	MAF	GCG	reporter	FALSE	not_applicable
tri_23015	exp_0808	MAF	ANPEP	reporter	FALSE	not_applicable
tri_23209	exp_2585	REST	HTR1A	reporter	FALSE	not_applicable
tri_01548	exp_0693	DLX5	RUNX2	reporter	FALSE	not_applicable
tri_01548	exp_0692	DLX5	RUNX2	reporter	FALSE	not_applicable
tri_01548	exp_3297	DLX5	RUNX2	reporter	FALSE	not_applicable
tri_01548	exp_3661	DLX5	RUNX2	reporter	FALSE	not_applicable
tri_01548	exp_0694	DLX5	RUNX2	reporter	TRUE	emsa
tri_01566	exp_0967	PAX5	CSF1R	reporter	FALSE	not_applicable
tri_01566	exp_0968	PAX5	CSF1R	reporter	FALSE	not_applicable
tri_01566	exp_2727	PAX5	CSF1R	reporter	FALSE	not_applicable
tri_03162	exp_1437	NKX2-1	SFTPB	reporter	TRUE	putative
tri_04006	exp_2492	PAX5	RAG2	reporter	FALSE	not_applicable
tri_09823	exp_2659	NOTCH1	HES1	reporter	FALSE	not_applicable
tri_09823	exp_1310	NOTCH1	HES1	reporter	FALSE	not_applicable
tri_09823	exp_2443	NOTCH1	HES1	reporter	FALSE	not_applicable
tri_09823	exp_2760	NOTCH1	HES1	reporter	FALSE	not_applicable
tri_09824	exp_2444	NOTCH1	HES5	reporter	FALSE	not_applicable
tri_09826	exp_2445	NOTCH1	HEY2	reporter	TRUE	putative
tri_11816	exp_1433	NKX2-1	TG	reporter	TRUE	putative
tri_11817	exp_1435	NKX2-1	TPO	reporter	TRUE	putative
tri_12773	exp_3084	DLX5	MYC	reporter	TRUE	putative
tri_15667	exp_3965	PAX5	BLK	reporter	FALSE	not_applicable
tri_15667	exp_3966	PAX5	BLK	reporter	TRUE	putative
tri_18718	exp_2650	DLX5	ALPL	reporter	TRUE	emsa
tri_18720	exp_2996	DLX5	GBX2	reporter	FALSE	not_applicable
tri_18721	exp_2910	DLX5	SP7	reporter	FALSE	not_applicable
tri_18722	exp_3309	DLX5	WNT5A	reporter	FALSE	not_applicable
tri_20431	exp_3207	NKX2-1	PAX8	reporter	TRUE	putative
tri_20432	exp_3738	NKX2-1	PRDM13	reporter	FALSE	not_applicable
tri_20436	exp_2460	NKX2-1	WNT7B	reporter	FALSE	not_applicable
tri_20722	exp_2494	PAX5	BLNK	reporter	TRUE	emsa
tri_20723	exp_3973	PAX5	CD72	reporter	TRUE	emsa
tri_20724	exp_0755	PAX5	EBF1	reporter	TRUE	emsa
tri_20730	exp_2923	PAX5	PRDX6	reporter	TRUE	putative
tri_22778	exp_3255	DLX5	DSPP	reporter	FALSE	not_applicable
tri_23097	exp_0452	NOTCH1	COL1A1	reporter	TRUE	putative
tri_23097	exp_0450	NOTCH1	COL1A1	reporter	TRUE	putative
tri_23098	exp_0453	NOTCH1	COL1A2	reporter	TRUE	putative
tri_23098	exp_0451	NOTCH1	COL1A2	reporter	TRUE	putative
tri_23100	exp_3573	NOTCH1	HES7	reporter	FALSE	not_applicable
tri_23103	exp_2176	PAX5	NR1I2	reporter	FALSE	not_applicable
tri_23366	exp_1365	NKX2-1	BMP4	reporter	FALSE	not_applicable
tri_23366	exp_1366	NKX2-1	BMP4	reporter	FALSE	not_applicable
tri_23366	exp_1367	NKX2-1	BMP4	reporter	FALSE	not_applicable
tri_23367	exp_1571	NKX2-1	NRP2	reporter	FALSE	not_applicable
tri_23370	exp_1968	NKX2-1	PTTG1	reporter	FALSE	not_applicable
tri_01750	exp_1576	AHR	CYP1A1	reporter	FALSE	not_applicable
tri_01750	exp_1577	AHR	CYP1A1	reporter	FALSE	not_applicable
tri_01750	exp_1578	AHR	CYP1A1	reporter	FALSE	not_applicable
tri_11976	exp_1611	AHR	CA9	reporter	FALSE	not_applicable
tri_11982	exp_2133	AHR	MT2A	reporter	FALSE	not_applicable
tri_18330	exp_0250	AHR	ABCC4	reporter	TRUE	emsa
tri_22793	exp_1929	AHR	FLG	reporter	TRUE	putative
tri_22794	exp_0664	AHR	NFE2L2	reporter	FALSE	not_applicable
tri_22795	exp_0207	AHR	NCF1	reporter	TRUE	putative
tri_22798	exp_1998	AHR	CBR1	reporter	FALSE	not_applicable
tri_01301	exp_0985	GATA4	FGF10	reporter	FALSE	not_applicable
tri_01593	exp_1070	ASCL1	DLL4	reporter	TRUE	putative
tri_01697	exp_3900	ASCL1	EFNA5	reporter	TRUE	emsa
tri_01769	exp_1332	ASCL1	PCSK6	reporter	TRUE	putative
tri_04594	exp_0063	TCF4	IL2RA	reporter	TRUE	putative
tri_04594	exp_0064	TCF4	IL2RA	reporter	TRUE	putative
tri_11713	exp_3939	MYOD1	DES	reporter	TRUE	putative
tri_11719	exp_0637	NEUROD1	PAX6	reporter	TRUE	emsa
tri_11722	exp_2550	NEUROD1	INSM1	reporter	FALSE	not_applicable
tri_17553	exp_2436	TCF4	MITF	reporter	FALSE	not_applicable
tri_18387	exp_0875	ASCL1	DLL3	reporter	FALSE	not_applicable
tri_18391	exp_3319	ASCL1	RND3	reporter	FALSE	not_applicable
tri_19265	exp_0609	GATA4	HHEX	reporter	TRUE	emsa
tri_19265	exp_0610	GATA4	HHEX	reporter	TRUE	emsa
tri_19272	exp_1039	GATA4	NKX2-5	reporter	TRUE	putative
tri_20121	exp_3108	MYOD1	PPARGC1A	reporter	FALSE	not_applicable
tri_20121	exp_3106	MYOD1	PPARGC1A	reporter	FALSE	not_applicable
tri_20122	exp_2539	MYOD1	RB1	reporter	FALSE	not_applicable
tri_20126	exp_2759	MYOD1	SGCA	reporter	FALSE	not_applicable
tri_20126	exp_0835	MYOD1	SGCA	reporter	FALSE	not_applicable
tri_20126	exp_3707	MYOD1	SGCA	reporter	FALSE	not_applicable
tri_20209	exp_3004	NEUROD1	G6PC2	reporter	FALSE	not_applicable
tri_20210	exp_3312	NEUROD1	INSM2	reporter	FALSE	not_applicable
tri_20213	exp_3548	NEUROD1	ST18	reporter	TRUE	putative
tri_22885	exp_1715	GATA4	CYP2C9	reporter	TRUE	putative
tri_22886	exp_2944	GATA4	MUC2	reporter	TRUE	putative
tri_22887	exp_2843	GATA4	CLDN11	reporter	FALSE	not_applicable
tri_22888	exp_2384	GATA4	ACTA2	reporter	TRUE	putative
tri_22889	exp_3704	GATA4	SGCA	reporter	FALSE	not_applicable
tri_23046	exp_3013	ASCL1	GNRHR	reporter	TRUE	putative
tri_23046	exp_3014	ASCL1	GNRHR	reporter	TRUE	putative
tri_23047	exp_0762	ASCL1	DLL1	reporter	TRUE	emsa
tri_23056	exp_1403	ASCL1	RET	reporter	FALSE	not_applicable
tri_23079	exp_3697	MYOD1	CDKN1C	reporter	TRUE	putative
tri_23081	exp_3187	MYOD1	ANK1	reporter	TRUE	putative
tri_23084	exp_3017	NEUROD1	GNRHR	reporter	TRUE	putative
tri_23084	exp_3018	NEUROD1	GNRHR	reporter	TRUE	putative
tri_23086	exp_1690	NEUROD1	REG3A	reporter	FALSE	not_applicable
tri_23087	exp_0119	NEUROD1	THRB	reporter	TRUE	emsa
tri_23324	exp_3263	TCF4	CDKN1A	reporter	FALSE	not_applicable
tri_23325	exp_2434	TCF4	DCT	reporter	FALSE	not_applicable
tri_23326	exp_1461	TCF4	LEF1	reporter	FALSE	not_applicable
tri_23327	exp_3873	TCF4	BMP7	reporter	FALSE	not_applicable
tri_23328	exp_2430	TCF4	TYR	reporter	FALSE	not_applicable
tri_23329	exp_2432	TCF4	TYRP1	reporter	FALSE	not_applicable
tri_07639	exp_0396	HSF1	HSPA1A	reporter	TRUE	emsa
tri_07639	exp_0410	HSF1	HSPA1A	reporter	TRUE	emsa
tri_07639	exp_0396	HSF1	HSPA1B	reporter	TRUE	emsa
tri_07639	exp_0410	HSF1	HSPA1B	reporter	TRUE	emsa
tri_07640	exp_0396	HSF1	HSPA1A	reporter	TRUE	emsa
tri_07640	exp_0410	HSF1	HSPA1A	reporter	TRUE	emsa
tri_07640	exp_0396	HSF1	HSPA1B	reporter	TRUE	emsa
tri_07640	exp_0410	HSF1	HSPA1B	reporter	TRUE	emsa
tri_11812	exp_1345	TCF3	VPREB1	reporter	FALSE	not_applicable
tri_17533	exp_3604	TCF3	CDH1	reporter	FALSE	not_applicable
tri_17533	exp_3605	TCF3	CDH1	reporter	FALSE	not_applicable
tri_17533	exp_2428	TCF3	CDH1	reporter	TRUE	emsa
tri_17535	exp_1610	TCF3	CDKN1A	reporter	FALSE	not_applicable
tri_22057	exp_2648	TCF3	CCND3	reporter	TRUE	putative
tri_22058	exp_0643	TCF3	CD5	reporter	FALSE	not_applicable
tri_22078	exp_0025	TCF3	NR0B2	reporter	TRUE	putative
tri_02910	exp_0594	SP1	KIT	reporter	TRUE	emsa
tri_02927	exp_3196	SP1	OPRM1	reporter	FALSE	not_applicable
tri_17046	exp_0778	SP1	SOX9	reporter	FALSE	not_applicable
tri_21605	exp_3579	SP1	ACSL4	reporter	FALSE	not_applicable
tri_21642	exp_1145	SP1	DMD	reporter	TRUE	emsa
tri_21707	exp_0704	SP1	NECTIN2	reporter	FALSE	not_applicable
tri_23283	exp_0611	SP1	HHEX	reporter	FALSE	not_applicable
tri_03068	exp_2380	SRF	ACTA2	reporter	FALSE	not_applicable
tri_07961	exp_0400	NFKB1	HSPA1A	reporter	TRUE	emsa
tri_07961	exp_0400	NFKB1	HSPA1B	reporter	TRUE	emsa
tri_07962	exp_0400	NFKB1	HSPA1A	reporter	TRUE	emsa
tri_07962	exp_0400	NFKB1	HSPA1B	reporter	TRUE	emsa
tri_20221	exp_3464	NEUROG2	NEUROD1	reporter	FALSE	not_applicable
tri_20221	exp_3469	NEUROG2	NEUROD1	reporter	FALSE	not_applicable
tri_20222	exp_3466	NEUROG2	RND2	reporter	FALSE	not_applicable
tri_20367	exp_2853	NFKB1	MYOZ2	reporter	FALSE	not_applicable
tri_21897	exp_0904	SRF	KCNMB1	reporter	TRUE	emsa
tri_21899	exp_3960	SRF	MYH11	reporter	FALSE	not_applicable
tri_22667	exp_0079	SRF	CCN2	reporter	TRUE	putative
tri_22667	exp_0080	SRF	CCN2	reporter	TRUE	putative
tri_23092	exp_2854	NFKB1	MYOZ1	reporter	FALSE	not_applicable
tri_23218	exp_3584	NEUROG2	ZBTB18	reporter	FALSE	not_applicable
tri_23219	exp_1029	NEUROG2	ELAVL4	reporter	TRUE	emsa
tri_23221	exp_3465	NEUROG2	DLL1	reporter	FALSE	not_applicable
tri_23292	exp_3095	SRF	CCN1	reporter	TRUE	putative
tri_00900	exp_2655	GATA1	IL13	reporter	TRUE	emsa
tri_02147	exp_0184	GATA1	WT1	reporter	FALSE	not_applicable
tri_02181	exp_1778	GLI3	TNFRSF10A	reporter	TRUE	putative
tri_06306	exp_0397	NFYA	HSPA1A	reporter	TRUE	emsa
tri_06306	exp_0397	NFYA	HSPA1B	reporter	TRUE	emsa
tri_06716	exp_0432	GATA1	MS4A2	reporter	FALSE	not_applicable
tri_06822	exp_2393	GLI3	GLI1	reporter	TRUE	putative
tri_06822	exp_2579	GLI3	GLI1	reporter	FALSE	not_applicable
tri_07958	exp_0397	NFYA	HSPA1A	reporter	TRUE	emsa
tri_07958	exp_0397	NFYA	HSPA1B	reporter	TRUE	emsa
tri_07959	exp_0401	RELA	HSPA1A	reporter	TRUE	emsa
tri_07959	exp_0401	RELA	HSPA1B	reporter	TRUE	emsa
tri_07960	exp_0401	RELA	HSPA1A	reporter	TRUE	emsa
tri_07960	exp_0401	RELA	HSPA1B	reporter	TRUE	emsa
tri_09459	exp_2684	GLI2	FGF19	reporter	TRUE	putative
tri_13584	exp_1905	GATA1	COPS5	reporter	FALSE	not_applicable
tri_13711	exp_3657	GLI3	SMO	reporter	FALSE	not_applicable
tri_16253	exp_3240	RELA	NRF1	reporter	FALSE	not_applicable
tri_19316	exp_3345	GLI2	ASCL1	reporter	FALSE	not_applicable
tri_20414	exp_2842	NFYA	CLDN11	reporter	FALSE	not_applicable
tri_22800	exp_0465	EGR4	SYNPO	reporter	FALSE	not_applicable
tri_22801	exp_0461	EGR4	DLX5	reporter	FALSE	not_applicable
tri_22802	exp_0469	EGR4	RAB15	reporter	FALSE	not_applicable
tri_22803	exp_0473	EGR4	SAMD5	reporter	FALSE	not_applicable
tri_22804	exp_0477	EGR4	PTHLH	reporter	FALSE	not_applicable
tri_22876	exp_2841	GATA1	CLDN11	reporter	FALSE	not_applicable
tri_22897	exp_3526	GLI2	GAST	reporter	FALSE	not_applicable
tri_22899	exp_2311	GLI2	NEK2	reporter	TRUE	putative
tri_22901	exp_0412	GLI2	TERT	reporter	FALSE	not_applicable
tri_22902	exp_1178	GLI3	CDK6	reporter	TRUE	emsa
tri_01783	exp_2706	RUNX2	IBSP	reporter	TRUE	emsa
tri_02135	exp_2795	NR5A1	MC2R	reporter	TRUE	putative
